granuleId,packageId,members,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,gpoId,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-09-11-pt1-PgH5945-5,CREC-2015-09-11,,,,,,,,,,,,,,
CREC-2015-09-11-pt1-PgH-FrontMatter,CREC-2015-09-11,,,,,,,,,,,,,,
CREC-2015-09-11-pt1-PgH5945-6,CREC-2015-09-11,,2100,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,,"LaMalfa, Doug",Mr. LaMALFA,Doug LaMalfa,
CREC-2015-09-11-pt1-PgH5945,CREC-2015-09-11,,,,,,,,,,,,,,
CREC-2015-09-11-pt1-PgH5945-4,CREC-2015-09-11,,,,,,,,,,,,,,
CREC-2015-09-11-pt1-PgH5945-7,CREC-2015-09-11,,2166,SPEAKING,H,114,V000131,"Veasey, Marc A.",TX,D,,"Veasey, Marc A.",Mr. VEASEY,Marc A. Veasey,Mr. Marc Veasey
CREC-2015-09-11-pt1-PgH5945-2,CREC-2015-09-11,,,,,,,,,,,,,,
CREC-2015-09-11-pt1-PgH5945-3,CREC-2015-09-11,,,,,,,,,,,,,,
CREC-2015-09-11-pt1-PgH5945-8,CREC-2015-09-11,,1995,SPEAKING,H,114,D000612,"Denham, Jeff",CA,R,7824,"Denham, Jeff",Mr. DENHAM,Jeff Denham,
CREC-2015-09-11-pt1-PgH5946-2,CREC-2015-09-11,,414,SPEAKING,H,114,F000372,"Frelinghuysen, Rodney P.",NJ,R,8053,"Frelinghuysen, Rodney P.",Mr. FRELINGHUYSEN,Rodney P. Frelinghuysen,Rodney Frelinghuysen
CREC-2015-09-11-pt1-PgH5946-4,CREC-2015-09-11,,2129,SPEAKING,H,114,B001284,"Brooks, Susan W.",IN,R,,"Brooks, Susan W.",Mrs. BROOKS of Indiana,Susan W. Brooks,Mrs. Susan Brooks
CREC-2015-09-11-pt1-PgH5947-2,CREC-2015-09-11,,566,SPEAKING,H,114,H000874,"Hoyer, Steny H.",MD,D,7980,"Hoyer, Steny H.",Mr. HOYER,Steny H. Hoyer,Steny Hoyer
CREC-2015-09-11-pt1-PgH5946,CREC-2015-09-11,,2055,SPEAKING,H,114,C001084,"Cicilline, David N.",RI,D,8139,"Cicilline, David N.",Mr. CICILLINE,David N. Cicilline,Mr. David Cicilline
CREC-2015-09-11-pt1-PgH5946-5,CREC-2015-09-11,,2111,SPEAKING,H,114,L000579,"Lowenthal, Alan S.",CA,D,,"Lowenthal, Alan S.",Mr. LOWENTHAL,Alan S. Lowenthal,Mr. Alan Lowenthal
CREC-2015-09-11-pt1-PgH5946-3,CREC-2015-09-11,,905,SPEAKING,H,114,P000197,"Pelosi, Nancy",CA,D,7813,"Pelosi, Nancy",Ms. PELOSI,Nancy Pelosi,
CREC-2015-09-11-pt1-PgH5947,CREC-2015-09-11,,1930,SPEAKING,H,114,P000594,"Paulsen, Erik",MN,R,8003,"Paulsen, Erik",Mr. PAULSEN,Erik Paulsen,
CREC-2015-09-11-pt1-PgH5947-3,CREC-2015-09-11,,998,SPEAKING,H,114,R000487,"Royce, Edward R.",CA,R,7845,"Royce, Edward R.",Mr. ROYCE,Edward R. Royce,Ed Royce
CREC-2015-09-11-pt1-PgH5947-3,CREC-2015-09-11,,229,SPEAKING,H,114,C000714,"Conyers, John, Jr.",MI,D,7999,"Conyers, John, Jr.",Mr. CONYERS,"John Conyers, Jr.",John Conyers Jr.
