granuleId,packageId,date,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-01-22-pt1-PgH483-2,CREC-2015-01-22,2015-01-22,,,,,,,,,,,,
CREC-2015-01-22-pt1-PgH-FrontMatter-5,CREC-2015-01-22,2015-01-22,,,,,,,,,,,,
CREC-2015-01-22-pt1-PgH483,CREC-2015-01-22,2015-01-22,,,,,,,,,,,,
CREC-2015-01-22-pt1-PgH483-3,CREC-2015-01-22,2015-01-22,,,,,,,,,,,,
CREC-2015-01-22-pt1-PgH483-4,CREC-2015-01-22,2015-01-22,,,,,,,,,,,,
CREC-2015-01-22-pt1-PgH483-5,CREC-2015-01-22,2015-01-22,,,,,,,,,,,,
CREC-2015-01-22-pt1-PgH483-6,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,"Wilson, Joe",Mr. WILSON of South Carolina,Joe Wilson,
CREC-2015-01-22-pt1-PgH483-8,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,C001093,"Collins, Doug",GA,R,"Collins, Doug",Mr. COLLINS of Georgia,Doug Collins,
CREC-2015-01-22-pt1-PgH483-7,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,"Kildee, Daniel T.",Mr. KILDEE,Daniel T. Kildee,Daniel Kildee
CREC-2015-01-22-pt1-PgH484,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,B001278,"Bonamici, Suzanne",OR,D,"Bonamici, Suzanne",Ms. BONAMICI,Suzanne Bonamici,
CREC-2015-01-22-pt1-PgH484-3,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,K000381,"Kilmer, Derek",WA,D,"Kilmer, Derek",Mr. KILMER,Derek Kilmer,
CREC-2015-01-22-pt1-PgH484-2,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,H001059,"Hultgren, Randy",IL,R,"Hultgren, Randy",Mr. HULTGREN,Randy Hultgren,
CREC-2015-01-22-pt1-PgH484-4,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,"Foxx, Virginia",Ms. FOXX,Virginia Foxx,
CREC-2015-01-22-pt1-PgH484-6,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,V000131,"Veasey, Marc A.",TX,D,"Veasey, Marc A.",Mr. VEASEY,Marc A. Veasey,Marc Veasey
CREC-2015-01-22-pt1-PgH484-5,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,S001145,"Schakowsky, Janice D.",IL,D,"Schakowsky, Janice D.",Ms. SCHAKOWSKY,Janice D. Schakowsky,Janice Schakowsky
CREC-2015-01-22-pt1-PgH513,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,M001165,"McCarthy, Kevin",CA,R,"McCarthy, Kevin",Mr. McCARTHY,Kevin McCarthy,
CREC-2015-01-22-pt1-PgH511,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,H000874,"Hoyer, Steny H.",MD,D,"Hoyer, Steny H.",Mr. HOYER,Steny H. Hoyer,Steny Hoyer
CREC-2015-01-22-pt1-PgH511,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,M001165,"McCarthy, Kevin",CA,R,"McCarthy, Kevin",Mr. McCARTHY,Kevin McCarthy,
CREC-2015-01-22-pt1-PgH485,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,"Foxx, Virginia",Ms. FOXX,Virginia Foxx,
CREC-2015-01-22-pt1-PgH485,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,S000480,"Slaughter, Louise McIntosh",NY,D,"Slaughter, Louise McIntosh",Ms. SLAUGHTER,Louise McIntosh Slaughter,Louise Slaughter
CREC-2015-01-22-pt1-PgH485,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,S000480,"Slaughter, Louise McIntosh",NY,D,"Slaughter, Louise McIntosh",Ms. SLAUGHTER,Louise McIntosh Slaughter,Louise M. Slaughter
CREC-2015-01-22-pt1-PgH485,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,S000522,"Smith, Christopher H.",NJ,R,"Smith, Christopher H.",Mr. SMITH of New Jersey,Christopher H. Smith,Christopher Smith
CREC-2015-01-22-pt1-PgH485,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,E000290,"Edwards, Donna F.",MD,D,"Edwards, Donna F.",Ms. EDWARDS,Donna F. Edwards,Donna Edwards
CREC-2015-01-22-pt1-PgH485,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,F000462,"Frankel, Lois",FL,D,"Frankel, Lois",Ms. FRANKEL of Florida,Lois Frankel,
CREC-2015-01-22-pt1-PgH485,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,L000581,"Lawrence, Brenda L.",MI,D,"Lawrence, Brenda L.",Mrs. LAWRENCE,Brenda L. Lawrence,Brenda Lawrence
CREC-2015-01-22-pt1-PgH485,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,A000370,"Adams, Alma S.",NC,D,"Adams, Alma S.",Ms. ADAMS,Alma S. Adams,Alma Adams
CREC-2015-01-22-pt1-PgH485,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,C001080,"Chu, Judy",CA,D,"Chu, Judy",Ms. JUDY CHU of California,Judy Chu,
CREC-2015-01-22-pt1-PgH485,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,T000465,"Tsongas, Niki",MA,D,"Tsongas, Niki",Ms. TSONGAS,Niki Tsongas,
CREC-2015-01-22-pt1-PgH485,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,T000469,"Tonko, Paul",NY,D,"Tonko, Paul",Mr. TONKO,Paul Tonko,
CREC-2015-01-22-pt1-PgH485,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,S001145,"Schakowsky, Janice D.",IL,D,"Schakowsky, Janice D.",Ms. SCHAKOWSKY,Janice D. Schakowsky,Janice Schakowsky
CREC-2015-01-22-pt1-PgH485,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,L000579,"Lowenthal, Alan S.",CA,D,"Lowenthal, Alan S.",Mr. LOWENTHAL,Alan S. Lowenthal,Alan Lowenthal
CREC-2015-01-22-pt1-PgH485,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,N000002,"Nadler, Jerrold",NY,D,"Nadler, Jerrold",Mr. NADLER,Jerrold Nadler,
CREC-2015-01-22-pt1-PgH485,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,D000617,"DelBene, Suzan K.",WA,D,"DelBene, Suzan K.",Ms. DelBENE,Suzan K. DelBene,Suzan DelBene
CREC-2015-01-22-pt1-PgH485,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,B001291,"Babin, Brian",TX,R,"Babin, Brian",Mr. BABIN,Brian Babin,
CREC-2015-01-22-pt1-PgH485,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,B001271,"Benishek, Dan",MI,R,"Benishek, Dan",Mr. BENISHEK,Dan Benishek,
CREC-2015-01-22-pt1-PgH485,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,C001084,"Cicilline, David N.",RI,D,"Cicilline, David N.",Mr. CICILLINE,David N. Cicilline,David Cicilline
CREC-2015-01-22-pt1-PgH485,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,D000197,"DeGette, Diana",CO,D,"DeGette, Diana",Ms. DeGETTE,Diana DeGette,
CREC-2015-01-22-pt1-PgH485,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,E000291,"Ellmers, Renee L.",NC,R,"Ellmers, Renee L.",Mrs. ELLMERS,Renee L. Ellmers,Renee Ellmers
CREC-2015-01-22-pt1-PgH485,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,C001038,"Crowley, Joseph",NY,D,"Crowley, Joseph",Mr. CROWLEY,Joseph Crowley,
CREC-2015-01-22-pt1-PgH485,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,B001243,"Blackburn, Marsha",TN,R,"Blackburn, Marsha",Mrs. BLACKBURN,Marsha Blackburn,
CREC-2015-01-22-pt1-PgH485,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,L000480,"Lowey, Nita M.",NY,D,"Lowey, Nita M.",Mrs. LOWEY,Nita M. Lowey,Nita Lowey
CREC-2015-01-22-pt1-PgH485,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,M000087,"Maloney, Carolyn B.",NY,D,"Maloney, Carolyn B.",Mrs. CAROLYN B. MALONEY of New York,Carolyn B. Maloney,Carolyn Maloney
CREC-2015-01-22-pt1-PgH485,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,L000551,"Lee, Barbara",CA,D,"Lee, Barbara",Ms. LEE,Barbara Lee,
CREC-2015-01-22-pt1-PgH485,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,"Kildee, Daniel T.",Mr. KILDEE,Daniel T. Kildee,Daniel Kildee
CREC-2015-01-22-pt1-PgH485,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,"Ros-Lehtinen, Ileana",Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen,
CREC-2015-01-22-pt1-PgH485,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,P000373,"Pitts, Joseph R.",PA,R,"Pitts, Joseph R.",Mr. PITTS,Joseph R. Pitts,Joseph Pitts
CREC-2015-01-22-pt1-PgH485,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,J000290,"Jenkins, Lynn",KS,R,"Jenkins, Lynn",Ms. JENKINS,Lynn Jenkins,
CREC-2015-01-22-pt1-PgH485,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,C001036,"Capps, Lois",CA,D,"Capps, Lois",Mrs. CAPPS,Lois Capps,
CREC-2015-01-22-pt1-PgH485,CREC-2015-01-22,2015-01-22,,SPEAKING,H,114,N000179,"Napolitano, Grace F.",CA,D,"Napolitano, Grace F.",Mrs. NAPOLITANO,Grace F. Napolitano,Grace Napolitano
