granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-12-05-pt1-PgH7145-3,CREC-2016-12-05,,,,,,,,,,,,
CREC-2016-12-05-pt1-PgH7146-3,CREC-2016-12-05,,,,,,,,,,,,
CREC-2016-12-05-pt1-PgH7146-2,CREC-2016-12-05,,,,,,,,,,,,
CREC-2016-12-05-pt1-PgH7146,CREC-2016-12-05,,,,,,,,,,,,
CREC-2016-12-05-pt1-PgH-FrontMatter,CREC-2016-12-05,,,,,,,,,,,,
CREC-2016-12-05-pt1-PgH7145-4,CREC-2016-12-05,,SPEAKING,H,114,E000294,"Emmer, Tom",MN,R,"Emmer, Tom",Mr. EMMER of Minnesota,Tom Emmer,
CREC-2016-12-05-pt1-PgH7145-2,CREC-2016-12-05,,,,,,,,,,,,
CREC-2016-12-05-pt1-PgH7145,CREC-2016-12-05,,,,,,,,,,,,
CREC-2016-12-05-pt1-PgH7146-5,CREC-2016-12-05,,,,,,,,,,,,
CREC-2016-12-05-pt1-PgH7146-4,CREC-2016-12-05,,,,,,,,,,,,
CREC-2016-12-05-pt1-PgH7146-7,CREC-2016-12-05,,SPEAKING,H,114,H001053,"Hartzler, Vicky",MO,R,"Hartzler, Vicky",Mrs. HARTZLER,Vicky Hartzler,
CREC-2016-12-05-pt1-PgH7146-8,CREC-2016-12-05,,SPEAKING,H,114,P000608,"Peters, Scott H.",CA,D,"Peters, Scott H.",Mr. PETERS,Scott H. Peters,Scott Peters
CREC-2016-12-05-pt1-PgH7146-9,CREC-2016-12-05,,,,,,,,,,,,
CREC-2016-12-05-pt1-PgH7146-10,CREC-2016-12-05,,,,,,,,,,,,
CREC-2016-12-05-pt1-PgH7146-6,CREC-2016-12-05,,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,"Wilson, Joe",Mr. WILSON of South Carolina,Joe Wilson,
CREC-2016-12-05-pt1-PgH7147,CREC-2016-12-05,,,,,,,,,,,,
CREC-2016-12-05-pt1-PgH7147-2,CREC-2016-12-05,,,,,,,,,,,,
CREC-2016-12-05-pt1-PgH7147-3,CREC-2016-12-05,,,,,,,,,,,,
CREC-2016-12-05-pt1-PgH7147-4,CREC-2016-12-05,,,,,,,,,,,,
CREC-2016-12-05-pt1-PgH7159,CREC-2016-12-05,,SPEAKING,H,114,L000491,"Lucas, Frank D.",OK,R,"Lucas, Frank D.",Mr. LUCAS,Frank D. Lucas,Frank Lucas
CREC-2016-12-05-pt1-PgH7159,CREC-2016-12-05,,SPEAKING,H,114,P000258,"Peterson, Collin C.",MN,D,"Peterson, Collin C.",Mr. PETERSON,Collin C. Peterson,Collin Peterson
CREC-2016-12-05-pt1-PgH7159,CREC-2016-12-05,,SPEAKING,H,114,N000184,"Noem, Kristi L.",SD,R,"Noem, Kristi L.",Mrs. NOEM,Kristi L. Noem,Kristi Noem
