granuleId,packageId,role,chamber,congress,bioGuideId,memberName,state,party,members,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-03-15-pt1-PgH1347-5,CREC-2016-03-15,SPEAKING,H,114,B001274,"Brooks, Mo",AL,R,,"Brooks, Mo",Mr. BROOKS of Alabama,Mo Brooks,
CREC-2016-03-15-pt1-PgH1347-2,CREC-2016-03-15,,,,,,,,,,,,
CREC-2016-03-15-pt1-PgH1347-3,CREC-2016-03-15,,,,,,,,,,,,
CREC-2016-03-15-pt1-PgH1347-4,CREC-2016-03-15,SPEAKING,H,114,L000570,"Lujan, Ben Ray",NM,D,,"Lujan, Ben Ray",Mr. BEN RAY LUJAN of New Mexico,Ben Ray Lujan,Ben Lujan
CREC-2016-03-15-pt1-PgH1347-4,CREC-2016-03-15,SPEAKING,H,114,L000570,"Lujan, Ben Ray",NM,D,,"Lujan, Ben Ray",Mr. BEN RAY LUJAN of New Mexico,Ben Ray Lujan,Ben R. Lujan
CREC-2016-03-15-pt1-PgH1348-2,CREC-2016-03-15,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,,"Ros-Lehtinen, Ileana",Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen,
CREC-2016-03-15-pt1-PgH-FrontMatter-3,CREC-2016-03-15,,,,,,,,,,,,
CREC-2016-03-15-pt1-PgH1347,CREC-2016-03-15,,,,,,,,,,,,
CREC-2016-03-15-pt1-PgH1348,CREC-2016-03-15,SPEAKING,H,114,L000580,"Lujan Grisham, Michelle",NM,D,,"Lujan Grisham, Michelle",Ms. MICHELLE LUJAN GRISHAM of New Mexico,Michelle Lujan Grisham,
CREC-2016-03-15-pt1-PgH1349,CREC-2016-03-15,SPEAKING,H,114,S001175,"Speier, Jackie",CA,D,,"Speier, Jackie",Ms. SPEIER,Jackie Speier,
CREC-2016-03-15-pt1-PgH1353,CREC-2016-03-15,,,,,,,,,,,,
CREC-2016-03-15-pt1-PgH1351,CREC-2016-03-15,SPEAKING,H,114,R000599,"Ruiz, Raul",CA,D,,"Ruiz, Raul",Mr. RUIZ,Raul Ruiz,
