granuleId,packageId,role,chamber,congress,bioGuideId,memberName,state,party,members,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-02-11-pt1-PgH714,CREC-2016-02-11,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,,"Ros-Lehtinen, Ileana",Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen,
CREC-2016-02-11-pt1-PgH713,CREC-2016-02-11,,,,,,,,,,,,
CREC-2016-02-11-pt1-PgH714-2,CREC-2016-02-11,SPEAKING,H,114,S001175,"Speier, Jackie",CA,D,,"Speier, Jackie",Ms. SPEIER,Jackie Speier,
CREC-2016-02-11-pt1-PgH713-2,CREC-2016-02-11,,,,,,,,,,,,
CREC-2016-02-11-pt1-PgH-FrontMatter-4,CREC-2016-02-11,,,,,,,,,,,,
CREC-2016-02-11-pt1-PgH713-5,CREC-2016-02-11,SPEAKING,H,114,G000535,"Gutierrez, Luis V.",IL,D,,"Gutierrez, Luis V.",Mr. GUTIERREZ,Luis V. Gutierrez,Luis Gutierrez
CREC-2016-02-11-pt1-PgH713-4,CREC-2016-02-11,SPEAKING,H,114,J000296,"Jolly, David W.",FL,R,,"Jolly, David W.",Mr. JOLLY,David W. Jolly,David Jolly
CREC-2016-02-11-pt1-PgH713-3,CREC-2016-02-11,,,,,,,,,,,,
CREC-2016-02-11-pt1-PgH715,CREC-2016-02-11,SPEAKING,H,114,J000297,"Jenkins, Evan H.",WV,R,,"Jenkins, Evan H.",Mr. JENKINS of West Virginia,Evan H. Jenkins,Evan Jenkins
CREC-2016-02-11-pt1-PgH716,CREC-2016-02-11,SPEAKING,H,114,D000613,"Dold, Robert J.",IL,R,,"Dold, Robert J.",Mr. DOLD,Robert J. Dold,Robert Dold
CREC-2016-02-11-pt1-PgH715-2,CREC-2016-02-11,SPEAKING,H,114,L000579,"Lowenthal, Alan S.",CA,D,,"Lowenthal, Alan S.",Mr. LOWENTHAL,Alan S. Lowenthal,Alan Lowenthal
CREC-2016-02-11-pt1-PgH717,CREC-2016-02-11,SPEAKING,H,114,T000470,"Tipton, Scott  R.",CO,R,,"Tipton, Scott R.",Mr. TIPTON,Scott R. Tipton,Scott Tipton
CREC-2016-02-11-pt1-PgH718,CREC-2016-02-11,,,,,,,,,,,,
CREC-2016-02-11-pt1-PgH718-2,CREC-2016-02-11,,,,,,,,,,,,
CREC-2016-02-11-pt1-PgH716-2,CREC-2016-02-11,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,,"Blumenauer, Earl",Mr. BLUMENAUER,Earl Blumenauer,
CREC-2016-02-11-pt1-PgH717-2,CREC-2016-02-11,SPEAKING,H,114,C001103,"Carter, Earl L. ""Buddy""",GA,R,,"Carter, Earl L. ""Buddy""",Mr. CARTER of Georgia,"Earl L. ""Buddy"" Carter",Earl Carter
CREC-2016-02-11-pt1-PgH718-3,CREC-2016-02-11,,,,,,,,,,,,
CREC-2016-02-11-pt1-PgH718-4,CREC-2016-02-11,,,,,,,,,,,,
CREC-2016-02-11-pt1-PgH718-5,CREC-2016-02-11,,,,,,,,,,,,
CREC-2016-02-11-pt1-PgH718-8,CREC-2016-02-11,SPEAKING,H,114,H001038,"Higgins, Brian",NY,D,,"Higgins, Brian",Mr. HIGGINS,Brian Higgins,
CREC-2016-02-11-pt1-PgH719-2,CREC-2016-02-11,SPEAKING,H,114,A000370,"Adams, Alma S.",NC,D,,"Adams, Alma S.",Ms. ADAMS,Alma S. Adams,Alma Adams
CREC-2016-02-11-pt1-PgH719,CREC-2016-02-11,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,,"Foxx, Virginia",Ms. FOXX,Virginia Foxx,
CREC-2016-02-11-pt1-PgH718-6,CREC-2016-02-11,,,,,,,,,,,,
CREC-2016-02-11-pt1-PgH718-7,CREC-2016-02-11,SPEAKING,H,114,S001196,"Stefanik, Elise M.",NY,R,,"Stefanik, Elise M.",Ms. STEFANIK,Elise M. Stefanik,Elise Stefanik
CREC-2016-02-11-pt1-PgH719-3,CREC-2016-02-11,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,,"Thompson, Glenn",Mr. THOMPSON of Pennsylvania,Glenn Thompson,
CREC-2016-02-11-pt1-PgH719-5,CREC-2016-02-11,SPEAKING,H,114,E000294,"Emmer, Tom",MN,R,,"Emmer, Tom",Mr. EMMER of Minnesota,Tom Emmer,
CREC-2016-02-11-pt1-PgH719-4,CREC-2016-02-11,SPEAKING,H,114,L000559,"Langevin, James R.",RI,D,,"Langevin, James R.",Mr. LANGEVIN,James R. Langevin,James Langevin
CREC-2016-02-11-pt1-PgH720,CREC-2016-02-11,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,,"Ros-Lehtinen, Ileana",Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen,
CREC-2016-02-11-pt1-PgH719-6,CREC-2016-02-11,SPEAKING,H,114,R000576,"Ruppersberger, C. A. Dutch",MD,D,,"Ruppersberger, C. A. Dutch",Mr. RUPPERSBERGER,C. A. Dutch Ruppersberger,C. Ruppersberger
CREC-2016-02-11-pt1-PgH720-2,CREC-2016-02-11,SPEAKING,H,114,C001059,"Costa, Jim",CA,D,,"Costa, Jim",Mr. COSTA,Jim Costa,
CREC-2016-02-11-pt1-PgH720-3,CREC-2016-02-11,SPEAKING,H,114,B001289,"Byrne, Bradley",AL,R,,"Byrne, Bradley",Mr. BYRNE,Bradley Byrne,
CREC-2016-02-11-pt1-PgH720-4,CREC-2016-02-11,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
