granuleId,packageId,role,chamber,congress,bioGuideId,memberName,state,party,members,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2016-09-07-pt1-PgH5100,CREC-2016-09-07,SPEAKING,H,114,G000535,"Gutierrez, Luis V.",IL,D,,"Gutierrez, Luis V.",Luis Gutierrez,Mr. GUTIERREZ,Luis V. Gutierrez
CREC-2016-09-07-pt1-PgH5099,CREC-2016-09-07,,,,,,,,,,,,
CREC-2016-09-07-pt1-PgH5099-2,CREC-2016-09-07,,,,,,,,,,,,
CREC-2016-09-07-pt1-PgH5101,CREC-2016-09-07,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,,"Ros-Lehtinen, Ileana",,Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen
CREC-2016-09-07-pt1-PgH-FrontMatter,CREC-2016-09-07,,,,,,,,,,,,
CREC-2016-09-07-pt1-PgH5099-3,CREC-2016-09-07,,,,,,,,,,,,
CREC-2016-09-07-pt1-PgH5099-5,CREC-2016-09-07,SPEAKING,H,114,M001151,"Murphy, Tim",PA,R,,"Murphy, Tim",,Mr. MURPHY of Pennsylvania,Tim Murphy
CREC-2016-09-07-pt1-PgH5099-4,CREC-2016-09-07,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,,"Blumenauer, Earl",,Mr. BLUMENAUER,Earl Blumenauer
CREC-2016-09-07-pt1-PgH5102,CREC-2016-09-07,SPEAKING,H,114,S001150,"Schiff, Adam B.",CA,D,,"Schiff, Adam B.",Adam Schiff,Mr. SCHIFF,Adam B. Schiff
CREC-2016-09-07-pt1-PgH5101-2,CREC-2016-09-07,SPEAKING,H,114,I000057,"Israel, Steve",NY,D,,"Israel, Steve",,Mr. ISRAEL,Steve Israel
CREC-2016-09-07-pt1-PgH5102-2,CREC-2016-09-07,SPEAKING,H,114,C001062,"Conaway, K. Michael",TX,R,,"Conaway, K. Michael",K. Conaway,Mr. CONAWAY,K. Michael Conaway
CREC-2016-09-07-pt1-PgH5103-2,CREC-2016-09-07,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,,"Thompson, Glenn",,Mr. THOMPSON of Pennsylvania,Glenn Thompson
CREC-2016-09-07-pt1-PgH5103,CREC-2016-09-07,SPEAKING,H,114,L000551,"Lee, Barbara",CA,D,,"Lee, Barbara",,Ms. LEE,Barbara Lee
CREC-2016-09-07-pt1-PgH5104,CREC-2016-09-07,SPEAKING,H,114,P000610,"Plaskett, Stacey E.",VI,D,,"Plaskett, Stacey E.",Stacey Plaskett,Ms. PLASKETT,Stacey E. Plaskett
CREC-2016-09-07-pt1-PgH5101-3,CREC-2016-09-07,SPEAKING,H,114,J000296,"Jolly, David W.",FL,R,,"Jolly, David W.",David Jolly,Mr. JOLLY,David W. Jolly
CREC-2016-09-07-pt1-PgH5104-2,CREC-2016-09-07,SPEAKING,H,114,E000294,"Emmer, Tom",MN,R,,"Emmer, Tom",,Mr. EMMER of Minnesota,Tom Emmer
CREC-2016-09-07-pt1-PgH5104-3,CREC-2016-09-07,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,,"Jackson Lee, Sheila",,Ms. JACKSON LEE,Sheila Jackson Lee
CREC-2016-09-07-pt1-PgH5106,CREC-2016-09-07,SPEAKING,H,114,G000577,"Graves, Garret",LA,R,,"Graves, Garret",,Mr. GRAVES of Louisiana,Garret Graves
CREC-2016-09-07-pt1-PgH5106-2,CREC-2016-09-07,SPEAKING,H,114,P000594,"Paulsen, Erik",MN,R,,"Paulsen, Erik",,Mr. PAULSEN,Erik Paulsen
CREC-2016-09-07-pt1-PgH5105,CREC-2016-09-07,SPEAKING,H,114,C001103,"Carter, Earl L. ""Buddy""",GA,R,,"Carter, Earl L. ""Buddy""",Earl Carter,Mr. CARTER of Georgia,"Earl L. ""Buddy"" Carter"
CREC-2016-09-07-pt1-PgH5107,CREC-2016-09-07,,,,,,,,,,,,
CREC-2016-09-07-pt1-PgH5106-3,CREC-2016-09-07,,,,,,,,,,,,
CREC-2016-09-07-pt1-PgH5105-2,CREC-2016-09-07,SPEAKING,H,114,F000451,"Fitzpatrick, Michael G.",PA,R,,"Fitzpatrick, Michael G.",Michael Fitzpatrick,Mr. FITZPATRICK,Michael G. Fitzpatrick
CREC-2016-09-07-pt1-PgH5107-2,CREC-2016-09-07,,,,,,,,,,,,
CREC-2016-09-07-pt1-PgH5107-3,CREC-2016-09-07,,,,,,,,,,,,
CREC-2016-09-07-pt1-PgH5107-5,CREC-2016-09-07,SPEAKING,H,114,D000612,"Denham, Jeff",CA,R,,"Denham, Jeff",,Mr. DENHAM,Jeff Denham
CREC-2016-09-07-pt1-PgH5107-6,CREC-2016-09-07,,,,,,,,,,,,
CREC-2016-09-07-pt1-PgH5107-4,CREC-2016-09-07,,,,,,,,,,,,
CREC-2016-09-07-pt1-PgH5107-9,CREC-2016-09-07,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,,"Wilson, Joe",,Mr. WILSON of South Carolina,Joe Wilson
CREC-2016-09-07-pt1-PgH5107-7,CREC-2016-09-07,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,,"Ros-Lehtinen, Ileana",,Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen
CREC-2016-09-07-pt1-PgH5107-8,CREC-2016-09-07,SPEAKING,H,114,Q000023,"Quigley, Mike",IL,D,,"Quigley, Mike",,Mr. QUIGLEY,Mike Quigley
CREC-2016-09-07-pt1-PgH5107-10,CREC-2016-09-07,SPEAKING,H,114,C001066,"Castor, Kathy",FL,D,,"Castor, Kathy",,Ms. CASTOR of Florida,Kathy Castor
CREC-2016-09-07-pt1-PgH5108,CREC-2016-09-07,SPEAKING,H,114,W000809,"Womack, Steve",AR,R,,"Womack, Steve",,Mr. WOMACK,Steve Womack
CREC-2016-09-07-pt1-PgH5108-2,CREC-2016-09-07,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,,"Kildee, Daniel T.",Daniel Kildee,Mr. KILDEE,Daniel T. Kildee
CREC-2016-09-07-pt1-PgH5108-3,CREC-2016-09-07,SPEAKING,H,114,S000364,"Shimkus, John",IL,R,,"Shimkus, John",John M. Shimkus,Mr. SHIMKUS,John Shimkus
CREC-2016-09-07-pt1-PgH5108-5,CREC-2016-09-07,SPEAKING,H,114,M001151,"Murphy, Tim",PA,R,,"Murphy, Tim",,Mr. MURPHY of Pennsylvania,Tim Murphy
CREC-2016-09-07-pt1-PgH5109,CREC-2016-09-07,SPEAKING,H,114,W000821,"Westerman, Bruce",AR,R,,"Westerman, Bruce",,Mr. WESTERMAN,Bruce Westerman
CREC-2016-09-07-pt1-PgH5108-4,CREC-2016-09-07,SPEAKING,H,114,B001286,"Bustos, Cheri",IL,D,,"Bustos, Cheri",,Mrs. BUSTOS,Cheri Bustos
CREC-2016-09-07-pt1-PgH5109-2,CREC-2016-09-07,SPEAKING,H,114,G000410,"Green, Gene",TX,D,,"Green, Gene",,Mr. GENE GREEN of Texas,Gene Green
CREC-2016-09-07-pt1-PgH5108-6,CREC-2016-09-07,SPEAKING,H,114,H001038,"Higgins, Brian",NY,D,,"Higgins, Brian",,Mr. HIGGINS,Brian Higgins
CREC-2016-09-07-pt1-PgH5109-3,CREC-2016-09-07,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,,"LaMalfa, Doug",,Mr. LaMALFA,Doug LaMalfa
CREC-2016-09-07-pt1-PgH5109-4,CREC-2016-09-07,SPEAKING,H,114,D000598,"Davis, Susan A.",CA,D,,"Davis, Susan A.",Susan Davis,Mrs. DAVIS of California,Susan A. Davis
CREC-2016-09-07-pt1-PgH5109-5,CREC-2016-09-07,SPEAKING,H,114,B001275,"Bucshon, Larry",IN,R,,"Bucshon, Larry",,Mr. BUCSHON,Larry Bucshon
CREC-2016-09-07-pt1-PgH5109-6,CREC-2016-09-07,SPEAKING,H,114,M001143,"McCollum, Betty",MN,D,,"McCollum, Betty",,Ms. McCOLLUM,Betty McCollum
CREC-2016-09-07-pt1-PgH5110-2,CREC-2016-09-07,SPEAKING,H,114,S001150,"Schiff, Adam B.",CA,D,,"Schiff, Adam B.",Adam Schiff,Mr. SCHIFF,Adam B. Schiff
CREC-2016-09-07-pt1-PgH5110,CREC-2016-09-07,SPEAKING,H,114,J000296,"Jolly, David W.",FL,R,,"Jolly, David W.",David Jolly,Mr. JOLLY,David W. Jolly
CREC-2016-09-07-pt1-PgH5110-4,CREC-2016-09-07,SPEAKING,H,114,H001047,"Himes, James A.",CT,D,,"Himes, James A.",James Himes,Mr. HIMES,James A. Himes
CREC-2016-09-07-pt1-PgH5110-3,CREC-2016-09-07,SPEAKING,H,114,L000585,"LaHood, Darin",IL,R,,"LaHood, Darin",,Mr. LaHOOD,Darin LaHood
CREC-2016-09-07-pt1-PgH5110-5,CREC-2016-09-07,SPEAKING,H,114,P000592,"Poe, Ted",TX,R,,"Poe, Ted",,Mr. POE of Texas,Ted Poe
CREC-2016-09-07-pt1-PgH5110-6,CREC-2016-09-07,SPEAKING,H,114,H001034,"Honda, Michael M.",CA,D,,"Honda, Michael M.",Michael Honda,Mr. HONDA,Michael M. Honda
CREC-2016-09-07-pt1-PgH5111,CREC-2016-09-07,SPEAKING,H,114,W000813,"Walorski, Jackie",IN,R,,"Walorski, Jackie",,Mrs. WALORSKI,Jackie Walorski
CREC-2016-09-07-pt1-PgH5111-2,CREC-2016-09-07,SPEAKING,H,114,C001080,"Chu, Judy",CA,D,,"Chu, Judy",,Ms. JUDY CHU of California,Judy Chu
CREC-2016-09-07-pt1-PgH5111-4,CREC-2016-09-07,SPEAKING,H,114,C001097,"Cardenas, Tony",CA,D,,"Cardenas, Tony",,Mr. CARDENAS,Tony Cardenas
CREC-2016-09-07-pt1-PgH5111-5,CREC-2016-09-07,SPEAKING,H,114,Y000063,"Yoder, Kevin",KS,R,,"Yoder, Kevin",,Mr. YODER,Kevin Yoder
