granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-09-15-pt1-PgH5977-2,CREC-2015-09-15,,,,,,,,,,,,
CREC-2015-09-15-pt1-PgH5977-3,CREC-2015-09-15,,,,,,,,,,,,
CREC-2015-09-15-pt1-PgH-FrontMatter-2,CREC-2015-09-15,,,,,,,,,,,,
CREC-2015-09-15-pt1-PgH5977,CREC-2015-09-15,,,,,,,,,,,,
CREC-2015-09-15-pt1-PgH5977-7,CREC-2015-09-15,,,,,,,,,,,,
CREC-2015-09-15-pt1-PgH5977-6,CREC-2015-09-15,,,,,,,,,,,,
CREC-2015-09-15-pt1-PgH5977-5,CREC-2015-09-15,,,,,,,,,,,,
CREC-2015-09-15-pt1-PgH5977-4,CREC-2015-09-15,,,,,,,,,,,,
CREC-2015-09-15-pt1-PgH5980,CREC-2015-09-15,,,,,,,,,,,,
CREC-2015-09-15-pt1-PgH5980-2,CREC-2015-09-15,,,,,,,,,,,,
CREC-2015-09-15-pt1-PgH5980-3,CREC-2015-09-15,,,,,,,,,,,,
CREC-2015-09-15-pt1-PgH5980-6,CREC-2015-09-15,,,,,,,,,,,,
CREC-2015-09-15-pt1-PgH5980-4,CREC-2015-09-15,,,,,,,,,,,,
CREC-2015-09-15-pt1-PgH5980-5,CREC-2015-09-15,,,,,,,,,,,,
CREC-2015-09-15-pt1-PgH5980-7,CREC-2015-09-15,,,,,,,,,,,,
CREC-2015-09-15-pt1-PgH5980-8,CREC-2015-09-15,,,,,,,,,,,,
CREC-2015-09-15-pt1-PgH5980-9,CREC-2015-09-15,,,,,,,,,,,,
CREC-2015-09-15-pt1-PgH5980-10,CREC-2015-09-15,,,,,,,,,,,,
CREC-2015-09-15-pt1-PgH5981,CREC-2015-09-15,,,,,,,,,,,,
CREC-2015-09-15-pt1-PgH5981-2,CREC-2015-09-15,,,,,,,,,,,,
CREC-2015-09-15-pt1-PgS6615,CREC-2015-09-15,,,,,,,,,,,,
CREC-2015-09-15-pt1-PgS6615-2,CREC-2015-09-15,,,,,,,,,,,,
CREC-2015-09-15-pt1-PgS-FrontMatter-2,CREC-2015-09-15,,,,,,,,,,,,
CREC-2015-09-15-pt1-PgS6615-3,CREC-2015-09-15,,,,,,,,,,,,
CREC-2015-09-15-pt1-PgS6615-4,CREC-2015-09-15,,,,,,,,,,,,
CREC-2015-09-15-pt1-PgS6615-5,CREC-2015-09-15,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-09-15-pt1-PgS6615-6,CREC-2015-09-15,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-09-15-pt1-PgS6616,CREC-2015-09-15,,,,,,,,,,,,
CREC-2015-09-15-pt1-PgS6616-2,CREC-2015-09-15,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2015-09-15-pt1-PgS6616-4,CREC-2015-09-15,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2015-09-15-pt1-PgS6616-3,CREC-2015-09-15,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2015-09-15-pt1-PgS6617,CREC-2015-09-15,,,,,,,,,,,,
CREC-2015-09-15-pt1-PgS6646,CREC-2015-09-15,,SPEAKING,S,114,C000880,"Crapo, Mike",ID,R,"Crapo, Mike",Mr. CRAPO,Mike Crapo,
CREC-2015-09-15-pt1-PgS6644,CREC-2015-09-15,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2015-09-15-pt1-PgS6644-2,CREC-2015-09-15,,SPEAKING,S,114,L000174,"Leahy, Patrick J.",VT,D,"Leahy, Patrick J.",Mr. LEAHY,Patrick J. Leahy,Patrick Leahy
CREC-2015-09-15-pt1-PgS6617-2,CREC-2015-09-15,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2015-09-15-pt1-PgS6617-2,CREC-2015-09-15,,SPEAKING,S,114,C001071,"Corker, Bob",TN,R,"Corker, Bob",Mr. CORKER,Bob Corker,
CREC-2015-09-15-pt1-PgS6617-2,CREC-2015-09-15,,SPEAKING,S,114,H001061,"Hoeven, John",ND,R,"Hoeven, John",Mr. HOEVEN,John Hoeven,
CREC-2015-09-15-pt1-PgS6617-2,CREC-2015-09-15,,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,"Cornyn, John",Mr. CORNYN,John Cornyn,
CREC-2015-09-15-pt1-PgS6617-2,CREC-2015-09-15,,SPEAKING,S,114,S001184,"Scott, Tim",SC,R,"Scott, Tim",Mr. SCOTT,Tim Scott,
