granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-09-08-pt1-PgH5789-2,CREC-2015-09-08,,,,,,,,,,,,
CREC-2015-09-08-pt1-PgH5789-6,CREC-2015-09-08,,,,,,,,,,,,
CREC-2015-09-08-pt1-PgH5789-3,CREC-2015-09-08,,,,,,,,,,,,
CREC-2015-09-08-pt1-PgH-FrontMatter,CREC-2015-09-08,,,,,,,,,,,,
CREC-2015-09-08-pt1-PgH5789,CREC-2015-09-08,,,,,,,,,,,,
CREC-2015-09-08-pt1-PgH5789-5,CREC-2015-09-08,,,,,,,,,,,,
CREC-2015-09-08-pt1-PgH5789-7,CREC-2015-09-08,,,,,,,,,,,,
CREC-2015-09-08-pt1-PgH5789-4,CREC-2015-09-08,,,,,,,,,,,,
CREC-2015-09-08-pt1-PgH5789-8,CREC-2015-09-08,,,,,,,,,,,,
CREC-2015-09-08-pt1-PgH5790,CREC-2015-09-08,,,,,,,,,,,,
CREC-2015-09-08-pt1-PgH5790-4,CREC-2015-09-08,,SPEAKING,H,114,G000574,"Gallego, Ruben",AZ,D,"Gallego, Ruben",Mr. GALLEGO,Ruben Gallego,
CREC-2015-09-08-pt1-PgH5790-3,CREC-2015-09-08,,SPEAKING,H,114,P000592,"Poe, Ted",TX,R,"Poe, Ted",Mr. POE of Texas,Ted Poe,
CREC-2015-09-08-pt1-PgH5790-5,CREC-2015-09-08,,SPEAKING,H,114,B001248,"Burgess, Michael C.",TX,R,"Burgess, Michael C.",Mr. BURGESS,Michael C. Burgess,Michael Burgess
CREC-2015-09-08-pt1-PgH5790-2,CREC-2015-09-08,,,,,,,,,,,,
CREC-2015-09-08-pt1-PgH5790-6,CREC-2015-09-08,,SPEAKING,H,114,C001092,"Collins, Chris",NY,R,"Collins, Chris",Mr. COLLINS of New York,Chris Collins,
