granuleId,packageId,role,chamber,congress,bioGuideId,memberName,state,party,members,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-04-19-pt1-PgH1805-4,CREC-2016-04-19,SPEAKING,H,114,Q000023,"Quigley, Mike",IL,D,,"Quigley, Mike",Mr. QUIGLEY,Mike Quigley,
CREC-2016-04-19-pt1-PgH1806-2,CREC-2016-04-19,SPEAKING,H,114,E000293,"Esty, Elizabeth H.",CT,D,,"Esty, Elizabeth H.",Ms. ESTY,Elizabeth H. Esty,Elizabeth Esty
CREC-2016-04-19-pt1-PgH-FrontMatter-4,CREC-2016-04-19,,,,,,,,,,,,
CREC-2016-04-19-pt1-PgH1806,CREC-2016-04-19,SPEAKING,H,114,Y000065,"Yoho, Ted S.",FL,R,,"Yoho, Ted S.",Mr. YOHO,Ted S. Yoho,Ted Yoho
CREC-2016-04-19-pt1-PgH1805-2,CREC-2016-04-19,,,,,,,,,,,,
CREC-2016-04-19-pt1-PgH1805-3,CREC-2016-04-19,,,,,,,,,,,,
CREC-2016-04-19-pt1-PgH1807,CREC-2016-04-19,SPEAKING,H,114,J000255,"Jones, Walter B., Jr.",NC,R,,"Jones, Walter B., Jr.",Mr. JONES,Walter B. Jones,Walter Jones
CREC-2016-04-19-pt1-PgH1805,CREC-2016-04-19,,,,,,,,,,,,
CREC-2016-04-19-pt1-PgH1809,CREC-2016-04-19,SPEAKING,H,114,K000188,"Kind, Ron",WI,D,,"Kind, Ron",Mr. KIND,Ron Kind,
CREC-2016-04-19-pt1-PgH1810,CREC-2016-04-19,SPEAKING,H,114,S001175,"Speier, Jackie",CA,D,,"Speier, Jackie",Ms. SPEIER,Jackie Speier,
CREC-2016-04-19-pt1-PgH1809-2,CREC-2016-04-19,SPEAKING,H,114,P000605,"Perry, Scott",PA,R,,"Perry, Scott",Mr. PERRY,Scott Perry,
CREC-2016-04-19-pt1-PgH1811-3,CREC-2016-04-19,,,,,,,,,,,,
CREC-2016-04-19-pt1-PgH1811-2,CREC-2016-04-19,,,,,,,,,,,,
CREC-2016-04-19-pt1-PgH1810-2,CREC-2016-04-19,SPEAKING,H,114,C001107,"Curbelo, Carlos",FL,R,,"Curbelo, Carlos",Mr. CURBELO of Florida,Carlos Curbelo,
CREC-2016-04-19-pt1-PgH1811,CREC-2016-04-19,SPEAKING,H,114,L000559,"Langevin, James R.",RI,D,,"Langevin, James R.",Mr. LANGEVIN,James R. Langevin,James Langevin
CREC-2016-04-19-pt1-PgH1811-4,CREC-2016-04-19,,,,,,,,,,,,
CREC-2016-04-19-pt1-PgH1812,CREC-2016-04-19,,,,,,,,,,,,
CREC-2016-04-19-pt1-PgH1812-2,CREC-2016-04-19,,,,,,,,,,,,
CREC-2016-04-19-pt1-PgH1812-3,CREC-2016-04-19,,,,,,,,,,,,
CREC-2016-04-19-pt1-PgH1812-4,CREC-2016-04-19,,,,,,,,,,,,
CREC-2016-04-19-pt1-PgH1812-5,CREC-2016-04-19,SPEAKING,H,114,W000812,"Wagner, Ann",MO,R,,"Wagner, Ann",Mrs. WAGNER,Ann Wagner,
CREC-2016-04-19-pt1-PgH1812-6,CREC-2016-04-19,SPEAKING,H,114,L000579,"Lowenthal, Alan S.",CA,D,,"Lowenthal, Alan S.",Mr. LOWENTHAL,Alan S. Lowenthal,Alan Lowenthal
CREC-2016-04-19-pt1-PgH1812-8,CREC-2016-04-19,SPEAKING,H,114,H001038,"Higgins, Brian",NY,D,,"Higgins, Brian",Mr. HIGGINS,Brian Higgins,
CREC-2016-04-19-pt1-PgH1812-7,CREC-2016-04-19,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,,"Wilson, Joe",Mr. WILSON of South Carolina,Joe Wilson,
