granuleId,packageId,collectionCode,collectionName,references,contents__number,contents__congress,contents__type
CREC-2016-06-03-pt1-PgH3459-4,CREC-2016-06-03,BILLS,Congressional Bills,,744,114,HRES
CREC-2016-06-03-pt1-PgH3459-4,CREC-2016-06-03,BILLS,Congressional Bills,,744,114,HRES
CREC-2016-06-03-pt1-PgH3459-2,CREC-2016-06-03,,,,,,
CREC-2016-06-03-pt1-PgH3459-6,CREC-2016-06-03,BILLS,Congressional Bills,,88,114,HJRES
CREC-2016-06-03-pt1-PgH3459-6,CREC-2016-06-03,BILLS,Congressional Bills,,88,114,HJRES
CREC-2016-06-03-pt1-PgH-FrontMatter,CREC-2016-06-03,,,,,,
CREC-2016-06-03-pt1-PgH3459-3,CREC-2016-06-03,,,,,,
CREC-2016-06-03-pt1-PgH3459,CREC-2016-06-03,,,,,,
CREC-2016-06-03-pt1-PgH3459-5,CREC-2016-06-03,,,,,,
CREC-2016-06-03-pt1-PgH3459-7,CREC-2016-06-03,BILLS,Congressional Bills,,136,114,HR
CREC-2016-06-03-pt1-PgH3459-7,CREC-2016-06-03,BILLS,Congressional Bills,,136,114,HR
CREC-2016-06-03-pt1-PgH3459-7,CREC-2016-06-03,BILLS,Congressional Bills,,433,114,HR
CREC-2016-06-03-pt1-PgH3459-7,CREC-2016-06-03,BILLS,Congressional Bills,,1132,114,HR
CREC-2016-06-03-pt1-PgH3459-7,CREC-2016-06-03,BILLS,Congressional Bills,,2458,114,HR
CREC-2016-06-03-pt1-PgH3459-7,CREC-2016-06-03,BILLS,Congressional Bills,,2928,114,HR
CREC-2016-06-03-pt1-PgH3459-7,CREC-2016-06-03,BILLS,Congressional Bills,,3082,114,HR
CREC-2016-06-03-pt1-PgH3459-7,CREC-2016-06-03,BILLS,Congressional Bills,,3274,114,HR
CREC-2016-06-03-pt1-PgH3459-7,CREC-2016-06-03,BILLS,Congressional Bills,,3601,114,HR
CREC-2016-06-03-pt1-PgH3459-7,CREC-2016-06-03,BILLS,Congressional Bills,,3735,114,HR
CREC-2016-06-03-pt1-PgH3459-7,CREC-2016-06-03,BILLS,Congressional Bills,,3866,114,HR
CREC-2016-06-03-pt1-PgH3459-7,CREC-2016-06-03,BILLS,Congressional Bills,,4046,114,HR
CREC-2016-06-03-pt1-PgH3459-7,CREC-2016-06-03,BILLS,Congressional Bills,,4605,114,HR
CREC-2016-06-03-pt1-PgH3460,CREC-2016-06-03,,,,,,
CREC-2016-06-03-pt1-PgH3460-2,CREC-2016-06-03,BILLS,Congressional Bills,,88,114,HJRES
CREC-2016-06-03-pt1-PgH3460-2,CREC-2016-06-03,BILLS,Congressional Bills,,136,114,HR
CREC-2016-06-03-pt1-PgH3460-2,CREC-2016-06-03,BILLS,Congressional Bills,,433,114,HR
CREC-2016-06-03-pt1-PgH3460-2,CREC-2016-06-03,BILLS,Congressional Bills,,1132,114,HR
CREC-2016-06-03-pt1-PgH3460-2,CREC-2016-06-03,BILLS,Congressional Bills,,2458,114,HR
CREC-2016-06-03-pt1-PgH3460-2,CREC-2016-06-03,BILLS,Congressional Bills,,2928,114,HR
CREC-2016-06-03-pt1-PgH3460-2,CREC-2016-06-03,BILLS,Congressional Bills,,3082,114,HR
CREC-2016-06-03-pt1-PgH3460-2,CREC-2016-06-03,BILLS,Congressional Bills,,3274,114,HR
CREC-2016-06-03-pt1-PgH3460-2,CREC-2016-06-03,BILLS,Congressional Bills,,3601,114,HR
CREC-2016-06-03-pt1-PgH3460-2,CREC-2016-06-03,BILLS,Congressional Bills,,3735,114,HR
CREC-2016-06-03-pt1-PgH3460-2,CREC-2016-06-03,BILLS,Congressional Bills,,3866,114,HR
CREC-2016-06-03-pt1-PgH3460-2,CREC-2016-06-03,BILLS,Congressional Bills,,4046,114,HR
CREC-2016-06-03-pt1-PgH3460-2,CREC-2016-06-03,BILLS,Congressional Bills,,4605,114,HR
CREC-2016-06-03-pt1-PgH3460-3,CREC-2016-06-03,BILLS,Congressional Bills,,744,114,HRES
CREC-2016-06-03-pt1-PgH3460-3,CREC-2016-06-03,BILLS,Congressional Bills,,744,114,HRES
CREC-2016-06-03-pt1-PgH3461,CREC-2016-06-03,BILLS,Congressional Bills,,3380,114,HR
CREC-2016-06-03-pt1-PgH3461,CREC-2016-06-03,BILLS,Congressional Bills,,5278,114,HR
CREC-2016-06-03-pt1-PgH3462-2,CREC-2016-06-03,,,,,,
CREC-2016-06-03-pt1-PgH3462,CREC-2016-06-03,BILLS,Congressional Bills,,66,114,HCONRES
