granuleId,packageId,date,references,collectionCode,collectionName,contents__number,contents__congress,contents__type
CREC-2016-08-05-pt1-PgS5209-3,CREC-2016-08-05,2016-08-05,,,,,,
CREC-2016-08-05-pt1-PgS5209-2,CREC-2016-08-05,2016-08-05,,,,,,
CREC-2016-08-05-pt1-PgS5209-4,CREC-2016-08-05,2016-08-05,,,,,,
CREC-2016-08-05-pt1-PgS5209-5,CREC-2016-08-05,2016-08-05,,,,,,
CREC-2016-08-05-pt1-PgS-FrontMatter,CREC-2016-08-05,2016-08-05,,,,,,
CREC-2016-08-05-pt1-PgD851-3,CREC-2016-08-05,2016-08-05,,BILLS,Congressional Bills,50,114,SCONRES
CREC-2016-08-05-pt1-PgD851-2,CREC-2016-08-05,2016-08-05,,,,,,
CREC-2016-08-05-pt1-PgD851-5,CREC-2016-08-05,2016-08-05,,,,,,
CREC-2016-08-05-pt1-PgD851-6,CREC-2016-08-05,2016-08-05,,BILLS,Congressional Bills,50,114,SCONRES
CREC-2016-08-05-pt1-PgD851,CREC-2016-08-05,2016-08-05,,,,,,
CREC-2016-08-05-pt1-PgD851-4,CREC-2016-08-05,2016-08-05,,,,,,
