granuleId,packageId,collectionCode,collectionName,references,contents__number,contents__congress,contents__type
CREC-2015-05-29-pt1-PgH3579-4,CREC-2015-05-29,BILLS,Congressional Bills,,273,114,HRES
CREC-2015-05-29-pt1-PgH3579-4,CREC-2015-05-29,BILLS,Congressional Bills,,273,114,HRES
CREC-2015-05-29-pt1-PgH3579-2,CREC-2015-05-29,,,,,,
CREC-2015-05-29-pt1-PgH3579-6,CREC-2015-05-29,BILLS,Congressional Bills,,273,114,HRES
CREC-2015-05-29-pt1-PgH3579-6,CREC-2015-05-29,BILLS,Congressional Bills,,273,114,HRES
CREC-2015-05-29-pt1-PgH3579-5,CREC-2015-05-29,,,,,,
CREC-2015-05-29-pt1-PgH3581,CREC-2015-05-29,BILLS,Congressional Bills,,273,114,HRES
CREC-2015-05-29-pt1-PgH3581,CREC-2015-05-29,BILLS,Congressional Bills,,2051,114,HR
CREC-2015-05-29-pt1-PgH3581,CREC-2015-05-29,BILLS,Congressional Bills,,2088,114,HR
CREC-2015-05-29-pt1-PgH3581,CREC-2015-05-29,BILLS,Congressional Bills,,2289,114,HR
CREC-2015-05-29-pt1-PgH3581,CREC-2015-05-29,BILLS,Congressional Bills,,2393,114,HR
CREC-2015-05-29-pt1-PgH3581,CREC-2015-05-29,BILLS,Congressional Bills,,2577,114,HR
CREC-2015-05-29-pt1-PgH3581,CREC-2015-05-29,BILLS,Congressional Bills,,2578,114,HR
CREC-2015-05-29-pt1-PgH3579,CREC-2015-05-29,,,,,,
CREC-2015-05-29-pt1-PgH3579-3,CREC-2015-05-29,,,,,,
CREC-2015-05-29-pt1-PgH3579-7,CREC-2015-05-29,,,,,,
CREC-2015-05-29-pt1-PgH3581-4,CREC-2015-05-29,BILLS,Congressional Bills,,2577,114,HR
CREC-2015-05-29-pt1-PgH3582-2,CREC-2015-05-29,BILLS,Congressional Bills,,2579,114,HR
CREC-2015-05-29-pt1-PgH3581-3,CREC-2015-05-29,,,,,,
CREC-2015-05-29-pt1-PgH3582,CREC-2015-05-29,BILLS,Congressional Bills,,2578,114,HR
CREC-2015-05-29-pt1-PgH3581-2,CREC-2015-05-29,BILLS,Congressional Bills,,2579,114,HR
CREC-2015-05-29-pt1-PgH3581-2,CREC-2015-05-29,BILLS,Congressional Bills,,2580,114,HR
CREC-2015-05-29-pt1-PgH3581-2,CREC-2015-05-29,BILLS,Congressional Bills,,2581,114,HR
CREC-2015-05-29-pt1-PgH3581-2,CREC-2015-05-29,BILLS,Congressional Bills,,2582,114,HR
CREC-2015-05-29-pt1-PgH3581-2,CREC-2015-05-29,BILLS,Congressional Bills,,2583,114,HR
CREC-2015-05-29-pt1-PgH3582-4,CREC-2015-05-29,BILLS,Congressional Bills,,2581,114,HR
CREC-2015-05-29-pt1-PgH3582-3,CREC-2015-05-29,BILLS,Congressional Bills,,2580,114,HR
CREC-2015-05-29-pt1-PgH3582-5,CREC-2015-05-29,BILLS,Congressional Bills,,2582,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,49,114,HCONRES
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,177,114,HRES
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,210,114,HRES
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,220,114,HRES
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,270,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,600,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,662,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,721,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,784,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,803,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,932,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,978,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,985,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,1019,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,1117,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,1188,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,1197,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,1221,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,1323,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,1356,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,1413,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,1466,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,1478,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,1556,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,1594,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,1603,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,1610,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,1650,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,1882,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,1986,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,2036,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,2046,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,2061,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,2079,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,2100,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,2216,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,2246,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,2272,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,2290,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,2309,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,2315,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,2334,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,2393,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,2400,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,2410,114,HR
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,BILLS,Congressional Bills,,2461,114,HR
CREC-2015-05-29-pt1-PgH3582-6,CREC-2015-05-29,BILLS,Congressional Bills,,2583,114,HR
CREC-2015-05-29-pt1-PgD609,CREC-2015-05-29,,,,,,
CREC-2015-05-29-pt1-PgE795-2,CREC-2015-05-29,,,,,,
CREC-2015-05-29-pt1-PgE795-3,CREC-2015-05-29,,,,,,
CREC-2015-05-29-pt1-PgD609-3,CREC-2015-05-29,BILLS,Congressional Bills,,2051,114,HR
CREC-2015-05-29-pt1-PgD609-3,CREC-2015-05-29,BILLS,Congressional Bills,,2088,114,HR
CREC-2015-05-29-pt1-PgD609-3,CREC-2015-05-29,BILLS,Congressional Bills,,2289,114,HR
CREC-2015-05-29-pt1-PgD609-3,CREC-2015-05-29,BILLS,Congressional Bills,,2393,114,HR
CREC-2015-05-29-pt1-PgD609-3,CREC-2015-05-29,BILLS,Congressional Bills,,2577,114,HR
CREC-2015-05-29-pt1-PgD609-3,CREC-2015-05-29,BILLS,Congressional Bills,,2578,114,HR
CREC-2015-05-29-pt1-PgD609-3,CREC-2015-05-29,BILLS,Congressional Bills,,2579,114,HR
CREC-2015-05-29-pt1-PgD609-3,CREC-2015-05-29,BILLS,Congressional Bills,,2583,114,HR
CREC-2015-05-29-pt1-PgD609-2,CREC-2015-05-29,,,,,,
CREC-2015-05-29-pt1-PgD609-4,CREC-2015-05-29,,,,,,
CREC-2015-05-29-pt1-PgD609-5,CREC-2015-05-29,,,,,,
