granuleId,packageId,committees,authorityId,chamber,committeeName,type
CREC-2015-05-29-pt1-PgH3579-4,CREC-2015-05-29,,,,,
CREC-2015-05-29-pt1-PgH3579-2,CREC-2015-05-29,,,,,
CREC-2015-05-29-pt1-PgH3579-6,CREC-2015-05-29,,,,,
CREC-2015-05-29-pt1-PgH3579-5,CREC-2015-05-29,,,,,
CREC-2015-05-29-pt1-PgH3581,CREC-2015-05-29,,hsap00,H,Committee on Appropriations,S
CREC-2015-05-29-pt1-PgH3581,CREC-2015-05-29,,hsag00,H,Committee on Agriculture,S
CREC-2015-05-29-pt1-PgH3579,CREC-2015-05-29,,,,,
CREC-2015-05-29-pt1-PgH3579-3,CREC-2015-05-29,,,,,
CREC-2015-05-29-pt1-PgH3579-7,CREC-2015-05-29,,hsas00,H,Committee on Armed Services,S
CREC-2015-05-29-pt1-PgH3579-7,CREC-2015-05-29,,hsba00,H,Committee on Financial Services,S
CREC-2015-05-29-pt1-PgH3579-7,CREC-2015-05-29,,hsed00,H,Committee on Education and the Workforce,S
CREC-2015-05-29-pt1-PgH3579-7,CREC-2015-05-29,,hsif00,H,Committee on Energy and Commerce,S
CREC-2015-05-29-pt1-PgH3579-7,CREC-2015-05-29,,hsfa00,H,Committee on Foreign Affairs,S
CREC-2015-05-29-pt1-PgH3579-7,CREC-2015-05-29,,hsgo00,H,Committee on Government Operations,S
CREC-2015-05-29-pt1-PgH3579-7,CREC-2015-05-29,,hsgo00,H,Committee on Oversight and Government Reform,S
CREC-2015-05-29-pt1-PgH3579-7,CREC-2015-05-29,,hsha00,H,Committee on House Administration,S
CREC-2015-05-29-pt1-PgH3579-7,CREC-2015-05-29,,hsii00,H,Committee on Natural Resources,S
CREC-2015-05-29-pt1-PgH3579-7,CREC-2015-05-29,,hsju00,H,Committee on the Judiciary,S
CREC-2015-05-29-pt1-PgH3579-7,CREC-2015-05-29,,hspw00,H,Committee on Transportation and Infrastructure,S
CREC-2015-05-29-pt1-PgH3581-4,CREC-2015-05-29,,,,,
CREC-2015-05-29-pt1-PgH3582-2,CREC-2015-05-29,,,,,
CREC-2015-05-29-pt1-PgH3581-3,CREC-2015-05-29,,,,,
CREC-2015-05-29-pt1-PgH3582,CREC-2015-05-29,,,,,
CREC-2015-05-29-pt1-PgH3581-2,CREC-2015-05-29,,hswm00,H,Committee on Ways and Means,S
CREC-2015-05-29-pt1-PgH3581-2,CREC-2015-05-29,,hsif00,H,Committee on Energy and Commerce,S
CREC-2015-05-29-pt1-PgH3582-4,CREC-2015-05-29,,,,,
CREC-2015-05-29-pt1-PgH3582-3,CREC-2015-05-29,,,,,
CREC-2015-05-29-pt1-PgH3582-5,CREC-2015-05-29,,,,,
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,,,,,
CREC-2015-05-29-pt1-PgH3582-6,CREC-2015-05-29,,,,,
CREC-2015-05-29-pt1-PgD609,CREC-2015-05-29,,,,,
CREC-2015-05-29-pt1-PgE795-2,CREC-2015-05-29,,,,,
CREC-2015-05-29-pt1-PgE795-3,CREC-2015-05-29,,,,,
CREC-2015-05-29-pt1-PgD609-3,CREC-2015-05-29,,,,,
CREC-2015-05-29-pt1-PgD609-2,CREC-2015-05-29,,,,,
CREC-2015-05-29-pt1-PgD609-4,CREC-2015-05-29,,,,,
CREC-2015-05-29-pt1-PgD609-5,CREC-2015-05-29,,,,,
CREC-2015-05-29-pt1-PgD609-6,CREC-2015-05-29,,jspr00,J,Joint Committee on Printing,J
