granuleId,packageId,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2015-05-29-pt1-PgH3579-4,CREC-2015-05-29,,,,,,,,,,,,,,
CREC-2015-05-29-pt1-PgH3579-2,CREC-2015-05-29,,,,,,,,,,,,,,
CREC-2015-05-29-pt1-PgH3579-6,CREC-2015-05-29,,,,,,,,,,,,,,
CREC-2015-05-29-pt1-PgH3579-5,CREC-2015-05-29,,,,,,,,,,,,,,
CREC-2015-05-29-pt1-PgH3581,CREC-2015-05-29,,,,,,,,,,,,,,
CREC-2015-05-29-pt1-PgH3579,CREC-2015-05-29,,,,,,,,,,,,,,
CREC-2015-05-29-pt1-PgH3579-3,CREC-2015-05-29,,,,,,,,,,,,,,
CREC-2015-05-29-pt1-PgH3579-7,CREC-2015-05-29,,,,,,,,,,,,,,
CREC-2015-05-29-pt1-PgH3581-4,CREC-2015-05-29,,,,,,,,,,,,,,
CREC-2015-05-29-pt1-PgH3582-2,CREC-2015-05-29,,,,,,,,,,,,,,
CREC-2015-05-29-pt1-PgH3581-3,CREC-2015-05-29,,,,,,,,,,,,,,
CREC-2015-05-29-pt1-PgH3582,CREC-2015-05-29,,,,,,,,,,,,,,
CREC-2015-05-29-pt1-PgH3581-2,CREC-2015-05-29,,,,,,,,,,,,,,
CREC-2015-05-29-pt1-PgH3582-4,CREC-2015-05-29,,,,,,,,,,,,,,
CREC-2015-05-29-pt1-PgH3582-3,CREC-2015-05-29,,,,,,,,,,,,,,
CREC-2015-05-29-pt1-PgH3582-5,CREC-2015-05-29,,,,,,,,,,,,,,
CREC-2015-05-29-pt1-PgH3582-7,CREC-2015-05-29,,,,,,,,,,,,,,
CREC-2015-05-29-pt1-PgH3582-6,CREC-2015-05-29,,,,,,,,,,,,,,
CREC-2015-05-29-pt1-PgD609,CREC-2015-05-29,,,,,,,,,,,,,,
CREC-2015-05-29-pt1-PgE795-2,CREC-2015-05-29,,8081,2043,SPEAKING,H,114,G000564,"Gibson, Christopher P.",NY,R,"Gibson, Christopher P.",Mr. Christopher Gibson,Mr. GIBSON,Christopher P. Gibson
CREC-2015-05-29-pt1-PgE795-3,CREC-2015-05-29,,7925,1967,SPEAKING,H,114,Q000023,"Quigley, Mike",IL,D,"Quigley, Mike",,Mr. QUIGLEY,Mike Quigley
CREC-2015-05-29-pt1-PgD609-3,CREC-2015-05-29,,,,,,,,,,,,,,
CREC-2015-05-29-pt1-PgD609-2,CREC-2015-05-29,,,,,,,,,,,,,,
CREC-2015-05-29-pt1-PgD609-4,CREC-2015-05-29,,,,,,,,,,,,,,
CREC-2015-05-29-pt1-PgD609-5,CREC-2015-05-29,,,,,,,,,,,,,,
CREC-2015-05-29-pt1-PgD609-6,CREC-2015-05-29,,,,,,,,,,,,,,
