granuleId,packageId,date,members,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,gpoId,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2015-03-13-pt1-PgH1629-2,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgH1629,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgH1629-3,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgH1629-5,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgH1629-6,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgH1629-4,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgH1629-7,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgH1630,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgH1629-8,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgH1630-4,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgH1630-3,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgH1630-2,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgH1630-6,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgH1630-5,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgH1630-7,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgH1634,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgH1635,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgH1632-2,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgH1635-2,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgH1635-3,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgH1635-4,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgH1635-5,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgH1635-6,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgH1635-8,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgH1635-7,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgH1635-11,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgH1635-9,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgH1635-10,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgH1635-13,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgH1635-14,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgH1635-12,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgH1636,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgH1636-2,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgH1636-3,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgE323-2,CREC-2015-03-13,2015-03-04,,2114,SPEAKING,H,114,E000293,"Esty, Elizabeth H.",CT,D,,"Esty, Elizabeth H.",Ms. Elizabeth Esty,Ms. ESTY,Elizabeth H. Esty
CREC-2015-03-13-pt1-PgE323-3,CREC-2015-03-13,2015-03-13,,344,SPEAKING,H,114,E000179,"Engel, Eliot L.",NY,D,8078,"Engel, Eliot L.",Eliot Engel,Mr. ENGEL,Eliot L. Engel
CREC-2015-03-13-pt1-PgE323-5,CREC-2015-03-13,2015-03-13,,2055,SPEAKING,H,114,C001084,"Cicilline, David N.",RI,D,8139,"Cicilline, David N.",Mr. David Cicilline,Mr. CICILLINE,David N. Cicilline
CREC-2015-03-13-pt1-PgE323-4,CREC-2015-03-13,2015-03-13,,2146,SPEAKING,H,114,L000580,"Lujan Grisham, Michelle",NM,D,,"Lujan Grisham, Michelle",,Ms. MICHELLE LUJAN GRISHAM of New Mexico,Michelle Lujan Grisham
CREC-2015-03-13-pt1-PgE323-6,CREC-2015-03-13,2015-03-13,,344,SPEAKING,H,114,E000179,"Engel, Eliot L.",NY,D,8078,"Engel, Eliot L.",Eliot Engel,Mr. ENGEL,Eliot L. Engel
CREC-2015-03-13-pt1-PgE324,CREC-2015-03-13,2015-03-13,,1037,SPEAKING,H,114,S000185,"Scott, Robert C. ""Bobby""",VA,D,8194,"Scott, Robert C. ""Bobby""",Robert Scott,Mr. SCOTT of Virginia,"Robert C. ""Bobby"" Scott"
CREC-2015-03-13-pt1-PgE324-2,CREC-2015-03-13,2015-03-13,,2146,SPEAKING,H,114,L000580,"Lujan Grisham, Michelle",NM,D,,"Lujan Grisham, Michelle",,Ms. MICHELLE LUJAN GRISHAM of New Mexico,Michelle Lujan Grisham
CREC-2015-03-13-pt1-PgE324-3,CREC-2015-03-13,2015-03-13,,344,SPEAKING,H,114,E000179,"Engel, Eliot L.",NY,D,8078,"Engel, Eliot L.",Eliot Engel,Mr. ENGEL,Eliot L. Engel
CREC-2015-03-13-pt1-PgD272,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgD272-2,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgD272-3,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgD273-2,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgD273,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
CREC-2015-03-13-pt1-PgD273-3,CREC-2015-03-13,2015-03-13,,,,,,,,,,,,,,
