granuleId,packageId,role,chamber,congress,bioGuideId,memberName,state,party,members,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2015-04-22-pt1-PgH2359-5,CREC-2015-04-22,SPEAKING,H,114,G000535,"Gutierrez, Luis V.",IL,D,,"Gutierrez, Luis V.",Luis Gutierrez,Mr. GUTIERREZ,Luis V. Gutierrez
CREC-2015-04-22-pt1-PgH2359-4,CREC-2015-04-22,SPEAKING,H,114,F000459,"Fleischmann, Charles J. ""Chuck""",TN,R,,"Fleischmann, Charles J. ""Chuck""",Charles Fleischmann,Mr. FLEISCHMANN,"Charles J. ""Chuck"" Fleischmann"
CREC-2015-04-22-pt1-PgH-FrontMatter,CREC-2015-04-22,,,,,,,,,,,,
CREC-2015-04-22-pt1-PgH2359-2,CREC-2015-04-22,,,,,,,,,,,,
CREC-2015-04-22-pt1-PgH2359-3,CREC-2015-04-22,,,,,,,,,,,,
CREC-2015-04-22-pt1-PgH2359,CREC-2015-04-22,,,,,,,,,,,,
CREC-2015-04-22-pt1-PgH2360,CREC-2015-04-22,SPEAKING,H,114,F000461,"Flores, Bill",TX,R,,"Flores, Bill",,Mr. FLORES,Bill Flores
CREC-2015-04-22-pt1-PgH2360-2,CREC-2015-04-22,SPEAKING,H,114,T000474,"Torres, Norma J.",CA,D,,"Torres, Norma J.",Norma Torres,Mrs. TORRES,Norma J. Torres
CREC-2015-04-22-pt1-PgH2361,CREC-2015-04-22,SPEAKING,H,114,C001062,"Conaway, K. Michael",TX,R,,"Conaway, K. Michael",K. Conaway,Mr. CONAWAY,K. Michael Conaway
CREC-2015-04-22-pt1-PgH2362,CREC-2015-04-22,SPEAKING,H,114,M001177,"McClintock, Tom",CA,R,,"McClintock, Tom",,Mr. McCLINTOCK,Tom McClintock
CREC-2015-04-22-pt1-PgH2362-2,CREC-2015-04-22,SPEAKING,H,114,P000596,"Pierluisi, Pedro R.",PR,D,,"Pierluisi, Pedro R.",Pedro Pierluisi,Mr. PIERLUISI,Pedro R. Pierluisi
CREC-2015-04-22-pt1-PgH2361-2,CREC-2015-04-22,SPEAKING,H,114,S001175,"Speier, Jackie",CA,D,,"Speier, Jackie",,Ms. SPEIER,Jackie Speier
CREC-2015-04-22-pt1-PgH2363,CREC-2015-04-22,SPEAKING,H,114,L000583,"Loudermilk, Barry",GA,R,,"Loudermilk, Barry",,Mr. LOUDERMILK,Barry Loudermilk
CREC-2015-04-22-pt1-PgH2364,CREC-2015-04-22,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,,"Thompson, Glenn",,Mr. THOMPSON of Pennsylvania,Glenn Thompson
CREC-2015-04-22-pt1-PgH2363-2,CREC-2015-04-22,SPEAKING,H,114,C000984,"Cummings, Elijah E.",MD,D,,"Cummings, Elijah E.",Elijah Cummings,Mr. CUMMINGS,Elijah E. Cummings
CREC-2015-04-22-pt1-PgH2364-2,CREC-2015-04-22,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,,"Jackson Lee, Sheila",,Ms. JACKSON LEE,Sheila Jackson Lee
CREC-2015-04-22-pt1-PgH2365,CREC-2015-04-22,SPEAKING,H,114,R000585,"Reed, Tom",NY,R,,"Reed, Tom",,Mr. REED,Tom Reed
CREC-2015-04-22-pt1-PgH2365-4,CREC-2015-04-22,,,,,,,,,,,,
CREC-2015-04-22-pt1-PgH2365-2,CREC-2015-04-22,,,,,,,,,,,,
CREC-2015-04-22-pt1-PgH2365-3,CREC-2015-04-22,,,,,,,,,,,,
CREC-2015-04-22-pt1-PgH2365-5,CREC-2015-04-22,,,,,,,,,,,,
CREC-2015-04-22-pt1-PgH2365-7,CREC-2015-04-22,SPEAKING,H,114,M001182,"Mulvaney, Mick",SC,R,,"Mulvaney, Mick",,Mr. MULVANEY,Mick Mulvaney
CREC-2015-04-22-pt1-PgH2365-6,CREC-2015-04-22,,,,,,,,,,,,
CREC-2015-04-22-pt1-PgH2365-8,CREC-2015-04-22,,,,,,,,,,,,
CREC-2015-04-22-pt1-PgH2365-9,CREC-2015-04-22,SPEAKING,H,114,J000174,"Johnson, Sam",TX,R,,"Johnson, Sam",,Mr. SAM JOHNSON of Texas,Sam Johnson
CREC-2015-04-22-pt1-PgH2366,CREC-2015-04-22,SPEAKING,H,114,H001063,"Hahn, Janice",CA,D,,"Hahn, Janice",,Ms. HAHN,Janice Hahn
CREC-2015-04-22-pt1-PgH2366-3,CREC-2015-04-22,SPEAKING,H,114,H001038,"Higgins, Brian",NY,D,,"Higgins, Brian",,Mr. HIGGINS,Brian Higgins
CREC-2015-04-22-pt1-PgH2366-2,CREC-2015-04-22,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,,"Wilson, Joe",,Mr. WILSON of South Carolina,Joe Wilson
CREC-2015-04-22-pt1-PgH2366-4,CREC-2015-04-22,SPEAKING,H,114,G000570,"Guinta, Frank C.",NH,R,,"Guinta, Frank C.",Frank Guinta,Mr. GUINTA,Frank C. Guinta
CREC-2015-04-22-pt1-PgH2366-5,CREC-2015-04-22,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,,"Kildee, Daniel T.",Daniel Kildee,Mr. KILDEE,Daniel T. Kildee
CREC-2015-04-22-pt1-PgH2367,CREC-2015-04-22,SPEAKING,H,114,T000465,"Tsongas, Niki",MA,D,,"Tsongas, Niki",,Ms. TSONGAS,Niki Tsongas
CREC-2015-04-22-pt1-PgH2366-6,CREC-2015-04-22,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,,"Foxx, Virginia",,Ms. FOXX,Virginia Foxx
CREC-2015-04-22-pt1-PgH2367-2,CREC-2015-04-22,SPEAKING,H,114,I000056,"Issa, Darrell",CA,R,,"Issa, Darrell",,Mr. ISSA,Darrell Issa
CREC-2015-04-22-pt1-PgH2367-3,CREC-2015-04-22,SPEAKING,H,114,L000582,"Lieu, Ted",CA,D,,"Lieu, Ted",,Mr. TED LIEU of California,Ted Lieu
CREC-2015-04-22-pt1-PgH2367-4,CREC-2015-04-22,SPEAKING,H,114,S001188,"Stutzman, Marlin A.",IN,R,,"Stutzman, Marlin A.",Marlin Stutzman,Mr. STUTZMAN,Marlin A. Stutzman
CREC-2015-04-22-pt1-PgH2367-6,CREC-2015-04-22,SPEAKING,H,114,L000563,"Lipinski, Daniel",IL,D,,"Lipinski, Daniel",Daniel William Lipinski,Mr. LIPINSKI,Daniel Lipinski
CREC-2015-04-22-pt1-PgH2368,CREC-2015-04-22,SPEAKING,H,114,G000574,"Gallego, Ruben",AZ,D,,"Gallego, Ruben",,Mr. GALLEGO,Ruben Gallego
CREC-2015-04-22-pt1-PgH2367-5,CREC-2015-04-22,SPEAKING,H,114,F000454,"Foster, Bill",IL,D,,"Foster, Bill",,Mr. FOSTER,Bill Foster
CREC-2015-04-22-pt1-PgH2368-2,CREC-2015-04-22,SPEAKING,H,114,C001068,"Cohen, Steve",TN,D,,"Cohen, Steve",,Mr. COHEN,Steve Cohen
CREC-2015-04-22-pt1-PgH2368-3,CREC-2015-04-22,SPEAKING,H,114,P000598,"Polis, Jared",CO,D,,"Polis, Jared",,Mr. POLIS,Jared Polis
CREC-2015-04-22-pt1-PgH2378,CREC-2015-04-22,,,,,,,,,,,,
CREC-2015-04-22-pt1-PgH2368-4,CREC-2015-04-22,SPEAKING,H,114,C001093,"Collins, Doug",GA,R,,"Collins, Doug",,Mr. COLLINS of Georgia,Doug Collins
CREC-2015-04-22-pt1-PgH2368-4,CREC-2015-04-22,SPEAKING,H,114,P000598,"Polis, Jared",CO,D,,"Polis, Jared",,Mr. POLIS,Jared Polis
CREC-2015-04-22-pt1-PgH2368-4,CREC-2015-04-22,SPEAKING,H,114,K000210,"King, Peter T.",NY,R,,"King, Peter T.",Peter King,Mr. KING of New York,Peter T. King
CREC-2015-04-22-pt1-PgH2368-4,CREC-2015-04-22,SPEAKING,H,114,T000193,"Thompson, Bennie G.",MS,D,,"Thompson, Bennie G.",Bennie Thompson,Mr. THOMPSON of Mississippi,Bennie G. Thompson
CREC-2015-04-22-pt1-PgH2368-4,CREC-2015-04-22,SPEAKING,H,114,I000056,"Issa, Darrell",CA,R,,"Issa, Darrell",,Mr. ISSA,Darrell Issa
CREC-2015-04-22-pt1-PgH2368-4,CREC-2015-04-22,SPEAKING,H,114,K000368,"Kirkpatrick, Ann",AZ,D,,"Kirkpatrick, Ann",,Mrs. KIRKPATRICK,Ann Kirkpatrick
CREC-2015-04-22-pt1-PgH2368-4,CREC-2015-04-22,SPEAKING,H,114,C001103,"Carter, Earl L. ""Buddy""",GA,R,,"Carter, Earl L. ""Buddy""",Earl Carter,Mr. CARTER of Georgia,"Earl L. ""Buddy"" Carter"
CREC-2015-04-22-pt1-PgH2368-4,CREC-2015-04-22,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,,"Jackson Lee, Sheila",,Ms. JACKSON LEE,Sheila Jackson Lee
CREC-2015-04-22-pt1-PgH2368-4,CREC-2015-04-22,SPEAKING,H,114,R000588,"Richmond, Cedric L.",LA,D,,"Richmond, Cedric L.",Cedric Richmond,Mr. RICHMOND,Cedric L. Richmond
CREC-2015-04-22-pt1-PgH2368-4,CREC-2015-04-22,SPEAKING,H,114,D000610,"Deutch, Theodore E.",FL,D,,"Deutch, Theodore E.",Theodore Deutch,Mr. DEUTCH,Theodore E. Deutch
