granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-03-08-pt1-PgS1323-6,CREC-2016-03-08,,,,,,,,,,,,
CREC-2016-03-08-pt1-PgS1323-5,CREC-2016-03-08,,,,,,,,,,,,
CREC-2016-03-08-pt1-PgS1323-4,CREC-2016-03-08,,,,,,,,,,,,
CREC-2016-03-08-pt1-PgS-FrontMatter,CREC-2016-03-08,,,,,,,,,,,,
CREC-2016-03-08-pt1-PgS1323-7,CREC-2016-03-08,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2016-03-08-pt1-PgS1323-2,CREC-2016-03-08,,,,,,,,,,,,
CREC-2016-03-08-pt1-PgS1323-3,CREC-2016-03-08,,,,,,,,,,,,
CREC-2016-03-08-pt1-PgS1324,CREC-2016-03-08,,,,,,,,,,,,
CREC-2016-03-08-pt1-PgS1324-2,CREC-2016-03-08,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2016-03-08-pt1-PgS1324-3,CREC-2016-03-08,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2016-03-08-pt1-PgS1325-3,CREC-2016-03-08,,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,"Durbin, Richard J.",Mr. DURBIN,Richard J. Durbin,Richard Durbin
CREC-2016-03-08-pt1-PgS1325-3,CREC-2016-03-08,,SPEAKING,S,114,B001277,"Blumenthal, Richard",CT,D,"Blumenthal, Richard",Mr. BLUMENTHAL,Richard Blumenthal,
CREC-2016-03-08-pt1-PgS1325-2,CREC-2016-03-08,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2016-03-08-pt1-PgS1325-2,CREC-2016-03-08,,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,"Durbin, Richard J.",Mr. DURBIN,Richard J. Durbin,Richard Durbin
CREC-2016-03-08-pt1-PgS1325,CREC-2016-03-08,,,,,,,,,,,,
CREC-2016-03-08-pt1-PgS1328,CREC-2016-03-08,,,,,,,,,,,,
CREC-2016-03-08-pt1-PgS1326,CREC-2016-03-08,,SPEAKING,S,114,B001277,"Blumenthal, Richard",CT,D,"Blumenthal, Richard",Mr. BLUMENTHAL,Richard Blumenthal,
CREC-2016-03-08-pt1-PgS1328-2,CREC-2016-03-08,,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,"Cornyn, John",Mr. CORNYN,John Cornyn,
CREC-2016-03-08-pt1-PgS1328-2,CREC-2016-03-08,,SPEAKING,S,114,M001169,"Murphy, Christopher",CT,D,"Murphy, Christopher",Mr. MURPHY,Christopher Murphy,Christopher S. Murphy
CREC-2016-03-08-pt1-PgS1328-2,CREC-2016-03-08,,SPEAKING,S,114,U000039,"Udall, Tom",NM,D,"Udall, Tom",Mr. UDALL,Tom Udall,
CREC-2016-03-08-pt1-PgS1328-2,CREC-2016-03-08,,SPEAKING,S,114,B001261,"Barrasso, John",WY,R,"Barrasso, John",Mr. BARRASSO,John Barrasso,
CREC-2016-03-08-pt1-PgS1328-2,CREC-2016-03-08,,SPEAKING,S,114,G000386,"Grassley, Chuck",IA,R,"Grassley, Chuck",Mr. GRASSLEY,Chuck Grassley,
CREC-2016-03-08-pt1-PgS1332,CREC-2016-03-08,,,,,,,,,,,,
CREC-2016-03-08-pt1-PgS1342,CREC-2016-03-08,,SPEAKING,S,114,M001111,"Murray, Patty",WA,D,"Murray, Patty",Mrs. MURRAY,Patty Murray,
CREC-2016-03-08-pt1-PgS1341,CREC-2016-03-08,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2016-03-08-pt1-PgS1341-2,CREC-2016-03-08,,SPEAKING,S,114,R000595,"Rubio, Marco",FL,R,"Rubio, Marco",Mr. RUBIO,Marco Rubio,
CREC-2016-03-08-pt1-PgS1341-2,CREC-2016-03-08,,SPEAKING,S,114,F000463,"Fischer, Deb",NE,R,"Fischer, Deb",Mrs. FISCHER,Deb Fischer,
CREC-2016-03-08-pt1-PgS1341-2,CREC-2016-03-08,,SPEAKING,S,114,L000575,"Lankford, James",OK,R,"Lankford, James",Mr. LANKFORD,James Lankford,
CREC-2016-03-08-pt1-PgS1332-2,CREC-2016-03-08,,SPEAKING,S,114,W000802,"Whitehouse, Sheldon",RI,D,"Whitehouse, Sheldon",Mr. WHITEHOUSE,Sheldon Whitehouse,
CREC-2016-03-08-pt1-PgS1332-2,CREC-2016-03-08,,SPEAKING,S,114,P000449,"Portman, Rob",OH,R,"Portman, Rob",Mr. PORTMAN,Rob Portman,
