granuleId,packageId,date,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-07-10-pt1-PgH5033-2,CREC-2015-07-10,2015-07-10,,,,,,,,,,,,,,
CREC-2015-07-10-pt1-PgH5033-3,CREC-2015-07-10,2015-07-10,,7795,1991,SPEAKING,H,114,W000809,"Womack, Steve",AR,R,"Womack, Steve",Mr. WOMACK,Steve Womack,
CREC-2015-07-10-pt1-PgH5033,CREC-2015-07-10,2015-07-10,,,,,,,,,,,,,,
CREC-2015-07-10-pt1-PgH5033-5,CREC-2015-07-10,2015-07-10,,,,,,,,,,,,,,
CREC-2015-07-10-pt1-PgH5033-4,CREC-2015-07-10,2015-07-10,,,,,,,,,,,,,,
CREC-2015-07-10-pt1-PgH5033-6,CREC-2015-07-10,2015-07-10,,7795,1991,SPEAKING,H,114,W000809,"Womack, Steve",AR,R,"Womack, Steve",Mr. WOMACK,Steve Womack,
CREC-2015-07-10-pt1-PgH5034-2,CREC-2015-07-10,2015-07-10,,,2266,SPEAKING,H,114,C001106,"Costello, Ryan A.",PA,R,"Costello, Ryan A.",Mr. COSTELLO of Pennsylvania,Ryan A. Costello,Mr. Ryan Costello
CREC-2015-07-10-pt1-PgH5034,CREC-2015-07-10,2015-07-10,,8069,850,SPEAKING,H,114,N000002,"Nadler, Jerrold",NY,D,"Nadler, Jerrold",Mr. NADLER,Jerrold Nadler,
CREC-2015-07-10-pt1-PgH5034-3,CREC-2015-07-10,2015-07-10,,7892,1777,SPEAKING,H,114,W000797,"Wasserman Schultz, Debbie",FL,D,"Wasserman Schultz, Debbie",Ms. WASSERMAN SCHULTZ,Debbie Wasserman Schultz,
CREC-2015-07-10-pt1-PgH5034-5,CREC-2015-07-10,2015-07-10,,,2230,SPEAKING,H,114,L000582,"Lieu, Ted",CA,D,"Lieu, Ted",Mr. TED LIEU of California,Ted Lieu,
CREC-2015-07-10-pt1-PgH5034-4,CREC-2015-07-10,2015-07-10,,,2260,SPEAKING,H,114,H001070,"Hardy, Cresent",NV,R,"Hardy, Cresent",Mr. HARDY,Cresent Hardy,
CREC-2015-07-10-pt1-PgH5034-6,CREC-2015-07-10,2015-07-10,,8187,1752,SPEAKING,H,114,C001051,"Carter, John R.",TX,R,"Carter, John R.",Mr. CARTER of Texas,John R. Carter,Mr. John Carter
CREC-2015-07-10-pt1-PgH5035-3,CREC-2015-07-10,2015-07-10,,,2252,SPEAKING,H,114,L000581,"Lawrence, Brenda L.",MI,D,"Lawrence, Brenda L.",Mrs. LAWRENCE,Brenda L. Lawrence,Mrs. Brenda Lawrence
CREC-2015-07-10-pt1-PgH5035-2,CREC-2015-07-10,2015-07-10,,8142,1688,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,"Wilson, Joe",Mr. WILSON of South Carolina,Joe Wilson,
CREC-2015-07-10-pt1-PgH5035,CREC-2015-07-10,2015-07-10,,,2202,SPEAKING,H,114,N000188,"Norcross, Donald",NJ,D,"Norcross, Donald",Mr. NORCROSS,Donald Norcross,
