granuleId,packageId,role,chamber,congress,bioGuideId,memberName,state,party,members,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2015-04-28-pt1-PgH2477-4,CREC-2015-04-28,SPEAKING,H,114,H000874,"Hoyer, Steny H.",MD,D,,"Hoyer, Steny H.",Steny Hoyer,Mr. HOYER,Steny H. Hoyer
CREC-2015-04-28-pt1-PgH2477-3,CREC-2015-04-28,,,,,,,,,,,,
CREC-2015-04-28-pt1-PgH-FrontMatter-4,CREC-2015-04-28,,,,,,,,,,,,
CREC-2015-04-28-pt1-PgH2479,CREC-2015-04-28,SPEAKING,H,114,W000187,"Waters, Maxine",CA,D,,"Waters, Maxine",,Ms. MAXINE WATERS of California,Maxine Waters
CREC-2015-04-28-pt1-PgH2477,CREC-2015-04-28,,,,,,,,,,,,
CREC-2015-04-28-pt1-PgH2479-2,CREC-2015-04-28,SPEAKING,H,114,B001296,"Boyle, Brendan F.",PA,D,,"Boyle, Brendan F.",Brendan Boyle,Mr. BRENDAN F. BOYLE of Pennsylvania,Brendan F. Boyle
CREC-2015-04-28-pt1-PgH2477-2,CREC-2015-04-28,,,,,,,,,,,,
CREC-2015-04-28-pt1-PgH2478,CREC-2015-04-28,SPEAKING,H,114,P000592,"Poe, Ted",TX,R,,"Poe, Ted",,Mr. POE of Texas,Ted Poe
CREC-2015-04-28-pt1-PgH2479-3,CREC-2015-04-28,,,,,,,,,,,,
CREC-2015-04-28-pt1-PgH2480-2,CREC-2015-04-28,,,,,,,,,,,,
CREC-2015-04-28-pt1-PgH2480,CREC-2015-04-28,,,,,,,,,,,,
CREC-2015-04-28-pt1-PgH2480-6,CREC-2015-04-28,SPEAKING,H,114,L000579,"Lowenthal, Alan S.",CA,D,,"Lowenthal, Alan S.",Alan Lowenthal,Mr. LOWENTHAL,Alan S. Lowenthal
CREC-2015-04-28-pt1-PgH2480-3,CREC-2015-04-28,,,,,,,,,,,,
CREC-2015-04-28-pt1-PgH2479-4,CREC-2015-04-28,,,,,,,,,,,,
CREC-2015-04-28-pt1-PgH2480-5,CREC-2015-04-28,SPEAKING,H,114,P000592,"Poe, Ted",TX,R,,"Poe, Ted",,Mr. POE of Texas,Ted Poe
CREC-2015-04-28-pt1-PgH2480-4,CREC-2015-04-28,SPEAKING,H,114,K000379,"Kennedy, Joseph P., III",MA,D,,"Kennedy, Joseph P., III",Joseph Kennedy,Mr. KENNEDY,Joseph P. Kennedy III
CREC-2015-04-28-pt1-PgH2480-4,CREC-2015-04-28,SPEAKING,H,114,K000379,"Kennedy, Joseph P., III",MA,D,,"Kennedy, Joseph P., III",Joseph P. Kennedy,Mr. KENNEDY,Joseph P. Kennedy III
CREC-2015-04-28-pt1-PgH2480-7,CREC-2015-04-28,SPEAKING,H,114,E000294,"Emmer, Tom",MN,R,,"Emmer, Tom",,Mr. EMMER of Minnesota,Tom Emmer
CREC-2015-04-28-pt1-PgH2481,CREC-2015-04-28,SPEAKING,H,114,P000373,"Pitts, Joseph R.",PA,R,,"Pitts, Joseph R.",Joseph Pitts,Mr. PITTS,Joseph R. Pitts
CREC-2015-04-28-pt1-PgH2480-8,CREC-2015-04-28,SPEAKING,H,114,H000874,"Hoyer, Steny H.",MD,D,,"Hoyer, Steny H.",Steny Hoyer,Mr. HOYER,Steny H. Hoyer
CREC-2015-04-28-pt1-PgH2481-2,CREC-2015-04-28,SPEAKING,H,114,B001257,"Bilirakis, Gus M.",FL,R,,"Bilirakis, Gus M.",Gus Bilirakis,Mr. BILIRAKIS,Gus M. Bilirakis
CREC-2015-04-28-pt1-PgH2481-3,CREC-2015-04-28,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,,"Foxx, Virginia",,Ms. FOXX,Virginia Foxx
CREC-2015-04-28-pt1-PgH2481-4,CREC-2015-04-28,,,,,,,,,,,,
CREC-2015-04-28-pt1-PgH2481-5,CREC-2015-04-28,,,,,,,,,,,,
CREC-2015-04-28-pt1-PgH2481-6,CREC-2015-04-28,,,,,,,,,,,,
CREC-2015-04-28-pt1-PgH2481-7,CREC-2015-04-28,,,,,,,,,,,,
CREC-2015-04-28-pt1-PgH2481-8,CREC-2015-04-28,,,,,,,,,,,,
CREC-2015-04-28-pt1-PgH2483,CREC-2015-04-28,SPEAKING,H,114,H001071,"Hice, Jody B.",GA,R,,"Hice, Jody B.",Jody Hice,Mr. JODY B. HICE of Georgia,Jody B. Hice
CREC-2015-04-28-pt1-PgH2483,CREC-2015-04-28,SPEAKING,H,114,C001084,"Cicilline, David N.",RI,D,,"Cicilline, David N.",David Cicilline,Mr. CICILLINE,David N. Cicilline
CREC-2015-04-28-pt1-PgH2484,CREC-2015-04-28,SPEAKING,H,114,B001269,"Barletta, Lou",PA,R,,"Barletta, Lou",,Mr. BARLETTA,Lou Barletta
CREC-2015-04-28-pt1-PgH2484,CREC-2015-04-28,SPEAKING,H,114,C001072,"Carson, Andre",IN,D,,"Carson, Andre",,Mr. CARSON of Indiana,Andre Carson
CREC-2015-04-28-pt1-PgH2483-2,CREC-2015-04-28,SPEAKING,H,114,B001269,"Barletta, Lou",PA,R,,"Barletta, Lou",,Mr. BARLETTA,Lou Barletta
CREC-2015-04-28-pt1-PgH2483-2,CREC-2015-04-28,SPEAKING,H,114,C001072,"Carson, Andre",IN,D,,"Carson, Andre",,Mr. CARSON of Indiana,Andre Carson
CREC-2015-04-28-pt1-PgH2483-2,CREC-2015-04-28,SPEAKING,H,114,D000482,"Doyle, Michael F.",PA,D,,"Doyle, Michael F.",Mike Doyle,Mr. MICHAEL F. DOYLE of Pennsylvania,Michael F. Doyle
CREC-2015-04-28-pt1-PgH2481-9,CREC-2015-04-28,SPEAKING,H,114,R000570,"Ryan, Paul D.",WI,R,,"Ryan, Paul D.",Paul Ryan,Mr RYAN of Wisconsin,Paul D. Ryan
CREC-2015-04-28-pt1-PgH2481-9,CREC-2015-04-28,SPEAKING,H,114,R000570,"Ryan, Paul D.",WI,R,,"Ryan, Paul D.",Paul Ryan,Mr. RYAN of Wisconsin,Paul D. Ryan
CREC-2015-04-28-pt1-PgH2481-9,CREC-2015-04-28,SPEAKING,H,114,G000551,"Grijalva, Raul M.",AZ,D,,"Grijalva, Raul M.",Raul Grijalva,Mr. GRIJALVA,Raul M. Grijalva
CREC-2015-04-28-pt1-PgH2481-9,CREC-2015-04-28,SPEAKING,H,114,G000574,"Gallego, Ruben",AZ,D,,"Gallego, Ruben",,Mr. GALLEGO,Ruben Gallego
CREC-2015-04-28-pt1-PgH2485,CREC-2015-04-28,SPEAKING,H,114,B001250,"Bishop, Rob",UT,R,,"Bishop, Rob",,Mr. BISHOP of Utah,Rob Bishop
CREC-2015-04-28-pt1-PgH2485,CREC-2015-04-28,SPEAKING,H,114,H001055,"Heck, Joseph J.",NV,R,,"Heck, Joseph J.",Joseph Heck,Mr. HECK of Nevada,Joseph J. Heck
CREC-2015-04-28-pt1-PgH2485,CREC-2015-04-28,SPEAKING,H,114,T000465,"Tsongas, Niki",MA,D,,"Tsongas, Niki",,Ms. TSONGAS,Niki Tsongas
CREC-2015-04-28-pt1-PgH2487,CREC-2015-04-28,SPEAKING,H,114,B001250,"Bishop, Rob",UT,R,,"Bishop, Rob",,Mr. BISHOP of Utah,Rob Bishop
CREC-2015-04-28-pt1-PgH2487,CREC-2015-04-28,SPEAKING,H,114,F000449,"Fortenberry, Jeff",NE,R,,"Fortenberry, Jeff",,Mr. FORTENBERRY,Jeff Fortenberry
CREC-2015-04-28-pt1-PgH2487,CREC-2015-04-28,SPEAKING,H,114,T000465,"Tsongas, Niki",MA,D,,"Tsongas, Niki",,Ms. TSONGAS,Niki Tsongas
CREC-2015-04-28-pt1-PgH2488,CREC-2015-04-28,SPEAKING,H,114,B001250,"Bishop, Rob",UT,R,,"Bishop, Rob",,Mr. BISHOP of Utah,Rob Bishop
