granuleId,packageId,authorityId,chamber,committeeName,type,committees
CREC-2015-04-28-pt1-PgH2477-4,CREC-2015-04-28,hsju00,H,Committee on the Judiciary,S,
CREC-2015-04-28-pt1-PgH2477-3,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH-FrontMatter-4,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2479,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2477,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2479-2,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2477-2,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2478,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2479-3,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2480-2,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2480,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2480-6,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2480-3,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2479-4,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2480-5,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2480-4,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2480-7,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2481,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2480-8,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2481-2,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2481-3,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2481-4,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2481-5,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2481-6,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2481-7,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2481-8,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2483,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2484,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2483-2,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2481-9,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2485,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2487,CREC-2015-04-28,hsii00,H,Committee on Natural Resources,S,
CREC-2015-04-28-pt1-PgH2488,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2489,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2489-2,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2489-4,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2489-3,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2490,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2491,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2490-2,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2491-2,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2491-3,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2491-4,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2491-5,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2492,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2492-2,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2492-4,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2492-3,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2492-5,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2492-6,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2493,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2493-2,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2493-3,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2493-4,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2493-5,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2494,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2495,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2495-2,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2495-4,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2495-6,CREC-2015-04-28,hsru00,H,Committee on Rules,S,
CREC-2015-04-28-pt1-PgH2498-3,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2498-2,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2498,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2495-5,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2498-4,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2495-3,CREC-2015-04-28,hsru00,H,Committee on Rules,S,
CREC-2015-04-28-pt1-PgH2495-7,CREC-2015-04-28,hssy00,H,"Committee on Science, Space, and Technology",S,
CREC-2015-04-28-pt1-PgH2495-7,CREC-2015-04-28,hsgo00,H,Committee on Oversight and Government Reform,S,
CREC-2015-04-28-pt1-PgH2495-7,CREC-2015-04-28,hsag00,H,Committee on Agriculture,S,
CREC-2015-04-28-pt1-PgH2495-7,CREC-2015-04-28,hsif00,H,Committee on Energy and Commerce,S,
CREC-2015-04-28-pt1-PgH2495-7,CREC-2015-04-28,hswm00,H,Committee on Ways and Means,S,
CREC-2015-04-28-pt1-PgH2495-7,CREC-2015-04-28,hsvr00,H,Committee on Veterans' Affairs,S,
CREC-2015-04-28-pt1-PgH2495-7,CREC-2015-04-28,hsju00,H,Committee on the Judiciary,S,
CREC-2015-04-28-pt1-PgH2495-7,CREC-2015-04-28,hsha00,H,Committee on House Administration,S,
CREC-2015-04-28-pt1-PgH2495-7,CREC-2015-04-28,hsas00,H,Committee on Armed Services,S,
CREC-2015-04-28-pt1-PgH2495-7,CREC-2015-04-28,hsed00,H,Committee on Education and the Workforce,S,
CREC-2015-04-28-pt1-PgH2495-7,CREC-2015-04-28,hsba00,H,Committee on Financial Services,S,
CREC-2015-04-28-pt1-PgH2495-7,CREC-2015-04-28,hsfa00,H,Committee on Foreign Affairs,S,
CREC-2015-04-28-pt1-PgH2495-7,CREC-2015-04-28,hspw00,H,Committee on Transportation and Infrastructure,S,
CREC-2015-04-28-pt1-PgH2495-7,CREC-2015-04-28,hsii00,H,Committee on Natural Resources,S,
CREC-2015-04-28-pt1-PgH2495-7,CREC-2015-04-28,hshm00,H,Committee on Homeland Security,S,
CREC-2015-04-28-pt1-PgH2498-5,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2498-6,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2498-7,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2498-8,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2498-10,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2498-11,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2498-9,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2498-12,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2498-13,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2498-14,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2498-15,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2498-16,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2498-18,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2498-17,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2499,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2499-2,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2499-3,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2499-4,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2499-6,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2499-5,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2499-7,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2499-9,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2499-10,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2499-8,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2499-11,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2499-12,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2499-13,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2499-14,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2499-15,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2499-16,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2499-17,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2499-18,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2499-19,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2499-20,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2499-21,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2499-23,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2499-22,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2499-25,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2499-24,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2499-27,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2499-26,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2501,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2499-28,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2501-3,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2501-2,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2501-4,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2501-5,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2501-7,CREC-2015-04-28,,,,,
CREC-2015-04-28-pt1-PgH2501-6,CREC-2015-04-28,,,,,
