granuleId,packageId,date,members,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,gpoId,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-12-16-pt1-PgH7589-2,CREC-2016-12-16,2016-12-16,,,,,,,,,,,,,,
CREC-2016-12-16-pt1-PgH7589,CREC-2016-12-16,2016-12-16,,,,,,,,,,,,,,
CREC-2016-12-16-pt1-PgH-FrontMatter,CREC-2016-12-16,2016-12-16,,,,,,,,,,,,,,
CREC-2016-12-16-pt1-PgH7589-4,CREC-2016-12-16,2016-12-16,,,,,,,,,,,,,,
CREC-2016-12-16-pt1-PgH7589-3,CREC-2016-12-16,2016-12-16,,,,,,,,,,,,,,
CREC-2016-12-16-pt1-PgH7589-5,CREC-2016-12-16,2016-12-16,,,,,,,,,,,,,,
CREC-2016-12-16-pt1-PgH7590,CREC-2016-12-16,2016-12-16,,,,,,,,,,,,,,
CREC-2016-12-16-pt1-PgH7589-6,CREC-2016-12-16,2016-12-16,,,,,,,,,,,,,,
CREC-2016-12-16-pt1-PgH7590-2,CREC-2016-12-16,2016-12-16,,2238,SPEAKING,H,114,L000583,"Loudermilk, Barry",GA,R,,"Loudermilk, Barry",Mr. LOUDERMILK,Barry Loudermilk,
CREC-2016-12-16-pt1-PgH7609,CREC-2016-12-16,2016-12-16,,,,,,,,,,,,,,
CREC-2016-12-16-pt1-PgH7609-2,CREC-2016-12-16,2016-12-16,,,,,,,,,,,,,,
CREC-2016-12-16-pt1-PgH7609-3,CREC-2016-12-16,2016-12-16,,,,,,,,,,,,,,
CREC-2016-12-16-pt1-PgH7613,CREC-2016-12-16,2016-12-16,,,,,,,,,,,,,,
CREC-2016-12-16-pt1-PgH7613-2,CREC-2016-12-16,2016-12-16,,,,,,,,,,,,,,
CREC-2016-12-16-pt1-PgH7610,CREC-2016-12-16,2016-12-16,,,,,,,,,,,,,,
CREC-2016-12-16-pt1-PgH7613-3,CREC-2016-12-16,2016-12-16,,,,,,,,,,,,,,
CREC-2016-12-16-pt1-PgH7614,CREC-2016-12-16,2016-12-16,,,,,,,,,,,,,,
