granuleId,packageId,date,references,collectionCode,collectionName,contents__number,contents__congress,contents__type
CREC-2016-12-16-pt1-PgH7589-2,CREC-2016-12-16,2016-12-16,,,,,,
CREC-2016-12-16-pt1-PgH7589,CREC-2016-12-16,2016-12-16,,,,,,
CREC-2016-12-16-pt1-PgH-FrontMatter,CREC-2016-12-16,2016-12-16,,,,,,
CREC-2016-12-16-pt1-PgH7589-4,CREC-2016-12-16,2016-12-16,,BILLS,Congressional Bills,944,114,HRES
CREC-2016-12-16-pt1-PgH7589-4,CREC-2016-12-16,2016-12-16,,BILLS,Congressional Bills,944,114,HRES
CREC-2016-12-16-pt1-PgH7589-3,CREC-2016-12-16,2016-12-16,,,,,,
CREC-2016-12-16-pt1-PgH7589-5,CREC-2016-12-16,2016-12-16,,,,,,
CREC-2016-12-16-pt1-PgH7590,CREC-2016-12-16,2016-12-16,,BILLS,Congressional Bills,6014,114,HR
CREC-2016-12-16-pt1-PgH7590,CREC-2016-12-16,2016-12-16,,BILLS,Congressional Bills,6014,114,HR
CREC-2016-12-16-pt1-PgH7589-6,CREC-2016-12-16,2016-12-16,,BILLS,Congressional Bills,8,114,S
CREC-2016-12-16-pt1-PgH7589-6,CREC-2016-12-16,2016-12-16,,BILLS,Congressional Bills,710,114,HR
CREC-2016-12-16-pt1-PgH7589-6,CREC-2016-12-16,2016-12-16,,BILLS,Congressional Bills,1150,114,HR
CREC-2016-12-16-pt1-PgH7589-6,CREC-2016-12-16,2016-12-16,,BILLS,Congressional Bills,2726,114,HR
CREC-2016-12-16-pt1-PgH7589-6,CREC-2016-12-16,2016-12-16,,BILLS,Congressional Bills,3784,114,HR
CREC-2016-12-16-pt1-PgH7589-6,CREC-2016-12-16,2016-12-16,,BILLS,Congressional Bills,3842,114,HR
CREC-2016-12-16-pt1-PgH7589-6,CREC-2016-12-16,2016-12-16,,BILLS,Congressional Bills,4352,114,HR
CREC-2016-12-16-pt1-PgH7589-6,CREC-2016-12-16,2016-12-16,,BILLS,Congressional Bills,4939,114,HR
CREC-2016-12-16-pt1-PgH7589-6,CREC-2016-12-16,2016-12-16,,BILLS,Congressional Bills,5015,114,HR
