granuleId,packageId,date,members,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,gpoId,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-01-08-pt1-PgH179,CREC-2016-01-08,2016-01-08,,,,,,,,,,,,,,
CREC-2016-01-08-pt1-PgH-FrontMatter,CREC-2016-01-08,2016-01-08,,,,,,,,,,,,,,
CREC-2016-01-08-pt1-PgH179-2,CREC-2016-01-08,2016-01-08,,,,,,,,,,,,,,
CREC-2016-01-08-pt1-PgH179-4,CREC-2016-01-08,2016-01-08,,,,,,,,,,,,,,
CREC-2016-01-08-pt1-PgH179-3,CREC-2016-01-08,2016-01-08,,,,,,,,,,,,,,
CREC-2016-01-08-pt1-PgH179-5,CREC-2016-01-08,2016-01-08,,,,,,,,,,,,,,
CREC-2016-01-08-pt1-PgH179-6,CREC-2016-01-08,2016-01-08,,2156,SPEAKING,H,114,M001190,"Mullin, Markwayne",OK,R,,"Mullin, Markwayne",Mr. MULLIN,Markwayne Mullin,
CREC-2016-01-08-pt1-PgH180,CREC-2016-01-08,2016-01-08,,2264,SPEAKING,H,114,K000386,"Katko, John",NY,R,,"Katko, John",Mr. KATKO,John Katko,
CREC-2016-01-08-pt1-PgH179-7,CREC-2016-01-08,2016-01-08,,1588,SPEAKING,H,114,S001145,"Schakowsky, Janice D.",IL,D,7929,"Schakowsky, Janice D.",Ms. SCHAKOWSKY,Janice D. Schakowsky,Janice Schakowsky
CREC-2016-01-08-pt1-PgH180-3,CREC-2016-01-08,2016-01-08,,2199,SPEAKING,H,114,J000296,"Jolly, David W.",FL,R,,"Jolly, David W.",Mr. JOLLY,David W. Jolly,Mr. David Jolly
CREC-2016-01-08-pt1-PgH180-2,CREC-2016-01-08,2016-01-08,,1878,SPEAKING,H,114,C001068,"Cohen, Steve",TN,D,8156,"Cohen, Steve",Mr. COHEN,Steve Cohen,
CREC-2016-01-08-pt1-PgH180-4,CREC-2016-01-08,2016-01-08,,2252,SPEAKING,H,114,L000581,"Lawrence, Brenda L.",MI,D,,"Lawrence, Brenda L.",Mrs. LAWRENCE,Brenda L. Lawrence,Mrs. Brenda Lawrence
CREC-2016-01-08-pt1-PgH180-5,CREC-2016-01-08,2016-01-08,,2236,SPEAKING,H,114,C001103,"Carter, Earl L. ""Buddy""",GA,R,,"Carter, Earl L. ""Buddy""",Mr. CARTER of Georgia,"Earl L. ""Buddy"" Carter",Mr. Earl Carter
CREC-2016-01-08-pt1-PgH180-6,CREC-2016-01-08,2016-01-08,,2234,SPEAKING,H,114,G000575,"Graham, Gwen",FL,D,,"Graham, Gwen",Ms. GRAHAM,Gwen Graham,
CREC-2016-01-08-pt1-PgH181,CREC-2016-01-08,2016-01-08,,2100,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,,"LaMalfa, Doug",Mr. LaMALFA,Doug LaMalfa,
CREC-2016-01-08-pt1-PgH200,CREC-2016-01-08,2016-01-08,,,,,,,,,,,,,,
CREC-2016-01-08-pt1-PgH181-2,CREC-2016-01-08,2016-01-08,,446,SPEAKING,H,114,G000289,"Goodlatte, Bob",VA,R,8197,"Goodlatte, Bob",Mr. GOODLATTE,Bob Goodlatte,Robert Goodlatte
CREC-2016-01-08-pt1-PgH181-2,CREC-2016-01-08,2016-01-08,,229,SPEAKING,H,114,C000714,"Conyers, John, Jr.",MI,D,7999,"Conyers, John, Jr.",Mr. CONYERS,"John Conyers, Jr.",John Conyers Jr.
CREC-2016-01-08-pt1-PgH181-2,CREC-2016-01-08,2016-01-08,,2053,SPEAKING,H,114,M001179,"Marino, Tom",PA,R,8128,"Marino, Tom",Mr. MARINO,Tom Marino,
CREC-2016-01-08-pt1-PgH181-2,CREC-2016-01-08,2016-01-08,,1878,SPEAKING,H,114,C001068,"Cohen, Steve",TN,D,8156,"Cohen, Steve",Mr. COHEN,Steve Cohen,
CREC-2016-01-08-pt1-PgH181-2,CREC-2016-01-08,2016-01-08,,1843,SPEAKING,H,114,J000288,"Johnson, Henry C. ""Hank,"" Jr.",GA,D,7901,"Johnson, Henry C. ""Hank,"" Jr.",Mr. JOHNSON of Georgia,"Henry C. ""Hank"" Johnson, Jr.","Mr. Henry C. ""Hank"" Johnson"
CREC-2016-01-08-pt1-PgH181-2,CREC-2016-01-08,2016-01-08,,2067,SPEAKING,H,114,F000460,"Farenthold, Blake",TX,R,8183,"Farenthold, Blake",Mr. FARENTHOLD,Blake Farenthold,
