granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-04-05-pt1-PgS-FrontMatter,CREC-2016-04-05,,,,,,,,,,,,
CREC-2016-04-05-pt1-PgS1645-4,CREC-2016-04-05,,,,,,,,,,,,
CREC-2016-04-05-pt1-PgS1645-6,CREC-2016-04-05,,,,,,,,,,,,
CREC-2016-04-05-pt1-PgS1645-7,CREC-2016-04-05,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2016-04-05-pt1-PgS1645-5,CREC-2016-04-05,,,,,,,,,,,,
CREC-2016-04-05-pt1-PgS1645-8,CREC-2016-04-05,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2016-04-05-pt1-PgS1645-2,CREC-2016-04-05,,,,,,,,,,,,
CREC-2016-04-05-pt1-PgS1645-3,CREC-2016-04-05,,,,,,,,,,,,
CREC-2016-04-05-pt1-PgS1646,CREC-2016-04-05,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2016-04-05-pt1-PgS1646-2,CREC-2016-04-05,,,,,,,,,,,,
CREC-2016-04-05-pt1-PgS1646-5,CREC-2016-04-05,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2016-04-05-pt1-PgS1646-4,CREC-2016-04-05,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2016-04-05-pt1-PgS1646-3,CREC-2016-04-05,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2016-04-05-pt1-PgS1648,CREC-2016-04-05,,,,,,,,,,,,
CREC-2016-04-05-pt1-PgS1655,CREC-2016-04-05,,SPEAKING,S,114,C000141,"Cardin, Benjamin L.",MD,D,"Cardin, Benjamin L.",Mr. CARDIN,Benjamin L. Cardin,Ben Cardin
CREC-2016-04-05-pt1-PgS1648-2,CREC-2016-04-05,,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,"Durbin, Richard J.",Mr. DURBIN,Richard J. Durbin,Richard Durbin
CREC-2016-04-05-pt1-PgS1648-2,CREC-2016-04-05,,SPEAKING,S,114,B001277,"Blumenthal, Richard",CT,D,"Blumenthal, Richard",Mr. BLUMENTHAL,Richard Blumenthal,
CREC-2016-04-05-pt1-PgS1648-2,CREC-2016-04-05,,SPEAKING,S,114,T000250,"Thune, John",SD,R,"Thune, John",Mr. THUNE,John Thune,
CREC-2016-04-05-pt1-PgS1648-2,CREC-2016-04-05,,SPEAKING,S,114,C001070,"Casey, Robert P., Jr.",PA,D,"Casey, Robert P., Jr.",Mr. CASEY,Robert P. Casey Jr.,Bob Casey
CREC-2016-04-05-pt1-PgS1648-2,CREC-2016-04-05,,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,"Cornyn, John",Mr. CORNYN,John Cornyn,
CREC-2016-04-05-pt1-PgS1648-2,CREC-2016-04-05,,SPEAKING,S,114,C000141,"Cardin, Benjamin L.",MD,D,"Cardin, Benjamin L.",Mr. CARDIN,Benjamin L. Cardin,Ben Cardin
CREC-2016-04-05-pt1-PgS1662,CREC-2016-04-05,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2016-04-05-pt1-PgS1655-2,CREC-2016-04-05,,SPEAKING,S,114,W000802,"Whitehouse, Sheldon",RI,D,"Whitehouse, Sheldon",Mr. WHITEHOUSE,Sheldon Whitehouse,
CREC-2016-04-05-pt1-PgS1655-2,CREC-2016-04-05,,SPEAKING,S,114,B001261,"Barrasso, John",WY,R,"Barrasso, John",Mr. BARRASSO,John Barrasso,
CREC-2016-04-05-pt1-PgS1655-2,CREC-2016-04-05,,SPEAKING,S,114,C000542,"Coats, Daniel",IN,R,"Coats, Daniel",Mr. COATS,Daniel Coats,Daniel Ray Coats
CREC-2016-04-05-pt1-PgS1655-2,CREC-2016-04-05,,SPEAKING,S,114,E000285,"Enzi, Michael B.",WY,R,"Enzi, Michael B.",Mr. ENZI,Michael B. Enzi,Michael Enzi
CREC-2016-04-05-pt1-PgS1655-2,CREC-2016-04-05,,SPEAKING,S,114,T000461,"Toomey, Patrick",PA,R,"Toomey, Patrick",Mr. TOOMEY,Patrick J. Toomey,Patrick Toomey
CREC-2016-04-05-pt1-PgS1655-2,CREC-2016-04-05,,SPEAKING,S,114,G000386,"Grassley, Chuck",IA,R,"Grassley, Chuck",Mr. GRASSLEY,Chuck Grassley,
CREC-2016-04-05-pt1-PgS1655-2,CREC-2016-04-05,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2016-04-05-pt1-PgS1664-2,CREC-2016-04-05,,SPEAKING,S,114,T000461,"Toomey, Patrick",PA,R,"Toomey, Patrick",Mr. TOOMEY,Patrick J. Toomey,Patrick Toomey
CREC-2016-04-05-pt1-PgS1664-3,CREC-2016-04-05,,SPEAKING,S,114,D000618,"Daines, Steve",MT,R,"Daines, Steve",Mr. DAINES,Steve Daines,
CREC-2016-04-05-pt1-PgS1664,CREC-2016-04-05,,SPEAKING,S,114,G000562,"Gardner, Cory",CO,R,"Gardner, Cory",Mr. GARDNER,Cory Gardner,
CREC-2016-04-05-pt1-PgS1664-5,CREC-2016-04-05,,SPEAKING,S,114,C001095,"Cotton, Tom",AR,R,"Cotton, Tom",Mr. COTTON,Tom Cotton,
CREC-2016-04-05-pt1-PgS1664-4,CREC-2016-04-05,,SPEAKING,S,114,D000618,"Daines, Steve",MT,R,"Daines, Steve",Mr. DAINES,Steve Daines,
CREC-2016-04-05-pt1-PgS1662-2,CREC-2016-04-05,,SPEAKING,S,114,C001071,"Corker, Bob",TN,R,"Corker, Bob",Mr. CORKER,Bob Corker,
