granuleId,packageId,date,committees,authorityId,chamber,committeeName,type
CREC-2015-01-06-pt1-PgH-FrontMatter,CREC-2015-01-06,2015-01-06,,,,,
CREC-2015-01-06-pt1-PgH2-2,CREC-2015-01-06,2015-01-06,,,,,
CREC-2015-01-06-pt1-PgH2,CREC-2015-01-06,2015-01-06,,,,,
CREC-2015-01-06-pt1-PgH1,CREC-2015-01-06,2015-01-06,,,,,
CREC-2015-01-06-pt1-PgH2-3,CREC-2015-01-06,2015-01-06,,,,,
CREC-2015-01-06-pt1-PgH6,CREC-2015-01-06,2015-01-06,,,,,
CREC-2015-01-06-pt1-PgH6-3,CREC-2015-01-06,2015-01-06,,,,,
CREC-2015-01-06-pt1-PgH6-2,CREC-2015-01-06,2015-01-06,,,,,
CREC-2015-01-06-pt1-PgH6-6,CREC-2015-01-06,2015-01-06,,,,,
CREC-2015-01-06-pt1-PgH6-4,CREC-2015-01-06,2015-01-06,,,,,
CREC-2015-01-06-pt1-PgH6-5,CREC-2015-01-06,2015-01-06,,,,,
CREC-2015-01-06-pt1-PgH7-2,CREC-2015-01-06,2015-01-06,,,,,
CREC-2015-01-06-pt1-PgH7,CREC-2015-01-06,2015-01-06,,,,,
CREC-2015-01-06-pt1-PgH6-7,CREC-2015-01-06,2015-01-06,,,,,
CREC-2015-01-06-pt1-PgH28,CREC-2015-01-06,2015-01-06,,,,,
CREC-2015-01-06-pt1-PgH7-3,CREC-2015-01-06,2015-01-06,,,,,
CREC-2015-01-06-pt1-PgH28-3,CREC-2015-01-06,2015-01-06,,,,,
CREC-2015-01-06-pt1-PgH28-2,CREC-2015-01-06,2015-01-06,,hsag00,H,Committee on Agriculture,S
CREC-2015-01-06-pt1-PgH28-2,CREC-2015-01-06,2015-01-06,,hsap00,H,Committee on Appropriations,S
CREC-2015-01-06-pt1-PgH28-2,CREC-2015-01-06,2015-01-06,,hsas00,H,Committee on Armed Services,S
CREC-2015-01-06-pt1-PgH28-2,CREC-2015-01-06,2015-01-06,,hsbu00,H,Committee on the Budget,S
CREC-2015-01-06-pt1-PgH28-2,CREC-2015-01-06,2015-01-06,,hsed00,H,Committee on Education and the Workforce,S
CREC-2015-01-06-pt1-PgH28-2,CREC-2015-01-06,2015-01-06,,hsif00,H,Committee on Energy and Commerce,S
CREC-2015-01-06-pt1-PgH28-2,CREC-2015-01-06,2015-01-06,,hsso00,H,Committee on Ethics,S
CREC-2015-01-06-pt1-PgH28-2,CREC-2015-01-06,2015-01-06,,hsba00,H,Committee on Financial Services,S
CREC-2015-01-06-pt1-PgH28-2,CREC-2015-01-06,2015-01-06,,hsfa00,H,Committee on Foreign Affairs,S
CREC-2015-01-06-pt1-PgH28-2,CREC-2015-01-06,2015-01-06,,hshm00,H,Committee on Homeland Security,S
CREC-2015-01-06-pt1-PgH28-2,CREC-2015-01-06,2015-01-06,,hsha00,H,Committee on House Administration,S
CREC-2015-01-06-pt1-PgH28-2,CREC-2015-01-06,2015-01-06,,hsju00,H,Committee on the Judiciary,S
CREC-2015-01-06-pt1-PgH28-2,CREC-2015-01-06,2015-01-06,,hsii00,H,Committee on Natural Resources,S
CREC-2015-01-06-pt1-PgH28-2,CREC-2015-01-06,2015-01-06,,hsgo00,H,Committee on Oversight and Government Reform,S
CREC-2015-01-06-pt1-PgH28-2,CREC-2015-01-06,2015-01-06,,hsru00,H,Committee on Rules,S
CREC-2015-01-06-pt1-PgH28-2,CREC-2015-01-06,2015-01-06,,hssy00,H,"Committee on Science, Space, and Technology",S
CREC-2015-01-06-pt1-PgH28-2,CREC-2015-01-06,2015-01-06,,hssm00,H,Committee on Small Business,S
CREC-2015-01-06-pt1-PgH28-2,CREC-2015-01-06,2015-01-06,,hspw00,H,Committee on Transportation and Infrastructure,S
CREC-2015-01-06-pt1-PgH28-2,CREC-2015-01-06,2015-01-06,,hsvr00,H,Committee on Veterans' Affairs,S
CREC-2015-01-06-pt1-PgH28-2,CREC-2015-01-06,2015-01-06,,hswm00,H,Committee on Ways and Means,S
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,jstx00,J,Joint Committee on Taxation,J
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,hsbu00,H,Committee on the Budget,S
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,jstx00,J,Joint Committee on Internal Revenue Taxation,J
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,hsru00,H,Committee on Rules,S
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,hsif00,H,Committee on Energy and Commerce,S
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,hsba00,H,Committee on Financial Services,S
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,hssy00,H,"Committee on Science, Space, and Technology",S
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,hswm00,H,Committee on Ways and Means,S
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,hsju00,H,Committee on the Judiciary,S
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,hsap00,H,Committee on Appropriations,S
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,hsgo00,H,Committee on Oversight and Government Reform,S
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,hlig00,H,Permanent Select Committee on Intelligence,L
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,hsag00,H,Committee on Agriculture,S
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,hsas00,H,Committee on Armed Services,S
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,hsfa00,H,Committee on Foreign Affairs,S
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,hspw00,H,Committee on Transportation and Infrastructure,S
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,hsha00,H,Committee on House Administration,S
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,hsso00,H,Committee on Standards of Official Conduct,S
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,hsso00,H,Committee on Ethics,S
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,hsii00,H,Committee on Natural Resources,S
CREC-2015-01-06-pt1-PgH28-4,CREC-2015-01-06,2015-01-06,,,,,
CREC-2015-01-06-pt1-PgH28-5,CREC-2015-01-06,2015-01-06,,,,,
CREC-2015-01-06-pt1-PgH32,CREC-2015-01-06,2015-01-06,,,,,
CREC-2015-01-06-pt1-PgH29,CREC-2015-01-06,2015-01-06,,,,,
CREC-2015-01-06-pt1-PgH32-2,CREC-2015-01-06,2015-01-06,,,,,
CREC-2015-01-06-pt1-PgH32-3,CREC-2015-01-06,2015-01-06,,,,,
CREC-2015-01-06-pt1-PgH32-4,CREC-2015-01-06,2015-01-06,,,,,
CREC-2015-01-06-pt1-PgH33,CREC-2015-01-06,2015-01-06,,,,,
CREC-2015-01-06-pt1-PgH35,CREC-2015-01-06,2015-01-06,,,,,
CREC-2015-01-06-pt1-PgH33-2,CREC-2015-01-06,2015-01-06,,hsso00,H,Committee on Standards of Official Conduct,S
CREC-2015-01-06-pt1-PgH35-2,CREC-2015-01-06,2015-01-06,,hlig00,H,Permanent Select Committee on Intelligence,L
CREC-2015-01-06-pt1-PgH35-5,CREC-2015-01-06,2015-01-06,,,,,
CREC-2015-01-06-pt1-PgH35-4,CREC-2015-01-06,2015-01-06,,,,,
CREC-2015-01-06-pt1-PgH35-3,CREC-2015-01-06,2015-01-06,,,,,
CREC-2015-01-06-pt1-PgH35-7,CREC-2015-01-06,2015-01-06,,,,,
CREC-2015-01-06-pt1-PgH35-8,CREC-2015-01-06,2015-01-06,,,,,
CREC-2015-01-06-pt1-PgH35-9,CREC-2015-01-06,2015-01-06,,,,,
CREC-2015-01-06-pt1-PgH35-10,CREC-2015-01-06,2015-01-06,,hsap00,H,Committee on Appropriations,S
CREC-2015-01-06-pt1-PgH35-10,CREC-2015-01-06,2015-01-06,,hsha00,H,Committee on House Administration,S
CREC-2015-01-06-pt1-PgH35-10,CREC-2015-01-06,2015-01-06,,hswm00,H,Committee on Ways and Means,S
CREC-2015-01-06-pt1-PgH35-6,CREC-2015-01-06,2015-01-06,,,,,
