granuleId,packageId,date,references,collectionCode,collectionName,contents__number,contents__congress,contents__type
CREC-2015-01-06-pt1-PgH-FrontMatter,CREC-2015-01-06,2015-01-06,,,,,,
CREC-2015-01-06-pt1-PgH2-2,CREC-2015-01-06,2015-01-06,,,,,,
CREC-2015-01-06-pt1-PgH2,CREC-2015-01-06,2015-01-06,,,,,,
CREC-2015-01-06-pt1-PgH1,CREC-2015-01-06,2015-01-06,,,,,,
CREC-2015-01-06-pt1-PgH2-3,CREC-2015-01-06,2015-01-06,,,,,,
CREC-2015-01-06-pt1-PgH6,CREC-2015-01-06,2015-01-06,,,,,,
CREC-2015-01-06-pt1-PgH6-3,CREC-2015-01-06,2015-01-06,,,,,,
CREC-2015-01-06-pt1-PgH6-2,CREC-2015-01-06,2015-01-06,,,,,,
CREC-2015-01-06-pt1-PgH6-6,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,1,114,HRES
CREC-2015-01-06-pt1-PgH6-6,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,1,114,HRES
CREC-2015-01-06-pt1-PgH6-4,CREC-2015-01-06,2015-01-06,,,,,,
CREC-2015-01-06-pt1-PgH6-5,CREC-2015-01-06,2015-01-06,,,,,,
CREC-2015-01-06-pt1-PgH7-2,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,3,114,HRES
CREC-2015-01-06-pt1-PgH7-2,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,3,114,HRES
CREC-2015-01-06-pt1-PgH7,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,3,114,HRES
CREC-2015-01-06-pt1-PgH7,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,3,114,HRES
CREC-2015-01-06-pt1-PgH6-7,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,2,114,HRES
CREC-2015-01-06-pt1-PgH6-7,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,2,114,HRES
CREC-2015-01-06-pt1-PgH28,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,2,114,SRES
CREC-2015-01-06-pt1-PgH28,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,2,114,SRES
CREC-2015-01-06-pt1-PgH28,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,5,114,SRES
CREC-2015-01-06-pt1-PgH28,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,10,114,SRES
CREC-2015-01-06-pt1-PgH28,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,13,114,SRES
CREC-2015-01-06-pt1-PgH7-3,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,4,114,HRES
CREC-2015-01-06-pt1-PgH7-3,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,4,114,HRES
CREC-2015-01-06-pt1-PgH28-3,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,7,114,HRES
CREC-2015-01-06-pt1-PgH28-3,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,7,114,HRES
CREC-2015-01-06-pt1-PgH28-2,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,6,114,HRES
CREC-2015-01-06-pt1-PgH28-2,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,6,114,HRES
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,3049,109,HR
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,24,110,HRES
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,895,110,HRES
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,1451,110,HRES
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,1497,110,HR
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,706,112,HRES
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,2492,112,HR
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,25,113,HCONRES
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,567,113,HRES
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,676,113,HRES
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,2642,113,HR
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,1,114,HR
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,5,114,HRES
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,10,114,HR
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,11,114,HR
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,20,114,HR
CREC-2015-01-06-pt1-PgH28-4,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,119,95,HRES
CREC-2015-01-06-pt1-PgH28-4,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,8,114,HRES
CREC-2015-01-06-pt1-PgH28-4,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,119,114,HRES
CREC-2015-01-06-pt1-PgH28-5,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,9,114,HRES
CREC-2015-01-06-pt1-PgH28-5,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,9,114,HRES
CREC-2015-01-06-pt1-PgH32,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,1,114,HCONRES
CREC-2015-01-06-pt1-PgH32,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,1,114,HCONRES
CREC-2015-01-06-pt1-PgH29,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,22,114,HR
CREC-2015-01-06-pt1-PgH29,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,22,114,HR
CREC-2015-01-06-pt1-PgH32-2,CREC-2015-01-06,2015-01-06,,,,,,
CREC-2015-01-06-pt1-PgH32-3,CREC-2015-01-06,2015-01-06,,,,,,
CREC-2015-01-06-pt1-PgH32-4,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,9,114,HRES
CREC-2015-01-06-pt1-PgH32-4,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,9,114,HRES
CREC-2015-01-06-pt1-PgH33,CREC-2015-01-06,2015-01-06,,,,,,
CREC-2015-01-06-pt1-PgH35,CREC-2015-01-06,2015-01-06,,,,,,
CREC-2015-01-06-pt1-PgH33-2,CREC-2015-01-06,2015-01-06,,,,,,
CREC-2015-01-06-pt1-PgH35-2,CREC-2015-01-06,2015-01-06,,,,,,
CREC-2015-01-06-pt1-PgH35-5,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,1,114,HCONRES
CREC-2015-01-06-pt1-PgH35-4,CREC-2015-01-06,2015-01-06,,,,,,
CREC-2015-01-06-pt1-PgH35-3,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,5,114,HRES
CREC-2015-01-06-pt1-PgH35-3,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,5,114,HRES
CREC-2015-01-06-pt1-PgH35-7,CREC-2015-01-06,2015-01-06,,,,,,
CREC-2015-01-06-pt1-PgH35-8,CREC-2015-01-06,2015-01-06,,,,,,
CREC-2015-01-06-pt1-PgH35-9,CREC-2015-01-06,2015-01-06,,,,,,
CREC-2015-01-06-pt1-PgH35-10,CREC-2015-01-06,2015-01-06,,,,,,
CREC-2015-01-06-pt1-PgH35-6,CREC-2015-01-06,2015-01-06,,,,,,
CREC-2015-01-06-pt1-PgH43-2,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,3,114,HR
CREC-2015-01-06-pt1-PgH35-11,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,1,114,HJRES
CREC-2015-01-06-pt1-PgH35-11,CREC-2015-01-06,2015-01-06,,BILLS,Congressional Bills,1,114,HCONRES
