granuleId,packageId,date,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-02-03-pt1-PgH-FrontMatter-2,CREC-2015-02-03,2015-02-03,,,,,,,,,,,,,,
CREC-2015-02-03-pt1-PgH707-2,CREC-2015-02-03,2015-02-03,,,,,,,,,,,,,,
CREC-2015-02-03-pt1-PgH707,CREC-2015-02-03,2015-02-03,,,,,,,,,,,,,,
CREC-2015-02-03-pt1-PgH708,CREC-2015-02-03,2015-02-03,,7809,1908,SPEAKING,H,114,M001177,"McClintock, Tom",CA,R,"McClintock, Tom",Mr. McCLINTOCK,Tom McClintock,
CREC-2015-02-03-pt1-PgH707-3,CREC-2015-02-03,2015-02-03,,,,,,,,,,,,,,
CREC-2015-02-03-pt1-PgH707-4,CREC-2015-02-03,2015-02-03,,7968,1504,SPEAKING,H,114,M000312,"McGovern, James P.",MA,D,"McGovern, James P.",Mr. McGOVERN,James P. McGovern,James Mcgovern
CREC-2015-02-03-pt1-PgH709,CREC-2015-02-03,2015-02-03,,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2015-02-03-pt1-PgH709-2,CREC-2015-02-03,2015-02-03,,8146,208,SPEAKING,H,114,C000537,"Clyburn, James E.",SC,D,"Clyburn, James E.",Mr. CLYBURN,James E. Clyburn,James Clyburn
CREC-2015-02-03-pt1-PgH708-2,CREC-2015-02-03,2015-02-03,,8116,99,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,"Blumenauer, Earl",Mr. BLUMENAUER,Earl Blumenauer,
CREC-2015-02-03-pt1-PgH710-2,CREC-2015-02-03,2015-02-03,,,,,,,,,,,,,,
CREC-2015-02-03-pt1-PgH710,CREC-2015-02-03,2015-02-03,,,,,,,,,,,,,,
CREC-2015-02-03-pt1-PgH710-3,CREC-2015-02-03,2015-02-03,,,,,,,,,,,,,,
CREC-2015-02-03-pt1-PgH710-4,CREC-2015-02-03,2015-02-03,,7869,1913,SPEAKING,H,114,H001047,"Himes, James A.",CT,D,"Himes, James A.",Mr. HIMES,James A. Himes,Mr. James Himes
CREC-2015-02-03-pt1-PgH710-5,CREC-2015-02-03,2015-02-03,,,,,,,,,,,,,,
CREC-2015-02-03-pt1-PgH710-6,CREC-2015-02-03,2015-02-03,,,,,,,,,,,,,,
CREC-2015-02-03-pt1-PgH710-7,CREC-2015-02-03,2015-02-03,,8159,603,SPEAKING,H,114,J000174,"Johnson, Sam",TX,R,"Johnson, Sam",Mr. SAM JOHNSON of Texas,Sam Johnson,
CREC-2015-02-03-pt1-PgH710-8,CREC-2015-02-03,2015-02-03,,,2104,SPEAKING,H,114,S001193,"Swalwell, Eric",CA,D,"Swalwell, Eric",Mr. SWALWELL of California,Eric Swalwell,
CREC-2015-02-03-pt1-PgH710-9,CREC-2015-02-03,2015-02-03,,8123,1952,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,"Thompson, Glenn",Mr. THOMPSON of Pennsylvania,Glenn Thompson,
CREC-2015-02-03-pt1-PgH711,CREC-2015-02-03,2015-02-03,,,2159,SPEAKING,H,114,C001090,"Cartwright, Matt",PA,D,"Cartwright, Matt",Mr. CARTWRIGHT,Matt Cartwright,
CREC-2015-02-03-pt1-PgH711-2,CREC-2015-02-03,2015-02-03,,7951,2021,SPEAKING,H,114,Y000063,"Yoder, Kevin",KS,R,"Yoder, Kevin",Mr. YODER,Kevin Yoder,
CREC-2015-02-03-pt1-PgH711-3,CREC-2015-02-03,2015-02-03,,8088,1794,SPEAKING,H,114,H001038,"Higgins, Brian",NY,D,"Higgins, Brian",Mr. HIGGINS,Brian Higgins,
CREC-2015-02-03-pt1-PgH711-5,CREC-2015-02-03,2015-02-03,,7869,1913,SPEAKING,H,114,H001047,"Himes, James A.",CT,D,"Himes, James A.",Mr. HIMES,James A. Himes,Mr. James Himes
