granuleId,packageId,date,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2016-04-19-pt1-PgH1805,CREC-2016-04-19,2016-04-19,,,,,,,,,,,,
CREC-2016-04-19-pt1-PgH1805-2,CREC-2016-04-19,2016-04-19,,,,,,,,,,,,
CREC-2016-04-19-pt1-PgH-FrontMatter-4,CREC-2016-04-19,2016-04-19,,,,,,,,,,,,
CREC-2016-04-19-pt1-PgH1806,CREC-2016-04-19,2016-04-19,,SPEAKING,H,114,Y000065,"Yoho, Ted S.",FL,R,"Yoho, Ted S.",Ted Yoho,Mr. YOHO,Ted S. Yoho
CREC-2016-04-19-pt1-PgH1805-4,CREC-2016-04-19,2016-04-19,,SPEAKING,H,114,Q000023,"Quigley, Mike",IL,D,"Quigley, Mike",,Mr. QUIGLEY,Mike Quigley
CREC-2016-04-19-pt1-PgH1805-3,CREC-2016-04-19,2016-04-19,,,,,,,,,,,,
CREC-2016-04-19-pt1-PgH1806-2,CREC-2016-04-19,2016-04-19,,SPEAKING,H,114,E000293,"Esty, Elizabeth H.",CT,D,"Esty, Elizabeth H.",Elizabeth Esty,Ms. ESTY,Elizabeth H. Esty
CREC-2016-04-19-pt1-PgH1809,CREC-2016-04-19,2016-04-19,,SPEAKING,H,114,K000188,"Kind, Ron",WI,D,"Kind, Ron",,Mr. KIND,Ron Kind
CREC-2016-04-19-pt1-PgH1807,CREC-2016-04-19,2016-04-19,,SPEAKING,H,114,J000255,"Jones, Walter B., Jr.",NC,R,"Jones, Walter B., Jr.",Walter Jones,Mr. JONES,Walter B. Jones
CREC-2016-04-19-pt1-PgH1809-2,CREC-2016-04-19,2016-04-19,,SPEAKING,H,114,P000605,"Perry, Scott",PA,R,"Perry, Scott",,Mr. PERRY,Scott Perry
CREC-2016-04-19-pt1-PgH1810,CREC-2016-04-19,2016-04-19,,SPEAKING,H,114,S001175,"Speier, Jackie",CA,D,"Speier, Jackie",,Ms. SPEIER,Jackie Speier
CREC-2016-04-19-pt1-PgH1810-2,CREC-2016-04-19,2016-04-19,,SPEAKING,H,114,C001107,"Curbelo, Carlos",FL,R,"Curbelo, Carlos",,Mr. CURBELO of Florida,Carlos Curbelo
CREC-2016-04-19-pt1-PgH1811,CREC-2016-04-19,2016-04-19,,SPEAKING,H,114,L000559,"Langevin, James R.",RI,D,"Langevin, James R.",James Langevin,Mr. LANGEVIN,James R. Langevin
CREC-2016-04-19-pt1-PgH1811-2,CREC-2016-04-19,2016-04-19,,,,,,,,,,,,
CREC-2016-04-19-pt1-PgH1811-3,CREC-2016-04-19,2016-04-19,,,,,,,,,,,,
CREC-2016-04-19-pt1-PgH1812,CREC-2016-04-19,2016-04-19,,,,,,,,,,,,
CREC-2016-04-19-pt1-PgH1811-4,CREC-2016-04-19,2016-04-19,,,,,,,,,,,,
CREC-2016-04-19-pt1-PgH1812-2,CREC-2016-04-19,2016-04-19,,,,,,,,,,,,
CREC-2016-04-19-pt1-PgH1812-3,CREC-2016-04-19,2016-04-19,,,,,,,,,,,,
CREC-2016-04-19-pt1-PgH1812-4,CREC-2016-04-19,2016-04-19,,,,,,,,,,,,
CREC-2016-04-19-pt1-PgH1812-7,CREC-2016-04-19,2016-04-19,,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,"Wilson, Joe",,Mr. WILSON of South Carolina,Joe Wilson
CREC-2016-04-19-pt1-PgH1812-6,CREC-2016-04-19,2016-04-19,,SPEAKING,H,114,L000579,"Lowenthal, Alan S.",CA,D,"Lowenthal, Alan S.",Alan Lowenthal,Mr. LOWENTHAL,Alan S. Lowenthal
CREC-2016-04-19-pt1-PgH1812-5,CREC-2016-04-19,2016-04-19,,SPEAKING,H,114,W000812,"Wagner, Ann",MO,R,"Wagner, Ann",,Mrs. WAGNER,Ann Wagner
CREC-2016-04-19-pt1-PgH1812-8,CREC-2016-04-19,2016-04-19,,SPEAKING,H,114,H001038,"Higgins, Brian",NY,D,"Higgins, Brian",,Mr. HIGGINS,Brian Higgins
CREC-2016-04-19-pt1-PgH1812-9,CREC-2016-04-19,2016-04-19,,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,"Foxx, Virginia",,Ms. FOXX,Virginia Foxx
CREC-2016-04-19-pt1-PgH1813,CREC-2016-04-19,2016-04-19,,SPEAKING,H,114,M000312,"McGovern, James P.",MA,D,"McGovern, James P.",James McGovern,Mr. McGOVERN,James P. McGovern
CREC-2016-04-19-pt1-PgH1813-2,CREC-2016-04-19,2016-04-19,,SPEAKING,H,114,G000563,"Gibbs, Bob",OH,R,"Gibbs, Bob",,Mr. GIBBS,Bob Gibbs
CREC-2016-04-19-pt1-PgH1813-3,CREC-2016-04-19,2016-04-19,,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,"Kildee, Daniel T.",Daniel Kildee,Mr. KILDEE,Daniel T. Kildee
CREC-2016-04-19-pt1-PgH1813-4,CREC-2016-04-19,2016-04-19,,SPEAKING,H,114,M001158,"Marchant, Kenny",TX,R,"Marchant, Kenny",,Mr. MARCHANT,Kenny Marchant
CREC-2016-04-19-pt1-PgH1813-5,CREC-2016-04-19,2016-04-19,,SPEAKING,H,114,V000130,"Vargas, Juan",CA,D,"Vargas, Juan",,Mr. VARGAS,Juan Vargas
CREC-2016-04-19-pt1-PgH1814-2,CREC-2016-04-19,2016-04-19,,SPEAKING,H,114,M001156,"McHenry, Patrick T.",NC,R,"McHenry, Patrick T.",Patrick McHenry,Mr. McHENRY,Patrick T. McHenry
CREC-2016-04-19-pt1-PgH1814,CREC-2016-04-19,2016-04-19,,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,"Ros-Lehtinen, Ileana",,Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen
CREC-2016-04-19-pt1-PgH1813-6,CREC-2016-04-19,2016-04-19,,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,"Thompson, Glenn",,Mr. THOMPSON of Pennsylvania,Glenn Thompson
CREC-2016-04-19-pt1-PgH1814-3,CREC-2016-04-19,2016-04-19,,SPEAKING,H,114,S000583,"Smith, Lamar",TX,R,"Smith, Lamar",,Mr. SMITH of Texas,Lamar Smith
CREC-2016-04-19-pt1-PgH1814-4,CREC-2016-04-19,2016-04-19,,SPEAKING,H,114,D000533,"Duncan, John J., Jr.",TN,R,"Duncan, John J., Jr.",John Duncan,Mr. DUNCAN of Tennessee,"John J. Duncan, Jr."
CREC-2016-04-19-pt1-PgH1814-4,CREC-2016-04-19,2016-04-19,,SPEAKING,H,114,D000533,"Duncan, John J., Jr.",TN,R,"Duncan, John J., Jr.",John J. Duncan,Mr. DUNCAN of Tennessee,"John J. Duncan, Jr."
CREC-2016-04-19-pt1-PgH1814-5,CREC-2016-04-19,2016-04-19,,,,,,,,,,,,
CREC-2016-04-19-pt1-PgH1819,CREC-2016-04-19,2016-04-19,,SPEAKING,H,114,C001093,"Collins, Doug",GA,R,"Collins, Doug",,Mr. COLLINS of Georgia,Doug Collins
