granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2015-07-09-pt1-PgH4959,CREC-2015-07-09,,,,,,,,,,,,
CREC-2015-07-09-pt1-PgH4960,CREC-2015-07-09,,SPEAKING,H,114,G000535,"Gutierrez, Luis V.",IL,D,"Gutierrez, Luis V.",Luis Gutierrez,Mr. GUTIERREZ,Luis V. Gutierrez
CREC-2015-07-09-pt1-PgH-FrontMatter-2,CREC-2015-07-09,,,,,,,,,,,,
CREC-2015-07-09-pt1-PgH4959-4,CREC-2015-07-09,,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,"Blumenauer, Earl",,Mr. BLUMENAUER,Earl Blumenauer
CREC-2015-07-09-pt1-PgH4959-5,CREC-2015-07-09,,SPEAKING,H,114,J000296,"Jolly, David W.",FL,R,"Jolly, David W.",David Jolly,Mr. JOLLY,David W. Jolly
CREC-2015-07-09-pt1-PgH4959-2,CREC-2015-07-09,,,,,,,,,,,,
CREC-2015-07-09-pt1-PgH4959-3,CREC-2015-07-09,,,,,,,,,,,,
CREC-2015-07-09-pt1-PgH4961,CREC-2015-07-09,,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,"Foxx, Virginia",,Ms. FOXX,Virginia Foxx
CREC-2015-07-09-pt1-PgH4961-2,CREC-2015-07-09,,SPEAKING,H,114,Q000023,"Quigley, Mike",IL,D,"Quigley, Mike",,Mr. QUIGLEY,Mike Quigley
CREC-2015-07-09-pt1-PgH4962,CREC-2015-07-09,,SPEAKING,H,114,G000563,"Gibbs, Bob",OH,R,"Gibbs, Bob",,Mr. GIBBS,Bob Gibbs
CREC-2015-07-09-pt1-PgH4962-2,CREC-2015-07-09,,SPEAKING,H,114,B001251,"Butterfield, G. K.",NC,D,"Butterfield, G. K.",,Mr. BUTTERFIELD,G. K. Butterfield
CREC-2015-07-09-pt1-PgH4964,CREC-2015-07-09,,SPEAKING,H,114,R000591,"Roby, Martha",AL,R,"Roby, Martha",,Mrs. ROBY,Martha Roby
CREC-2015-07-09-pt1-PgH4964-2,CREC-2015-07-09,,SPEAKING,H,114,J000294,"Jeffries, Hakeem S.",NY,D,"Jeffries, Hakeem S.",Hakeem Jeffries,Mr. JEFFRIES,Hakeem S. Jeffries
CREC-2015-07-09-pt1-PgH4965,CREC-2015-07-09,,SPEAKING,H,114,J000297,"Jenkins, Evan H.",WV,R,"Jenkins, Evan H.",Evan Jenkins,Mr. JENKINS of West Virginia,Evan H. Jenkins
CREC-2015-07-09-pt1-PgH4963-2,CREC-2015-07-09,,SPEAKING,H,114,H000874,"Hoyer, Steny H.",MD,D,"Hoyer, Steny H.",Steny Hoyer,Mr. HOYER,Steny H. Hoyer
CREC-2015-07-09-pt1-PgH4963,CREC-2015-07-09,,SPEAKING,H,114,M001151,"Murphy, Tim",PA,R,"Murphy, Tim",,Mr. MURPHY of Pennsylvania,Tim Murphy
CREC-2015-07-09-pt1-PgH4965-2,CREC-2015-07-09,,SPEAKING,H,114,M001143,"McCollum, Betty",MN,D,"McCollum, Betty",,Ms. McCOLLUM,Betty McCollum
CREC-2015-07-09-pt1-PgH4966,CREC-2015-07-09,,SPEAKING,H,114,C000537,"Clyburn, James E.",SC,D,"Clyburn, James E.",James Clyburn,Mr. CLYBURN,James E. Clyburn
CREC-2015-07-09-pt1-PgH4965-3,CREC-2015-07-09,,SPEAKING,H,114,B001243,"Blackburn, Marsha",TN,R,"Blackburn, Marsha",,Mrs. BLACKBURN,Marsha Blackburn
CREC-2015-07-09-pt1-PgH4966-2,CREC-2015-07-09,,SPEAKING,H,114,B001257,"Bilirakis, Gus M.",FL,R,"Bilirakis, Gus M.",Gus Bilirakis,Mr. BILIRAKIS,Gus M. Bilirakis
CREC-2015-07-09-pt1-PgH4966-3,CREC-2015-07-09,,SPEAKING,H,114,S000030,"Sanchez, Loretta",CA,D,"Sanchez, Loretta",,Ms. LORETTA SANCHEZ of California,Loretta Sanchez
CREC-2015-07-09-pt1-PgH4968,CREC-2015-07-09,,SPEAKING,H,114,K000362,"King, Steve",IA,R,"King, Steve",,Mr. KING of Iowa,Steve King
