granuleId,packageId,role,chamber,congress,bioGuideId,memberName,state,party,members,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2016-04-27-pt1-PgH2000,CREC-2016-04-27,SPEAKING,H,114,D000613,"Dold, Robert J.",IL,R,,"Dold, Robert J.",Robert Dold,Mr. DOLD,Robert J. Dold
CREC-2016-04-27-pt1-PgH-FrontMatter,CREC-2016-04-27,,,,,,,,,,,,
CREC-2016-04-27-pt1-PgH1999-5,CREC-2016-04-27,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,,"Blumenauer, Earl",,Mr. BLUMENAUER,Earl Blumenauer
CREC-2016-04-27-pt1-PgH1999-4,CREC-2016-04-27,SPEAKING,H,114,P000594,"Paulsen, Erik",MN,R,,"Paulsen, Erik",,Mr. PAULSEN,Erik Paulsen
CREC-2016-04-27-pt1-PgH1999-2,CREC-2016-04-27,,,,,,,,,,,,
CREC-2016-04-27-pt1-PgH1999,CREC-2016-04-27,,,,,,,,,,,,
CREC-2016-04-27-pt1-PgH2001,CREC-2016-04-27,SPEAKING,H,114,C001084,"Cicilline, David N.",RI,D,,"Cicilline, David N.",David Cicilline,Mr. CICILLINE,David N. Cicilline
CREC-2016-04-27-pt1-PgH1999-3,CREC-2016-04-27,,,,,,,,,,,,
CREC-2016-04-27-pt1-PgH2001-2,CREC-2016-04-27,SPEAKING,H,114,Z000017,"Zeldin, Lee M.",NY,R,,"Zeldin, Lee M.",Lee Zeldin,Mr. ZELDIN,Lee M. Zeldin
CREC-2016-04-27-pt1-PgH2002,CREC-2016-04-27,SPEAKING,H,114,C001059,"Costa, Jim",CA,D,,"Costa, Jim",,Mr. COSTA,Jim Costa
CREC-2016-04-27-pt1-PgH2003-2,CREC-2016-04-27,SPEAKING,H,114,M001195,"Mooney, Alexander X.",WV,R,,"Mooney, Alexander X.",Alexander Mooney,Mr. MOONEY of West Virginia,Alexander X. Mooney
CREC-2016-04-27-pt1-PgH2003,CREC-2016-04-27,SPEAKING,H,114,C001107,"Curbelo, Carlos",FL,R,,"Curbelo, Carlos",,Mr. CURBELO of Florida,Carlos Curbelo
CREC-2016-04-27-pt1-PgH2002-2,CREC-2016-04-27,SPEAKING,H,114,P000605,"Perry, Scott",PA,R,,"Perry, Scott",,Mr. PERRY,Scott Perry
CREC-2016-04-27-pt1-PgH2004-2,CREC-2016-04-27,SPEAKING,H,114,B001282,"Barr, Andy",KY,R,,"Barr, Andy",,Mr. BARR,Andy Barr
CREC-2016-04-27-pt1-PgH2005,CREC-2016-04-27,,,,,,,,,,,,
CREC-2016-04-27-pt1-PgH2004,CREC-2016-04-27,SPEAKING,H,114,R000585,"Reed, Tom",NY,R,,"Reed, Tom",,Mr. REED,Tom Reed
CREC-2016-04-27-pt1-PgH2005-2,CREC-2016-04-27,,,,,,,,,,,,
CREC-2016-04-27-pt1-PgH2005-7,CREC-2016-04-27,,,,,,,,,,,,
CREC-2016-04-27-pt1-PgH2005-3,CREC-2016-04-27,,,,,,,,,,,,
CREC-2016-04-27-pt1-PgH2005-5,CREC-2016-04-27,,,,,,,,,,,,
CREC-2016-04-27-pt1-PgH2005-6,CREC-2016-04-27,SPEAKING,H,114,D000613,"Dold, Robert J.",IL,R,,"Dold, Robert J.",Robert Dold,Mr. DOLD,Robert J. Dold
CREC-2016-04-27-pt1-PgH2005-9,CREC-2016-04-27,SPEAKING,H,114,H001038,"Higgins, Brian",NY,D,,"Higgins, Brian",,Mr. HIGGINS,Brian Higgins
CREC-2016-04-27-pt1-PgH2005-4,CREC-2016-04-27,,,,,,,,,,,,
CREC-2016-04-27-pt1-PgH2005-8,CREC-2016-04-27,SPEAKING,H,114,C001087,"Crawford, Eric A. ""Rick""",AR,R,,"Crawford, Eric A. ""Rick""",Eric Crawford,Mr. CRAWFORD,"Eric A. ""Rick"" Crawford"
CREC-2016-04-27-pt1-PgH2005-10,CREC-2016-04-27,SPEAKING,H,114,L000573,"Labrador, Raul R.",ID,R,,"Labrador, Raul R.",Raul Labrador,Mr. LABRADOR,Raul R. Labrador
CREC-2016-04-27-pt1-PgH2006,CREC-2016-04-27,SPEAKING,H,114,C001084,"Cicilline, David N.",RI,D,,"Cicilline, David N.",David Cicilline,Mr. CICILLINE,David N. Cicilline
CREC-2016-04-27-pt1-PgH2006-2,CREC-2016-04-27,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,,"Ros-Lehtinen, Ileana",,Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen
CREC-2016-04-27-pt1-PgH2006-3,CREC-2016-04-27,SPEAKING,H,114,C001080,"Chu, Judy",CA,D,,"Chu, Judy",,Ms. JUDY CHU of California,Judy Chu
CREC-2016-04-27-pt1-PgH2006-4,CREC-2016-04-27,SPEAKING,H,114,A000374,"Abraham, Ralph Lee",LA,R,,"Abraham, Ralph Lee",Ralph Abraham,Mr. ABRAHAM,Ralph Lee Abraham
CREC-2016-04-27-pt1-PgH2006-6,CREC-2016-04-27,SPEAKING,H,114,S001192,"Stewart, Chris",UT,R,,"Stewart, Chris",,Mr. STEWART,Chris Stewart
CREC-2016-04-27-pt1-PgH2007,CREC-2016-04-27,SPEAKING,H,114,C001090,"Cartwright, Matt",PA,D,,"Cartwright, Matt",,Mr. CARTWRIGHT,Matt Cartwright
CREC-2016-04-27-pt1-PgH2006-5,CREC-2016-04-27,SPEAKING,H,114,Q000023,"Quigley, Mike",IL,D,,"Quigley, Mike",,Mr. QUIGLEY,Mike Quigley
CREC-2016-04-27-pt1-PgH2007-2,CREC-2016-04-27,SPEAKING,H,114,S000583,"Smith, Lamar",TX,R,,"Smith, Lamar",,Mr. SMITH of Texas,Lamar Smith
CREC-2016-04-27-pt1-PgH2007-3,CREC-2016-04-27,SPEAKING,H,114,F000454,"Foster, Bill",IL,D,,"Foster, Bill",,Mr. FOSTER,Bill Foster
CREC-2016-04-27-pt1-PgH2007-4,CREC-2016-04-27,SPEAKING,H,114,B001243,"Blackburn, Marsha",TN,R,,"Blackburn, Marsha",,Mrs. BLACKBURN,Marsha Blackburn
CREC-2016-04-27-pt1-PgH2007-5,CREC-2016-04-27,SPEAKING,H,114,S001175,"Speier, Jackie",CA,D,,"Speier, Jackie",,Ms. SPEIER,Jackie Speier
CREC-2016-04-27-pt1-PgH2007-6,CREC-2016-04-27,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,,"Thompson, Glenn",,Mr. THOMPSON of Pennsylvania,Glenn Thompson
CREC-2016-04-27-pt1-PgH2008,CREC-2016-04-27,SPEAKING,H,114,C001103,"Carter, Earl L. ""Buddy""",GA,R,,"Carter, Earl L. ""Buddy""",Earl Carter,Mr. CARTER of Georgia,"Earl L. ""Buddy"" Carter"
CREC-2016-04-27-pt1-PgH2014,CREC-2016-04-27,,,,,,,,,,,,
CREC-2016-04-27-pt1-PgH2008-2,CREC-2016-04-27,SPEAKING,H,114,S000250,"Sessions, Pete",TX,R,,"Sessions, Pete",,Mr. SESSIONS,Pete Sessions
CREC-2016-04-27-pt1-PgH2008-2,CREC-2016-04-27,SPEAKING,H,114,M000312,"McGovern, James P.",MA,D,,"McGovern, James P.",James McGovern,Mr. McGOVERN,James P. McGovern
