granuleId,packageId,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-04-16-pt1-PgH2273-4,CREC-2015-04-16,,,,,,,,,,,,,,
CREC-2015-04-16-pt1-PgH2273-6,CREC-2015-04-16,,7809,1908,SPEAKING,H,114,M001177,"McClintock, Tom",CA,R,"McClintock, Tom",Mr. McCLINTOCK,Tom McClintock,
CREC-2015-04-16-pt1-PgH2273-7,CREC-2015-04-16,,,2234,SPEAKING,H,114,G000575,"Graham, Gwen",FL,D,"Graham, Gwen",Ms. GRAHAM,Gwen Graham,
CREC-2015-04-16-pt1-PgH2273-2,CREC-2015-04-16,,,,,,,,,,,,,,
CREC-2015-04-16-pt1-PgH2273-5,CREC-2015-04-16,,,,,,,,,,,,,,
CREC-2015-04-16-pt1-PgH-FrontMatter-3,CREC-2015-04-16,,,,,,,,,,,,,,
CREC-2015-04-16-pt1-PgH2273,CREC-2015-04-16,,,,,,,,,,,,,,
CREC-2015-04-16-pt1-PgH2273-3,CREC-2015-04-16,,,,,,,,,,,,,,
CREC-2015-04-16-pt1-PgH2273-8,CREC-2015-04-16,,,2121,SPEAKING,H,114,C001093,"Collins, Doug",GA,R,"Collins, Doug",Mr. COLLINS of Georgia,Doug Collins,
CREC-2015-04-16-pt1-PgH2274-2,CREC-2015-04-16,,7905,2009,SPEAKING,H,114,S001189,"Scott, Austin",GA,R,"Scott, Austin",Mr. AUSTIN SCOTT of Georgia,Austin Scott,
CREC-2015-04-16-pt1-PgH2274,CREC-2015-04-16,,8132,316,SPEAKING,H,114,D000482,"Doyle, Michael F.",PA,D,"Doyle, Michael F.",Mr. MICHAEL F. DOYLE of Pennsylvania,Michael F. Doyle,Mike Doyle
CREC-2015-04-16-pt1-PgH2274-3,CREC-2015-04-16,,,2257,SPEAKING,H,114,A000373,"Ashford, Brad",NE,D,"Ashford, Brad",Mr. ASHFORD,Brad Ashford,
CREC-2015-04-16-pt1-PgH2274-5,CREC-2015-04-16,,7815,1973,SPEAKING,H,114,G000559,"Garamendi, John",CA,D,"Garamendi, John",Mr. GARAMENDI,John Garamendi,
CREC-2015-04-16-pt1-PgH2275,CREC-2015-04-16,,7884,2003,SPEAKING,H,114,R000593,"Ross, Dennis A.",FL,R,"Ross, Dennis A.",Mr. ROSS,Dennis A. Ross,Dennis Ross
CREC-2015-04-16-pt1-PgH2275-2,CREC-2015-04-16,,,2229,SPEAKING,H,114,A000371,"Aguilar, Pete",CA,D,"Aguilar, Pete",Mr. AGUILAR,Pete Aguilar,
CREC-2015-04-16-pt1-PgH2274-4,CREC-2015-04-16,,7793,1989,SPEAKING,H,114,C001087,"Crawford, Eric A. ""Rick""",AR,R,"Crawford, Eric A. ""Rick""",Mr. CRAWFORD,"Eric A. ""Rick"" Crawford",Mr. Eric Crawford
CREC-2015-04-16-pt1-PgH2275-3,CREC-2015-04-16,,8040,1860,SPEAKING,H,114,S001172,"Smith, Adrian",NE,R,"Smith, Adrian",Mr. SMITH of Nebraska,Adrian Smith,
CREC-2015-04-16-pt1-PgH2286,CREC-2015-04-16,,8164,1468,SPEAKING,H,114,B000755,"Brady, Kevin",TX,R,"Brady, Kevin",Mr. BRADY of Texas,Kevin Brady,
CREC-2015-04-16-pt1-PgH2292-2,CREC-2015-04-16,,,,,,,,,,,,,,
CREC-2015-04-16-pt1-PgH2290,CREC-2015-04-16,,7930,2013,SPEAKING,H,114,D000613,"Dold, Robert J.",IL,R,"Dold, Robert J.",Mr. DOLD,Robert J. Dold,Mr. Robert Dold
CREC-2015-04-16-pt1-PgH2290,CREC-2015-04-16,,7997,683,SPEAKING,H,114,L000263,"Levin, Sander M.",MI,D,"Levin, Sander M.",Mr. LEVIN,Sander M. Levin,Sander Levin
CREC-2015-04-16-pt1-PgH2290,CREC-2015-04-16,,,2119,SPEAKING,H,114,F000462,"Frankel, Lois",FL,D,"Frankel, Lois",Ms. FRANKEL of Florida,Lois Frankel,
CREC-2015-04-16-pt1-PgH2290,CREC-2015-04-16,,,2157,SPEAKING,H,114,P000605,"Perry, Scott",PA,R,"Perry, Scott",Mr. PERRY,Scott Perry,
CREC-2015-04-16-pt1-PgH2275-4,CREC-2015-04-16,,8040,1860,SPEAKING,H,114,S001172,"Smith, Adrian",NE,R,"Smith, Adrian",Mr. SMITH of Nebraska,Adrian Smith,
CREC-2015-04-16-pt1-PgH2275-4,CREC-2015-04-16,,8211,766,SPEAKING,H,114,M000404,"McDermott, Jim",WA,D,"McDermott, Jim",Mr. McDERMOTT,Jim McDermott,
CREC-2015-04-16-pt1-PgH2275-4,CREC-2015-04-16,,8164,1468,SPEAKING,H,114,B000755,"Brady, Kevin",TX,R,"Brady, Kevin",Mr. BRADY of Texas,Kevin Brady,
CREC-2015-04-16-pt1-PgH2275-4,CREC-2015-04-16,,7806,1593,SPEAKING,H,114,T000460,"Thompson, Mike",CA,D,"Thompson, Mike",Mr. THOMPSON of California,Mike Thompson,
CREC-2015-04-16-pt1-PgH2275-4,CREC-2015-04-16,,8220,2072,SPEAKING,H,114,D000614,"Duffy, Sean P.",WI,R,"Duffy, Sean P.",Mr. DUFFY,Sean P. Duffy,Mr. Sean Duffy
CREC-2015-04-16-pt1-PgH2275-4,CREC-2015-04-16,,8050,1510,SPEAKING,H,114,P000096,"Pascrell, Bill, Jr.",NJ,D,"Pascrell, Bill, Jr.",Mr. PASCRELL,"Bill Pascrell, Jr.",William Pascrell
CREC-2015-04-16-pt1-PgH2275-4,CREC-2015-04-16,,8708,2051,SPEAKING,H,114,K000376,"Kelly, Mike",PA,R,"Kelly, Mike",Mr. KELLY of Pennsylvania,Mike Kelly,
CREC-2015-04-16-pt1-PgH2275-4,CREC-2015-04-16,,8216,1498,SPEAKING,H,114,K000188,"Kind, Ron",WI,D,"Kind, Ron",Mr. KIND,Ron Kind,
CREC-2015-04-16-pt1-PgH2275-4,CREC-2015-04-16,,8119,1469,SPEAKING,H,114,B001227,"Brady, Robert A.",PA,D,"Brady, Robert A.",Mr. BRADY of Pennsylvania,Robert A. Brady,Robert Brady
CREC-2015-04-16-pt1-PgH2275-4,CREC-2015-04-16,,,2165,SPEAKING,H,114,W000816,"Williams, Roger",TX,R,"Williams, Roger",Mr. WILLIAMS,Roger Williams,
CREC-2015-04-16-pt1-PgH2275-4,CREC-2015-04-16,,8181,303,SPEAKING,H,114,D000399,"Doggett, Lloyd",TX,D,"Doggett, Lloyd",Mr. DOGGETT,Lloyd Doggett,
CREC-2015-04-16-pt1-PgH2275-4,CREC-2015-04-16,,,2254,SPEAKING,H,114,Z000018,"Zinke, Ryan K.",MT,R,"Zinke, Ryan K.",Mr. ZINKE,Ryan K. Zinke,Mr. Ryan Zinke
CREC-2015-04-16-pt1-PgH2275-4,CREC-2015-04-16,,7836,70,SPEAKING,H,114,B000287,"Becerra, Xavier",CA,D,"Becerra, Xavier",Mr. BECERRA,Xavier Becerra,
CREC-2015-04-16-pt1-PgH2275-4,CREC-2015-04-16,,8003,1930,SPEAKING,H,114,P000594,"Paulsen, Erik",MN,R,"Paulsen, Erik",Mr. PAULSEN,Erik Paulsen,
CREC-2015-04-16-pt1-PgH2275-4,CREC-2015-04-16,,7927,1477,SPEAKING,H,114,D000096,"Davis, Danny K.",IL,D,"Davis, Danny K.",Mr. DANNY K. DAVIS of Illinois,Danny K. Davis,Danny Davis
CREC-2015-04-16-pt1-PgH2275-4,CREC-2015-04-16,,8147,2060,SPEAKING,H,114,N000184,"Noem, Kristi L.",SD,R,"Noem, Kristi L.",Mrs. NOEM,Kristi L. Noem,Mrs. Kristi Noem
CREC-2015-04-16-pt1-PgH2275-4,CREC-2015-04-16,,,2191,SPEAKING,H,114,S001195,"Smith, Jason",MO,R,"Smith, Jason",Mr. SMITH of Missouri,Jason Smith,
CREC-2015-04-16-pt1-PgH2275-4,CREC-2015-04-16,,8212,1810,SPEAKING,H,114,R000578,"Reichert, David G.",WA,R,"Reichert, David G.",Mr. REICHERT,David G. Reichert,Mr. David Reichert
CREC-2015-04-16-pt1-PgH2275-4,CREC-2015-04-16,,7899,91,SPEAKING,H,114,B000490,"Bishop, Sanford D., Jr.",GA,D,"Bishop, Sanford D., Jr.",Mr. BISHOP of Georgia,"Sanford D. Bishop, Jr.",Sanford Bishop
CREC-2015-04-16-pt1-PgH2275-4,CREC-2015-04-16,,8076,944,SPEAKING,H,114,R000053,"Rangel, Charles B.",NY,D,"Rangel, Charles B.",Mr. RANGEL,Charles B. Rangel,Charles Rangel
CREC-2015-04-16-pt1-PgH2275-4,CREC-2015-04-16,,7942,1981,SPEAKING,H,114,S001188,"Stutzman, Marlin A.",IN,R,"Stutzman, Marlin A.",Mr. STUTZMAN,Marlin A. Stutzman,Mr. Marlin Stutzman
CREC-2015-04-16-pt1-PgH2275-4,CREC-2015-04-16,,8116,99,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,"Blumenauer, Earl",Mr. BLUMENAUER,Earl Blumenauer,
CREC-2015-04-16-pt1-PgH2275-4,CREC-2015-04-16,,8157,1801,SPEAKING,H,114,G000552,"Gohmert, Louie",TX,R,"Gohmert, Louie",Mr. GOHMERT,Louie Gohmert,
CREC-2015-04-16-pt1-PgH2275-4,CREC-2015-04-16,,,2269,SPEAKING,H,114,H001073,"Hurd, Will",TX,R,"Hurd, Will",Mr. HURD of Texas,Will Hurd,
CREC-2015-04-16-pt1-PgH2275-4,CREC-2015-04-16,,7950,1921,SPEAKING,H,114,J000290,"Jenkins, Lynn",KS,R,"Jenkins, Lynn",Ms. JENKINS of Kansas,Lynn Jenkins,
CREC-2015-04-16-pt1-PgH2275-4,CREC-2015-04-16,,,2241,SPEAKING,H,114,B001294,"Blum, Rod",IA,R,"Blum, Rod",Mr. BLUM,Rod Blum,
CREC-2015-04-16-pt1-PgH2275-4,CREC-2015-04-16,,,867,SPEAKING,H,114,N000127,"Nolan, Richard M.",MN,D,"Nolan, Richard M.",Mr. NOLAN,Richard M. Nolan,Richard Nolan
CREC-2015-04-16-pt1-PgH2292,CREC-2015-04-16,,,,,,,,,,,,,,
CREC-2015-04-16-pt1-PgH2286-2,CREC-2015-04-16,,8164,1468,SPEAKING,H,114,B000755,"Brady, Kevin",TX,R,"Brady, Kevin",Mr. BRADY of Texas,Kevin Brady,
CREC-2015-04-16-pt1-PgH2286-2,CREC-2015-04-16,,7927,1477,SPEAKING,H,114,D000096,"Davis, Danny K.",IL,D,"Davis, Danny K.",Mr. DANNY K. DAVIS of Illinois,Danny K. Davis,Danny Davis
CREC-2015-04-16-pt1-PgH2286-2,CREC-2015-04-16,,8212,1810,SPEAKING,H,114,R000578,"Reichert, David G.",WA,R,"Reichert, David G.",Mr. REICHERT,David G. Reichert,Mr. David Reichert
CREC-2015-04-16-pt1-PgH2286-2,CREC-2015-04-16,,8159,603,SPEAKING,H,114,J000174,"Johnson, Sam",TX,R,"Johnson, Sam",Mr. SAM JOHNSON of Texas,Sam Johnson,
CREC-2015-04-16-pt1-PgH2286-2,CREC-2015-04-16,,8207,2071,SPEAKING,H,114,H001056,"Herrera Beutler, Jaime",WA,R,"Herrera Beutler, Jaime",Ms. HERRERA BEUTLER,Jaime Herrera Beutler,
CREC-2015-04-16-pt1-PgH2286-2,CREC-2015-04-16,,8153,2063,SPEAKING,H,114,B001273,"Black, Diane",TN,R,"Black, Diane",Mrs. BLACK,Diane Black,
CREC-2015-04-16-pt1-PgH2286-2,CREC-2015-04-16,,7967,854,SPEAKING,H,114,N000015,"Neal, Richard E.",MA,D,"Neal, Richard E.",Mr. NEAL,Richard E. Neal,Richard Neal
CREC-2015-04-16-pt1-PgH2286-2,CREC-2015-04-16,,,2119,SPEAKING,H,114,F000462,"Frankel, Lois",FL,D,"Frankel, Lois",Ms. FRANKEL of Florida,Lois Frankel,
CREC-2015-04-16-pt1-PgH2292-3,CREC-2015-04-16,,7980,566,SPEAKING,H,114,H000874,"Hoyer, Steny H.",MD,D,"Hoyer, Steny H.",Mr. HOYER,Steny H. Hoyer,Steny Hoyer
CREC-2015-04-16-pt1-PgH2292-3,CREC-2015-04-16,,7827,1833,SPEAKING,H,114,M001165,"McCarthy, Kevin",CA,R,"McCarthy, Kevin",Mr. McCARTHY,Kevin McCarthy,
CREC-2015-04-16-pt1-PgH2294,CREC-2015-04-16,,7890,985,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,"Ros-Lehtinen, Ileana",Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen,
CREC-2015-04-16-pt1-PgH2294-2,CREC-2015-04-16,,8099,616,SPEAKING,H,114,K000009,"Kaptur, Marcy",OH,D,"Kaptur, Marcy",Ms. KAPTUR,Marcy Kaptur,
CREC-2015-04-16-pt1-PgH2295,CREC-2015-04-16,,7822,368,SPEAKING,H,114,F000030,"Farr, Sam",CA,D,"Farr, Sam",Mr. FARR,Sam Farr,
CREC-2015-04-16-pt1-PgH2295-2,CREC-2015-04-16,,7930,2013,SPEAKING,H,114,D000613,"Dold, Robert J.",IL,R,"Dold, Robert J.",Mr. DOLD,Robert J. Dold,Mr. Robert Dold
