granuleId,packageId,references,collectionCode,collectionName,contents__number,contents__congress,contents__type
CREC-2015-07-24-pt1-PgS5565-3,CREC-2015-07-24,,,,,,
CREC-2015-07-24-pt1-PgS5681,CREC-2015-07-24,,,,,,
CREC-2015-07-24-pt1-PgS5565-4,CREC-2015-07-24,,,,,,
CREC-2015-07-24-pt1-PgS5681-2,CREC-2015-07-24,,,,,,
CREC-2015-07-24-pt1-PgS5565,CREC-2015-07-24,,,,,,
CREC-2015-07-24-pt1-PgS5565-2,CREC-2015-07-24,,,,,,
CREC-2015-07-24-pt1-PgS5565-5,CREC-2015-07-24,,BILLS,Congressional Bills,22,114,HR
CREC-2015-07-24-pt1-PgS5566,CREC-2015-07-24,,BILLS,Congressional Bills,22,114,HR
CREC-2015-07-24-pt1-PgS5682,CREC-2015-07-24,,,,,,
CREC-2015-07-24-pt1-PgS5682-2,CREC-2015-07-24,,BILLS,Congressional Bills,1599,114,HR
CREC-2015-07-24-pt1-PgS5682-2,CREC-2015-07-24,,BILLS,Congressional Bills,3009,114,HR
CREC-2015-07-24-pt1-PgS5682-4,CREC-2015-07-24,,BILLS,Congressional Bills,1861,114,S
CREC-2015-07-24-pt1-PgS5682-3,CREC-2015-07-24,,BILLS,Congressional Bills,1599,114,HR
CREC-2015-07-24-pt1-PgS5682-3,CREC-2015-07-24,,BILLS,Congressional Bills,3009,114,HR
CREC-2015-07-24-pt1-PgS5682-6,CREC-2015-07-24,,BILLS,Congressional Bills,1861,114,S
CREC-2015-07-24-pt1-PgS5682-5,CREC-2015-07-24,,,,,,
CREC-2015-07-24-pt1-PgS5682-7,CREC-2015-07-24,,BILLS,Congressional Bills,22,114,HR
CREC-2015-07-24-pt1-PgS5682-7,CREC-2015-07-24,,BILLS,Congressional Bills,183,114,S
CREC-2015-07-24-pt1-PgS5682-7,CREC-2015-07-24,,BILLS,Congressional Bills,228,114,SRES
CREC-2015-07-24-pt1-PgS5682-7,CREC-2015-07-24,,BILLS,Congressional Bills,700,114,S
