granuleId,packageId,role,chamber,congress,bioGuideId,memberName,state,party,members,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-09-13-pt1-PgH5341-4,CREC-2016-09-13,SPEAKING,H,114,Q000023,"Quigley, Mike",IL,D,,"Quigley, Mike",Mr. QUIGLEY,Mike Quigley,
CREC-2016-09-13-pt1-PgH5343,CREC-2016-09-13,SPEAKING,H,114,M001151,"Murphy, Tim",PA,R,,"Murphy, Tim",Mr. MURPHY of Pennsylvania,Tim Murphy,
CREC-2016-09-13-pt1-PgH5341-5,CREC-2016-09-13,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,,"Ros-Lehtinen, Ileana",Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen,
CREC-2016-09-13-pt1-PgH5342,CREC-2016-09-13,SPEAKING,H,114,G000535,"Gutierrez, Luis V.",IL,D,,"Gutierrez, Luis V.",Mr. GUTIERREZ,Luis V. Gutierrez,Luis Gutierrez
CREC-2016-09-13-pt1-PgH5341-2,CREC-2016-09-13,,,,,,,,,,,,
CREC-2016-09-13-pt1-PgH5341-3,CREC-2016-09-13,,,,,,,,,,,,
CREC-2016-09-13-pt1-PgH-FrontMatter-2,CREC-2016-09-13,,,,,,,,,,,,
CREC-2016-09-13-pt1-PgH5341,CREC-2016-09-13,,,,,,,,,,,,
CREC-2016-09-13-pt1-PgH5346-2,CREC-2016-09-13,SPEAKING,H,114,J000296,"Jolly, David W.",FL,R,,"Jolly, David W.",Mr. JOLLY,David W. Jolly,David Jolly
CREC-2016-09-13-pt1-PgH5344-2,CREC-2016-09-13,SPEAKING,H,114,B001274,"Brooks, Mo",AL,R,,"Brooks, Mo",Mr. BROOKS of Alabama,Mo Brooks,
CREC-2016-09-13-pt1-PgH5346,CREC-2016-09-13,SPEAKING,H,114,C001106,"Costello, Ryan A.",PA,R,,"Costello, Ryan A.",Mr. COSTELLO of Pennsylvania,Ryan A. Costello,Ryan Costello
CREC-2016-09-13-pt1-PgH5344,CREC-2016-09-13,SPEAKING,H,114,O000170,"O'Rourke, Beto",TX,D,,"O'Rourke, Beto",Mr. O'ROURKE,Beto O'Rourke,
CREC-2016-09-13-pt1-PgH5347-2,CREC-2016-09-13,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,,"Thompson, Glenn",Mr. THOMPSON of Pennsylvania,Glenn Thompson,
CREC-2016-09-13-pt1-PgH5345,CREC-2016-09-13,SPEAKING,H,114,W000808,"Wilson, Frederica S.",FL,D,,"Wilson, Frederica S.",Ms. WILSON of Florida,Frederica S. Wilson,Frederica Wilson
CREC-2016-09-13-pt1-PgH5345-2,CREC-2016-09-13,SPEAKING,H,114,M001195,"Mooney, Alexander X.",WV,R,,"Mooney, Alexander X.",Mr. MOONEY of West Virginia,Alexander X. Mooney,Alexander Mooney
CREC-2016-09-13-pt1-PgH5347,CREC-2016-09-13,SPEAKING,H,114,W000814,"Weber, Randy K. Sr.",TX,R,,"Weber, Randy K. Sr.",Mr. WEBER of Texas,"Randy K. Weber, Sr.",Randy Weber
CREC-2016-09-13-pt1-PgH5347,CREC-2016-09-13,SPEAKING,H,114,W000814,"Weber, Randy K. Sr.",TX,R,,"Weber, Randy K. Sr.",Mr. WEBER of Texas,"Randy K. Weber, Sr.",Randy K. Weber
CREC-2016-09-13-pt1-PgH5348,CREC-2016-09-13,,,,,,,,,,,,
CREC-2016-09-13-pt1-PgH5348-2,CREC-2016-09-13,,,,,,,,,,,,
CREC-2016-09-13-pt1-PgH5348-4,CREC-2016-09-13,,,,,,,,,,,,
CREC-2016-09-13-pt1-PgH5348-3,CREC-2016-09-13,,,,,,,,,,,,
CREC-2016-09-13-pt1-PgH5348-5,CREC-2016-09-13,,,,,,,,,,,,
CREC-2016-09-13-pt1-PgH5348-6,CREC-2016-09-13,SPEAKING,H,114,W000808,"Wilson, Frederica S.",FL,D,,"Wilson, Frederica S.",Ms. WILSON of Florida,Frederica S. Wilson,Frederica Wilson
CREC-2016-09-13-pt1-PgH5349-2,CREC-2016-09-13,SPEAKING,H,114,W000809,"Womack, Steve",AR,R,,"Womack, Steve",Mr. WOMACK,Steve Womack,
CREC-2016-09-13-pt1-PgH5349,CREC-2016-09-13,,,,,,,,,,,,
CREC-2016-09-13-pt1-PgH5349-3,CREC-2016-09-13,SPEAKING,H,114,L000559,"Langevin, James R.",RI,D,,"Langevin, James R.",Mr. LANGEVIN,James R. Langevin,James Langevin
CREC-2016-09-13-pt1-PgH5349-4,CREC-2016-09-13,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,,"Wilson, Joe",Mr. WILSON of South Carolina,Joe Wilson,
CREC-2016-09-13-pt1-PgH5349-6,CREC-2016-09-13,SPEAKING,H,114,C001103,"Carter, Earl L. ""Buddy""",GA,R,,"Carter, Earl L. ""Buddy""",Mr. CARTER of Georgia,"Earl L. ""Buddy"" Carter",Earl Carter
CREC-2016-09-13-pt1-PgH5349-5,CREC-2016-09-13,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,,"Kildee, Daniel T.",Mr. KILDEE,Daniel T. Kildee,Daniel Kildee
CREC-2016-09-13-pt1-PgH5349-7,CREC-2016-09-13,SPEAKING,H,114,H001038,"Higgins, Brian",NY,D,,"Higgins, Brian",Mr. HIGGINS,Brian Higgins,
CREC-2016-09-13-pt1-PgH5350-2,CREC-2016-09-13,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,,"Foxx, Virginia",Ms. FOXX,Virginia Foxx,
CREC-2016-09-13-pt1-PgH5350,CREC-2016-09-13,SPEAKING,H,114,M001151,"Murphy, Tim",PA,R,,"Murphy, Tim",Mr. MURPHY of Pennsylvania,Tim Murphy,
CREC-2016-09-13-pt1-PgH5350-3,CREC-2016-09-13,SPEAKING,H,114,P000592,"Poe, Ted",TX,R,,"Poe, Ted",Mr. POE of Texas,Ted Poe,
CREC-2016-09-13-pt1-PgH5350-4,CREC-2016-09-13,SPEAKING,H,114,P000598,"Polis, Jared",CO,D,,"Polis, Jared",Mr. POLIS,Jared Polis,
CREC-2016-09-13-pt1-PgH5350-5,CREC-2016-09-13,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,,"Thompson, Glenn",Mr. THOMPSON of Pennsylvania,Glenn Thompson,
CREC-2016-09-13-pt1-PgH5350-6,CREC-2016-09-13,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,,"Ros-Lehtinen, Ileana",Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen,
CREC-2016-09-13-pt1-PgH5351,CREC-2016-09-13,SPEAKING,H,114,M001181,"Meehan, Patrick",PA,R,,"Meehan, Patrick",Mr. MEEHAN,Patrick Meehan,
CREC-2016-09-13-pt1-PgH5351-5,CREC-2016-09-13,SPEAKING,H,114,H001065,"Holding, George",NC,R,,"Holding, George",Mr. HOLDING,George Holding,
CREC-2016-09-13-pt1-PgH5351-2,CREC-2016-09-13,SPEAKING,H,114,B001293,"Bishop, Mike",MI,R,,"Bishop, Mike",Mr. BISHOP of Michigan,Mike Bishop,
CREC-2016-09-13-pt1-PgH5351-3,CREC-2016-09-13,SPEAKING,H,114,F000460,"Farenthold, Blake",TX,R,,"Farenthold, Blake",Mr. FARENTHOLD,Blake Farenthold,
CREC-2016-09-13-pt1-PgH5351-4,CREC-2016-09-13,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,,"LaMalfa, Doug",Mr. LaMALFA,Doug LaMalfa,
CREC-2016-09-13-pt1-PgH5351-6,CREC-2016-09-13,SPEAKING,H,114,F000456,"Fleming, John",LA,R,,"Fleming, John",Mr. FLEMING,John Fleming,
CREC-2016-09-13-pt1-PgH5352,CREC-2016-09-13,SPEAKING,H,114,B001248,"Burgess, Michael C.",TX,R,,"Burgess, Michael C.",Mr. BURGESS,Michael C. Burgess,Michael Burgess
CREC-2016-09-13-pt1-PgH5352,CREC-2016-09-13,SPEAKING,H,114,P000598,"Polis, Jared",CO,D,,"Polis, Jared",Mr. POLIS,Jared Polis,
CREC-2016-09-13-pt1-PgH5364,CREC-2016-09-13,SPEAKING,H,114,C001067,"Clarke, Yvette D.",NY,D,,"Clarke, Yvette D.",Ms. CLARKE of New York,Yvette D. Clarke,Yvette Clarke
CREC-2016-09-13-pt1-PgH5364,CREC-2016-09-13,SPEAKING,H,114,S000480,"Slaughter, Louise McIntosh",NY,D,,"Slaughter, Louise McIntosh",Ms. SLAUGHTER,Louise McIntosh Slaughter,Louise Slaughter
CREC-2016-09-13-pt1-PgH5364,CREC-2016-09-13,SPEAKING,H,114,S000480,"Slaughter, Louise McIntosh",NY,D,,"Slaughter, Louise McIntosh",Ms. SLAUGHTER,Louise McIntosh Slaughter,Louise M. Slaughter
CREC-2016-09-13-pt1-PgH5364,CREC-2016-09-13,SPEAKING,H,114,H000636,"Hinojosa, Ruben",TX,D,,"Hinojosa, Ruben",Mr. HINOJOSA,Ruben Hinojosa,
CREC-2016-09-13-pt1-PgH5365,CREC-2016-09-13,,,,,,,,,,,,
CREC-2016-09-13-pt1-PgH5357,CREC-2016-09-13,SPEAKING,H,114,C001093,"Collins, Doug",GA,R,,"Collins, Doug",Mr. COLLINS of Georgia,Doug Collins,
CREC-2016-09-13-pt1-PgH5357,CREC-2016-09-13,SPEAKING,H,114,P000598,"Polis, Jared",CO,D,,"Polis, Jared",Mr. POLIS,Jared Polis,
CREC-2016-09-13-pt1-PgH5357,CREC-2016-09-13,SPEAKING,H,114,W000791,"Walden, Greg",OR,R,,"Walden, Greg",Mr. WALDEN,Greg Walden,
CREC-2016-09-13-pt1-PgH5357,CREC-2016-09-13,SPEAKING,H,114,L000557,"Larson, John B.",CT,D,,"Larson, John B.",Mr. LARSON of Connecticut,John B. Larson,John Larson
CREC-2016-09-13-pt1-PgH5357,CREC-2016-09-13,SPEAKING,H,114,S000480,"Slaughter, Louise McIntosh",NY,D,,"Slaughter, Louise McIntosh",Ms. SLAUGHTER,Louise McIntosh Slaughter,Louise Slaughter
CREC-2016-09-13-pt1-PgH5357,CREC-2016-09-13,SPEAKING,H,114,S000480,"Slaughter, Louise McIntosh",NY,D,,"Slaughter, Louise McIntosh",Ms. SLAUGHTER,Louise McIntosh Slaughter,Louise M. Slaughter
CREC-2016-09-13-pt1-PgH5357,CREC-2016-09-13,SPEAKING,H,114,T000472,"Takano, Mark",CA,D,,"Takano, Mark",Mr. TAKANO,Mark Takano,
CREC-2016-09-13-pt1-PgH5365-2,CREC-2016-09-13,SPEAKING,H,114,B000287,"Becerra, Xavier",CA,D,,"Becerra, Xavier",Mr. BECERRA,Xavier Becerra,
CREC-2016-09-13-pt1-PgH5365-3,CREC-2016-09-13,,,,,,,,,,,,
CREC-2016-09-13-pt1-PgH5365-4,CREC-2016-09-13,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,,"Thompson, Glenn",Mr. THOMPSON of Pennsylvania,Glenn Thompson,
CREC-2016-09-13-pt1-PgH5365-4,CREC-2016-09-13,SPEAKING,H,114,C001101,"Clark, Katherine M.",MA,D,,"Clark, Katherine M.",Ms. CLARK of Massachusetts,Katherine M. Clark,Katherine Clark
CREC-2016-09-13-pt1-PgH5365-4,CREC-2016-09-13,SPEAKING,H,114,W000798,"Walberg, Tim",MI,R,,"Walberg, Tim",Mr. WALBERG,Tim Walberg,
CREC-2016-09-13-pt1-PgH5365-4,CREC-2016-09-13,SPEAKING,H,114,S000185,"Scott, Robert C. ""Bobby""",VA,D,,"Scott, Robert C. ""Bobby""",Mr. SCOTT of Virginia,"Robert C. ""Bobby"" Scott",Robert Scott
CREC-2016-09-13-pt1-PgH5365-4,CREC-2016-09-13,SPEAKING,H,114,B001289,"Byrne, Bradley",AL,R,,"Byrne, Bradley",Mr. BYRNE,Bradley Byrne,
CREC-2016-09-13-pt1-PgH5365-4,CREC-2016-09-13,SPEAKING,H,114,L000559,"Langevin, James R.",RI,D,,"Langevin, James R.",Mr. LANGEVIN,James R. Langevin,James Langevin
CREC-2016-09-13-pt1-PgH5365-4,CREC-2016-09-13,SPEAKING,H,114,K000363,"Kline, John",MN,R,,"Kline, John",Mr. KLINE,John Kline,
CREC-2016-09-13-pt1-PgH5365-4,CREC-2016-09-13,SPEAKING,H,114,N000127,"Nolan, Richard M.",MN,D,,"Nolan, Richard M.",Mr. NOLAN,Richard M. Nolan,Richard Nolan
CREC-2016-09-13-pt1-PgH5365-4,CREC-2016-09-13,SPEAKING,H,114,R000592,"Rokita, Todd",IN,R,,"Rokita, Todd",Mr. ROKITA,Todd Rokita,
CREC-2016-09-13-pt1-PgH5365-4,CREC-2016-09-13,SPEAKING,H,114,C001069,"Courtney, Joe",CT,D,,"Courtney, Joe",Mr. COURTNEY,Joe Courtney,
CREC-2016-09-13-pt1-PgH5365-4,CREC-2016-09-13,SPEAKING,H,114,R000582,"Roe, David P.",TN,R,,"Roe, David P.",Mr. ROE of Tennessee,David P. Roe,David Roe
CREC-2016-09-13-pt1-PgH5365-4,CREC-2016-09-13,SPEAKING,H,114,P000598,"Polis, Jared",CO,D,,"Polis, Jared",Mr. POLIS,Jared Polis,
CREC-2016-09-13-pt1-PgH5365-4,CREC-2016-09-13,SPEAKING,H,114,C001103,"Carter, Earl L. ""Buddy""",GA,R,,"Carter, Earl L. ""Buddy""",Mr. CARTER of Georgia,"Earl L. ""Buddy"" Carter",Earl Carter
CREC-2016-09-13-pt1-PgH5365-4,CREC-2016-09-13,SPEAKING,H,114,B001278,"Bonamici, Suzanne",OR,D,,"Bonamici, Suzanne",Ms. BONAMICI,Suzanne Bonamici,
CREC-2016-09-13-pt1-PgH5365-4,CREC-2016-09-13,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,,"Foxx, Virginia",Ms. FOXX,Virginia Foxx,
CREC-2016-09-13-pt1-PgH5365-4,CREC-2016-09-13,SPEAKING,H,114,D000598,"Davis, Susan A.",CA,D,,"Davis, Susan A.",Mrs. DAVIS of California,Susan A. Davis,Susan Davis
CREC-2016-09-13-pt1-PgH5365-4,CREC-2016-09-13,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,,"Wilson, Joe",Mr. WILSON of South Carolina,Joe Wilson,
CREC-2016-09-13-pt1-PgH5365-4,CREC-2016-09-13,SPEAKING,H,114,A000370,"Adams, Alma S.",NC,D,,"Adams, Alma S.",Ms. ADAMS,Alma S. Adams,Alma Adams
CREC-2016-09-13-pt1-PgH5365-4,CREC-2016-09-13,SPEAKING,H,114,A000372,"Allen, Rick W.",GA,R,,"Allen, Rick W.",Mr. ALLEN,Rick W. Allen,Rick Allen
CREC-2016-09-13-pt1-PgH5365-4,CREC-2016-09-13,SPEAKING,H,114,C001101,"Clark, Katherine M.",MA,D,,"Clark, Katherine M.",Ms. CLARK of Massachusetts Mr,Katherine M. Clark,Katherine Clark
CREC-2016-09-13-pt1-PgH5365-4,CREC-2016-09-13,SPEAKING,H,114,K000379,"Kennedy, Joseph P., III",MA,D,,"Kennedy, Joseph P., III",Mr. KENNEDY,Joseph P. Kennedy III,Joseph Kennedy
CREC-2016-09-13-pt1-PgH5365-4,CREC-2016-09-13,SPEAKING,H,114,K000379,"Kennedy, Joseph P., III",MA,D,,"Kennedy, Joseph P., III",Mr. KENNEDY,Joseph P. Kennedy III,Joseph P. Kennedy
CREC-2016-09-13-pt1-PgH5365-4,CREC-2016-09-13,SPEAKING,H,114,C001107,"Curbelo, Carlos",FL,R,,"Curbelo, Carlos",Mr. CURBELO of Florida,Carlos Curbelo,
CREC-2016-09-13-pt1-PgH5365-4,CREC-2016-09-13,SPEAKING,H,114,N000188,"Norcross, Donald",NJ,D,,"Norcross, Donald",Mr. NORCROSS,Donald Norcross,
CREC-2016-09-13-pt1-PgH5380,CREC-2016-09-13,SPEAKING,H,114,B000755,"Brady, Kevin",TX,R,,"Brady, Kevin",Mr. BRADY of Texas,Kevin Brady,
CREC-2016-09-13-pt1-PgH5380,CREC-2016-09-13,SPEAKING,H,114,L000263,"Levin, Sander M.",MI,D,,"Levin, Sander M.",Mr. LEVIN,Sander M. Levin,Sander Levin
CREC-2016-09-13-pt1-PgH5380,CREC-2016-09-13,SPEAKING,H,114,T000462,"Tiberi, Patrick J.",OH,R,,"Tiberi, Patrick J.",Mr. TIBERI,Patrick J. Tiberi,Patrick Tiberi
CREC-2016-09-13-pt1-PgH5380,CREC-2016-09-13,SPEAKING,H,114,M001197,"McSally, Martha",AZ,R,,"McSally, Martha",Ms. McSALLY,Martha McSally,
CREC-2016-09-13-pt1-PgH5380,CREC-2016-09-13,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,,"Blumenauer, Earl",Mr. BLUMENAUER,Earl Blumenauer,
CREC-2016-09-13-pt1-PgH5380,CREC-2016-09-13,SPEAKING,H,114,D000613,"Dold, Robert J.",IL,R,,"Dold, Robert J.",Mr. DOLD,Robert J. Dold,Robert Dold
CREC-2016-09-13-pt1-PgH5380,CREC-2016-09-13,SPEAKING,H,114,S001191,"Sinema, Kyrsten",AZ,D,,"Sinema, Kyrsten",Ms. SINEMA,Kyrsten Sinema,
CREC-2016-09-13-pt1-PgH5380,CREC-2016-09-13,SPEAKING,H,114,B001273,"Black, Diane",TN,R,,"Black, Diane",Mrs. BLACK,Diane Black,
CREC-2016-09-13-pt1-PgH5380,CREC-2016-09-13,SPEAKING,H,114,M001165,"McCarthy, Kevin",CA,R,,"McCarthy, Kevin",Mr. McCARTHY,Kevin McCarthy,
CREC-2016-09-13-pt1-PgH5380,CREC-2016-09-13,SPEAKING,H,114,B001255,"Boustany, Charles W., Jr.",LA,R,,"Boustany, Charles W., Jr.",Mr. BOUSTANY,"Charles W. Boustany, Jr.",Charles Boustany
