granuleId,packageId,date,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2015-07-31-pt1-PgH-FrontMatter-5,CREC-2015-07-31,2015-07-31,,,,,,,,,,,,,,
CREC-2015-07-31-pt1-PgH5779,CREC-2015-07-31,2015-07-31,,,,,,,,,,,,,,
CREC-2015-07-31-pt1-PgH5779-2,CREC-2015-07-31,2015-07-31,,,,,,,,,,,,,,
CREC-2015-07-31-pt1-PgH5779-3,CREC-2015-07-31,2015-07-31,,,,,,,,,,,,,,
CREC-2015-07-31-pt1-PgH5779-4,CREC-2015-07-31,2015-07-31,,,,,,,,,,,,,,
CREC-2015-07-31-pt1-PgH5779-5,CREC-2015-07-31,2015-07-31,,,,,,,,,,,,,,
CREC-2015-07-31-pt1-PgH5779-7,CREC-2015-07-31,2015-07-31,,,,,,,,,,,,,,
CREC-2015-07-31-pt1-PgH5779-8,CREC-2015-07-31,2015-07-31,,,,,,,,,,,,,,
CREC-2015-07-31-pt1-PgH5779-6,CREC-2015-07-31,2015-07-31,,,,,,,,,,,,,,
CREC-2015-07-31-pt1-PgH5780-2,CREC-2015-07-31,2015-07-31,,,,,,,,,,,,,,
CREC-2015-07-31-pt1-PgH5780-3,CREC-2015-07-31,2015-07-31,,,,,,,,,,,,,,
CREC-2015-07-31-pt1-PgH5782-3,CREC-2015-07-31,2015-07-31,,,,,,,,,,,,,,
CREC-2015-07-31-pt1-PgH5782-2,CREC-2015-07-31,2015-07-31,,,,,,,,,,,,,,
CREC-2015-07-31-pt1-PgH5782-4,CREC-2015-07-31,2015-07-31,,,,,,,,,,,,,,
CREC-2015-07-31-pt1-PgH5782-5,CREC-2015-07-31,2015-07-31,,,,,,,,,,,,,,
CREC-2015-07-31-pt1-PgH5782-6,CREC-2015-07-31,2015-07-31,,,,,,,,,,,,,,
CREC-2015-07-31-pt1-PgH5782-7,CREC-2015-07-31,2015-07-31,,,,,,,,,,,,,,
CREC-2015-07-31-pt1-PgH5783,CREC-2015-07-31,2015-07-31,,,,,,,,,,,,,,
CREC-2015-07-31-pt1-PgH5782-8,CREC-2015-07-31,2015-07-31,,,,,,,,,,,,,,
CREC-2015-07-31-pt1-PgH5783-2,CREC-2015-07-31,2015-07-31,,,,,,,,,,,,,,
CREC-2015-07-31-pt1-PgH5783-3,CREC-2015-07-31,2015-07-31,,,,,,,,,,,,,,
CREC-2015-07-31-pt1-PgS-FrontMatter-3,CREC-2015-07-31,2015-07-31,,,,,,,,,,,,,,
CREC-2015-07-31-pt1-PgS6211-2,CREC-2015-07-31,2015-07-31,,,,,,,,,,,,,,
CREC-2015-07-31-pt1-PgS6211,CREC-2015-07-31,2015-07-31,,,,,,,,,,,,,,
CREC-2015-07-31-pt1-PgE1193-2,CREC-2015-07-31,2015-07-31,,8018,1962,SPEAKING,H,114,S001177,"Sablan, Gregorio Kilili Camacho",MP,D,"Sablan, Gregorio Kilili Camacho",Gregorio Sablan,Mr. SABLAN,Gregorio Kilili Camacho Sablan
CREC-2015-07-31-pt1-PgE1193-3,CREC-2015-07-31,2015-07-31,,,2223,SPEAKING,H,114,H001072,"Hill, J. French",AR,R,"Hill, J. French",,Mr. HILL,J. French Hill
CREC-2015-07-31-pt1-PgH5782,CREC-2015-07-31,2015-07-31,,,,,,,,,,,,,,
CREC-2015-07-31-pt1-PgE1193-4,CREC-2015-07-31,2015-07-31,,7899,91,SPEAKING,H,114,B000490,"Bishop, Sanford D., Jr.",GA,D,"Bishop, Sanford D., Jr.",Sanford Bishop,Mr. BISHOP of Georgia,"Sanford D. Bishop, Jr."
CREC-2015-07-31-pt1-PgE1194,CREC-2015-07-31,2015-07-31,,8027,930,SPEAKING,H,114,P000523,"Price, David E.",NC,D,"Price, David E.",David Price,Mr. PRICE of North Carolina,David E. Price
CREC-2015-07-31-pt1-PgE1195-2,CREC-2015-07-31,2015-07-31,,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,"Jackson Lee, Sheila",,Ms. JACKSON LEE,Sheila Jackson Lee
CREC-2015-07-31-pt1-PgE1194-2,CREC-2015-07-31,2015-07-31,,8202,1959,SPEAKING,H,114,C001078,"Connolly, Gerald E.",VA,D,"Connolly, Gerald E.",Mr. Gerald Connolly,Mr. CONNOLLY,Gerald E. Connolly
