granuleId,packageId,date,committees,authorityId,chamber,committeeName,type
CREC-2015-07-31-pt1-PgH-FrontMatter-5,CREC-2015-07-31,2015-07-31,,,,,
CREC-2015-07-31-pt1-PgH5779,CREC-2015-07-31,2015-07-31,,,,,
CREC-2015-07-31-pt1-PgH5779-2,CREC-2015-07-31,2015-07-31,,,,,
CREC-2015-07-31-pt1-PgH5779-3,CREC-2015-07-31,2015-07-31,,,,,
CREC-2015-07-31-pt1-PgH5779-4,CREC-2015-07-31,2015-07-31,,,,,
CREC-2015-07-31-pt1-PgH5779-5,CREC-2015-07-31,2015-07-31,,,,,
CREC-2015-07-31-pt1-PgH5779-7,CREC-2015-07-31,2015-07-31,,,,,
CREC-2015-07-31-pt1-PgH5779-8,CREC-2015-07-31,2015-07-31,,,,,
CREC-2015-07-31-pt1-PgH5779-6,CREC-2015-07-31,2015-07-31,,,,,
CREC-2015-07-31-pt1-PgH5780-2,CREC-2015-07-31,2015-07-31,,,,,
CREC-2015-07-31-pt1-PgH5780-3,CREC-2015-07-31,2015-07-31,,hsas00,H,Committee on Armed Services,S
CREC-2015-07-31-pt1-PgH5780-3,CREC-2015-07-31,2015-07-31,,hsba00,H,Committee on Financial Services,S
CREC-2015-07-31-pt1-PgH5780-3,CREC-2015-07-31,2015-07-31,,hsif00,H,Committee on Energy and Commerce,S
CREC-2015-07-31-pt1-PgH5780-3,CREC-2015-07-31,2015-07-31,,hsfa00,H,Committee on Foreign Affairs,S
CREC-2015-07-31-pt1-PgH5780-3,CREC-2015-07-31,2015-07-31,,hsha00,H,Committee on House Administration,S
CREC-2015-07-31-pt1-PgH5780-3,CREC-2015-07-31,2015-07-31,,hsii00,H,Committee on Natural Resources,S
CREC-2015-07-31-pt1-PgH5780-3,CREC-2015-07-31,2015-07-31,,hspw00,H,Committee on Transportation and Infrastructure,S
CREC-2015-07-31-pt1-PgH5782-3,CREC-2015-07-31,2015-07-31,,,,,
CREC-2015-07-31-pt1-PgH5782-2,CREC-2015-07-31,2015-07-31,,hsed00,H,Committee on Education and the Workforce,S
CREC-2015-07-31-pt1-PgH5782-2,CREC-2015-07-31,2015-07-31,,hspw00,H,Committee on Transportation and Infrastructure,S
CREC-2015-07-31-pt1-PgH5782-2,CREC-2015-07-31,2015-07-31,,hswm00,H,Committee on Ways and Means,S
CREC-2015-07-31-pt1-PgH5782-2,CREC-2015-07-31,2015-07-31,,hsju00,H,Committee on the Judiciary,S
CREC-2015-07-31-pt1-PgH5782-2,CREC-2015-07-31,2015-07-31,,hsfa00,H,Committee on Foreign Affairs,S
CREC-2015-07-31-pt1-PgH5782-2,CREC-2015-07-31,2015-07-31,,hsbu00,H,Committee on the Budget,S
CREC-2015-07-31-pt1-PgH5782-4,CREC-2015-07-31,2015-07-31,,,,,
CREC-2015-07-31-pt1-PgH5782-5,CREC-2015-07-31,2015-07-31,,,,,
CREC-2015-07-31-pt1-PgH5782-6,CREC-2015-07-31,2015-07-31,,,,,
CREC-2015-07-31-pt1-PgH5782-7,CREC-2015-07-31,2015-07-31,,,,,
CREC-2015-07-31-pt1-PgH5783,CREC-2015-07-31,2015-07-31,,,,,
CREC-2015-07-31-pt1-PgH5782-8,CREC-2015-07-31,2015-07-31,,,,,
CREC-2015-07-31-pt1-PgH5783-2,CREC-2015-07-31,2015-07-31,,,,,
CREC-2015-07-31-pt1-PgH5783-3,CREC-2015-07-31,2015-07-31,,,,,
CREC-2015-07-31-pt1-PgS-FrontMatter-3,CREC-2015-07-31,2015-07-31,,,,,
CREC-2015-07-31-pt1-PgS6211-2,CREC-2015-07-31,2015-07-31,,,,,
CREC-2015-07-31-pt1-PgS6211,CREC-2015-07-31,2015-07-31,,,,,
CREC-2015-07-31-pt1-PgE1193-2,CREC-2015-07-31,2015-07-31,,,,,
CREC-2015-07-31-pt1-PgE1193-3,CREC-2015-07-31,2015-07-31,,,,,
CREC-2015-07-31-pt1-PgH5782,CREC-2015-07-31,2015-07-31,,hsso00,H,Committee on Ethics,S
CREC-2015-07-31-pt1-PgE1193-4,CREC-2015-07-31,2015-07-31,,,,,
CREC-2015-07-31-pt1-PgE1194,CREC-2015-07-31,2015-07-31,,,,,
CREC-2015-07-31-pt1-PgE1195-2,CREC-2015-07-31,2015-07-31,,,,,
CREC-2015-07-31-pt1-PgE1194-2,CREC-2015-07-31,2015-07-31,,,,,
CREC-2015-07-31-pt1-PgE1195,CREC-2015-07-31,2015-07-31,,,,,
