granuleId,packageId,date,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-02-10-pt1-PgH653-2,CREC-2016-02-10,2016-02-10,,,,,,,,,,,,
CREC-2016-02-10-pt1-PgH-FrontMatter-3,CREC-2016-02-10,2016-02-10,,,,,,,,,,,,
CREC-2016-02-10-pt1-PgH653,CREC-2016-02-10,2016-02-10,,,,,,,,,,,,
CREC-2016-02-10-pt1-PgH653-4,CREC-2016-02-10,2016-02-10,,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,"Blumenauer, Earl",Mr. BLUMENAUER,Earl Blumenauer,
CREC-2016-02-10-pt1-PgH654,CREC-2016-02-10,2016-02-10,,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,"Foxx, Virginia",Ms. FOXX,Virginia Foxx,
CREC-2016-02-10-pt1-PgH653-3,CREC-2016-02-10,2016-02-10,,,,,,,,,,,,
CREC-2016-02-10-pt1-PgH654-2,CREC-2016-02-10,2016-02-10,,SPEAKING,H,114,P000596,"Pierluisi, Pedro R.",PR,D,"Pierluisi, Pedro R.",Mr. PIERLUISI,Pedro R. Pierluisi,Pedro Pierluisi
CREC-2016-02-10-pt1-PgH655,CREC-2016-02-10,2016-02-10,,SPEAKING,H,114,G000571,"Gabbard, Tulsi",HI,D,"Gabbard, Tulsi",Ms. GABBARD,Tulsi Gabbard,
CREC-2016-02-10-pt1-PgH654-3,CREC-2016-02-10,2016-02-10,,SPEAKING,H,114,B001274,"Brooks, Mo",AL,R,"Brooks, Mo",Mr. BROOKS of Alabama,Mo Brooks,
CREC-2016-02-10-pt1-PgH655-2,CREC-2016-02-10,2016-02-10,,SPEAKING,H,114,Z000017,"Zeldin, Lee M.",NY,R,"Zeldin, Lee M.",Mr. ZELDIN,Lee M. Zeldin,Lee Zeldin
CREC-2016-02-10-pt1-PgH657,CREC-2016-02-10,2016-02-10,,SPEAKING,H,114,F000451,"Fitzpatrick, Michael G.",PA,R,"Fitzpatrick, Michael G.",Mr. FITZPATRICK,Michael G. Fitzpatrick,Michael Fitzpatrick
CREC-2016-02-10-pt1-PgH656,CREC-2016-02-10,2016-02-10,,SPEAKING,H,114,D000613,"Dold, Robert J.",IL,R,"Dold, Robert J.",Mr. DOLD,Robert J. Dold,Robert Dold
CREC-2016-02-10-pt1-PgH658,CREC-2016-02-10,2016-02-10,,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,"Thompson, Glenn",Mr. THOMPSON of Pennsylvania,Glenn Thompson,
CREC-2016-02-10-pt1-PgH656-2,CREC-2016-02-10,2016-02-10,,SPEAKING,H,114,R000580,"Roskam, Peter J.",IL,R,"Roskam, Peter J.",Mr. ROSKAM,Peter J. Roskam,Peter Roskam
CREC-2016-02-10-pt1-PgH658-2,CREC-2016-02-10,2016-02-10,,SPEAKING,H,114,M001195,"Mooney, Alexander X.",WV,R,"Mooney, Alexander X.",Mr. MOONEY of West Virginia,Alexander X. Mooney,Alexander Mooney
CREC-2016-02-10-pt1-PgH657-2,CREC-2016-02-10,2016-02-10,,SPEAKING,H,114,P000605,"Perry, Scott",PA,R,"Perry, Scott",Mr. PERRY,Scott Perry,
CREC-2016-02-10-pt1-PgH659,CREC-2016-02-10,2016-02-10,,SPEAKING,H,114,S001192,"Stewart, Chris",UT,R,"Stewart, Chris",Mr. STEWART,Chris Stewart,
CREC-2016-02-10-pt1-PgH659-2,CREC-2016-02-10,2016-02-10,,,,,,,,,,,,
CREC-2016-02-10-pt1-PgH659-3,CREC-2016-02-10,2016-02-10,,,,,,,,,,,,
CREC-2016-02-10-pt1-PgH659-4,CREC-2016-02-10,2016-02-10,,,,,,,,,,,,
CREC-2016-02-10-pt1-PgH660,CREC-2016-02-10,2016-02-10,,,,,,,,,,,,
CREC-2016-02-10-pt1-PgH660-2,CREC-2016-02-10,2016-02-10,,,,,,,,,,,,
CREC-2016-02-10-pt1-PgH660-3,CREC-2016-02-10,2016-02-10,,,,,,,,,,,,
CREC-2016-02-10-pt1-PgH660-4,CREC-2016-02-10,2016-02-10,,SPEAKING,H,114,J000174,"Johnson, Sam",TX,R,"Johnson, Sam",Mr. SAM JOHNSON of Texas,Sam Johnson,
CREC-2016-02-10-pt1-PgH660-5,CREC-2016-02-10,2016-02-10,,SPEAKING,H,114,C001084,"Cicilline, David N.",RI,D,"Cicilline, David N.",Mr. CICILLINE,David N. Cicilline,David Cicilline
CREC-2016-02-10-pt1-PgH660-7,CREC-2016-02-10,2016-02-10,,SPEAKING,H,114,P000608,"Peters, Scott H.",CA,D,"Peters, Scott H.",Mr. PETERS,Scott H. Peters,Scott Peters
CREC-2016-02-10-pt1-PgH660-8,CREC-2016-02-10,2016-02-10,,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,"Wilson, Joe",Mr. WILSON of South Carolina,Joe Wilson,
CREC-2016-02-10-pt1-PgH660-6,CREC-2016-02-10,2016-02-10,,SPEAKING,H,114,D000612,"Denham, Jeff",CA,R,"Denham, Jeff",Mr. DENHAM,Jeff Denham,
CREC-2016-02-10-pt1-PgH661,CREC-2016-02-10,2016-02-10,,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,"Kildee, Daniel T.",Mr. KILDEE,Daniel T. Kildee,Daniel Kildee
CREC-2016-02-10-pt1-PgH661-3,CREC-2016-02-10,2016-02-10,,SPEAKING,H,114,H001038,"Higgins, Brian",NY,D,"Higgins, Brian",Mr. HIGGINS,Brian Higgins,
CREC-2016-02-10-pt1-PgH661-4,CREC-2016-02-10,2016-02-10,,SPEAKING,H,114,B001257,"Bilirakis, Gus M.",FL,R,"Bilirakis, Gus M.",Mr. BILIRAKIS,Gus M. Bilirakis,Gus Bilirakis
CREC-2016-02-10-pt1-PgH661-2,CREC-2016-02-10,2016-02-10,,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,"LaMalfa, Doug",Mr. LaMALFA,Doug LaMalfa,
CREC-2016-02-10-pt1-PgH661-5,CREC-2016-02-10,2016-02-10,,SPEAKING,H,114,G000410,"Green, Gene",TX,D,"Green, Gene",Mr. GENE GREEN of Texas,Gene Green,
CREC-2016-02-10-pt1-PgH662,CREC-2016-02-10,2016-02-10,,SPEAKING,H,114,E000288,"Ellison, Keith",MN,D,"Ellison, Keith",Mr. ELLISON,Keith Ellison,
CREC-2016-02-10-pt1-PgH661-6,CREC-2016-02-10,2016-02-10,,SPEAKING,H,114,H001059,"Hultgren, Randy",IL,R,"Hultgren, Randy",Mr. HULTGREN,Randy Hultgren,
CREC-2016-02-10-pt1-PgH662-2,CREC-2016-02-10,2016-02-10,,SPEAKING,H,114,W000813,"Walorski, Jackie",IN,R,"Walorski, Jackie",Mrs. WALORSKI,Jackie Walorski,
CREC-2016-02-10-pt1-PgH662-3,CREC-2016-02-10,2016-02-10,,,,,,,,,,,,
CREC-2016-02-10-pt1-PgH662-4,CREC-2016-02-10,2016-02-10,,,,,,,,,,,,
CREC-2016-02-10-pt1-PgH662-5,CREC-2016-02-10,2016-02-10,,SPEAKING,H,114,U000031,"Upton, Fred",MI,R,"Upton, Fred",Mr. UPTON,Fred Upton,
CREC-2016-02-10-pt1-PgH662-5,CREC-2016-02-10,2016-02-10,,SPEAKING,H,114,T000469,"Tonko, Paul",NY,D,"Tonko, Paul",Mr. TONKO,Paul Tonko,
CREC-2016-02-10-pt1-PgH662-5,CREC-2016-02-10,2016-02-10,,SPEAKING,H,114,W000798,"Walberg, Tim",MI,R,"Walberg, Tim",Mr. WALBERG,Tim Walberg,
CREC-2016-02-10-pt1-PgH662-5,CREC-2016-02-10,2016-02-10,,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,"Kildee, Daniel T.",Mr. KILDEE,Daniel T. Kildee,Daniel Kildee
CREC-2016-02-10-pt1-PgH662-5,CREC-2016-02-10,2016-02-10,,SPEAKING,H,114,B001293,"Bishop, Mike",MI,R,"Bishop, Mike",Mr. BISHOP of Michigan,Mike Bishop,
