granuleId,packageId,date,references,collectionCode,collectionName,contents__number,contents__congress,contents__type
CREC-2015-10-30-pt1-PgS7665-2,CREC-2015-10-30,2015-10-30,,,,,,
CREC-2015-10-30-pt1-PgS7665-3,CREC-2015-10-30,2015-10-30,,,,,,
CREC-2015-10-30-pt1-PgS7665,CREC-2015-10-30,2015-10-30,,,,,,
CREC-2015-10-30-pt1-PgS7665-5,CREC-2015-10-30,2015-10-30,,,,,,
CREC-2015-10-30-pt1-PgS7665-4,CREC-2015-10-30,2015-10-30,,,,,,
CREC-2015-10-30-pt1-PgS7675,CREC-2015-10-30,2015-10-30,,BILLS,Congressional Bills,1140,114,S
CREC-2015-10-30-pt1-PgS7675,CREC-2015-10-30,2015-10-30,,BILLS,Congressional Bills,1140,114,S
CREC-2015-10-30-pt1-PgS7675-2,CREC-2015-10-30,2015-10-30,,,,,,
CREC-2015-10-30-pt1-PgS7665-6,CREC-2015-10-30,2015-10-30,,BILLS,Congressional Bills,11,114,SCONRES
CREC-2015-10-30-pt1-PgS7665-6,CREC-2015-10-30,2015-10-30,,BILLS,Congressional Bills,1314,114,HR
CREC-2015-10-30-pt1-PgS7675-4,CREC-2015-10-30,2015-10-30,,BILLS,Congressional Bills,22,114,SJRES
CREC-2015-10-30-pt1-PgS7675-5,CREC-2015-10-30,2015-10-30,,BILLS,Congressional Bills,2225,114,S
CREC-2015-10-30-pt1-PgS7675-3,CREC-2015-10-30,2015-10-30,,BILLS,Congressional Bills,22,114,SJRES
CREC-2015-10-30-pt1-PgS7675-3,CREC-2015-10-30,2015-10-30,,BILLS,Congressional Bills,22,114,SJRES
CREC-2015-10-30-pt1-PgS7675-6,CREC-2015-10-30,2015-10-30,,BILLS,Congressional Bills,301,114,SRES
CREC-2015-10-30-pt1-PgS7675-7,CREC-2015-10-30,2015-10-30,,BILLS,Congressional Bills,301,114,SRES
CREC-2015-10-30-pt1-PgS7675-7,CREC-2015-10-30,2015-10-30,,BILLS,Congressional Bills,301,114,SRES
CREC-2015-10-30-pt1-PgS7676-3,CREC-2015-10-30,2015-10-30,,,,,,
CREC-2015-10-30-pt1-PgS7676,CREC-2015-10-30,2015-10-30,,,,,,
CREC-2015-10-30-pt1-PgD1158,CREC-2015-10-30,2015-10-30,,BILLS,Congressional Bills,301,114,SRES
CREC-2015-10-30-pt1-PgD1158,CREC-2015-10-30,2015-10-30,,BILLS,Congressional Bills,1140,114,S
CREC-2015-10-30-pt1-PgD1158,CREC-2015-10-30,2015-10-30,,BILLS,Congressional Bills,1314,114,HR
CREC-2015-10-30-pt1-PgD1158,CREC-2015-10-30,2015-10-30,,BILLS,Congressional Bills,2225,114,S
CREC-2015-10-30-pt1-PgS7676-2,CREC-2015-10-30,2015-10-30,,BILLS,Congressional Bills,1140,114,S
CREC-2015-10-30-pt1-PgS7676-2,CREC-2015-10-30,2015-10-30,,BILLS,Congressional Bills,1140,114,S
CREC-2015-10-30-pt1-PgD1159,CREC-2015-10-30,2015-10-30,,,,,,
CREC-2015-10-30-pt1-PgD1159-2,CREC-2015-10-30,2015-10-30,,,,,,
CREC-2015-10-30-pt1-PgD1159-3,CREC-2015-10-30,2015-10-30,,,,,,
CREC-2015-10-30-pt1-PgD1159-4,CREC-2015-10-30,2015-10-30,,BILLS,Congressional Bills,22,114,HR
CREC-2015-10-30-pt1-PgD1159-5,CREC-2015-10-30,2015-10-30,,BILLS,Congressional Bills,1140,114,S
