granuleId,packageId,role,chamber,congress,bioGuideId,memberName,state,party,members,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-09-08-pt1-PgH5165-5,CREC-2016-09-08,SPEAKING,H,114,Q000023,"Quigley, Mike",IL,D,,"Quigley, Mike",Mr. QUIGLEY,Mike Quigley,
CREC-2016-09-08-pt1-PgH5165-2,CREC-2016-09-08,,,,,,,,,,,,
CREC-2016-09-08-pt1-PgH5166,CREC-2016-09-08,SPEAKING,H,114,K000378,"Kinzinger, Adam",IL,R,,"Kinzinger, Adam",Mr. KINZINGER of Illinois,Adam Kinzinger,
CREC-2016-09-08-pt1-PgH5165-3,CREC-2016-09-08,,,,,,,,,,,,
CREC-2016-09-08-pt1-PgH-FrontMatter-3,CREC-2016-09-08,,,,,,,,,,,,
CREC-2016-09-08-pt1-PgH5166-2,CREC-2016-09-08,SPEAKING,H,114,P000523,"Price, David E.",NC,D,,"Price, David E.",Mr. PRICE of North Carolina,David E. Price,David Price
CREC-2016-09-08-pt1-PgH5165,CREC-2016-09-08,,,,,,,,,,,,
CREC-2016-09-08-pt1-PgH5165-4,CREC-2016-09-08,SPEAKING,H,114,L000567,"Lance, Leonard",NJ,R,,"Lance, Leonard",Mr. LANCE,Leonard Lance,
CREC-2016-09-08-pt1-PgH5167,CREC-2016-09-08,SPEAKING,H,114,B001274,"Brooks, Mo",AL,R,,"Brooks, Mo",Mr. BROOKS of Alabama,Mo Brooks,
CREC-2016-09-08-pt1-PgH5168,CREC-2016-09-08,SPEAKING,H,114,J000296,"Jolly, David W.",FL,R,,"Jolly, David W.",Mr. JOLLY,David W. Jolly,David Jolly
CREC-2016-09-08-pt1-PgH5167-2,CREC-2016-09-08,SPEAKING,H,114,B001278,"Bonamici, Suzanne",OR,D,,"Bonamici, Suzanne",Ms. BONAMICI,Suzanne Bonamici,
