granuleId,packageId,date,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-07-09-pt1-PgH-FrontMatter-2,CREC-2015-07-09,2015-07-09,,,,,,,,,,,,
CREC-2015-07-09-pt1-PgH4959-2,CREC-2015-07-09,2015-07-09,,,,,,,,,,,,
CREC-2015-07-09-pt1-PgH4959,CREC-2015-07-09,2015-07-09,,,,,,,,,,,,
CREC-2015-07-09-pt1-PgH4959-3,CREC-2015-07-09,2015-07-09,,,,,,,,,,,,
CREC-2015-07-09-pt1-PgH4959-4,CREC-2015-07-09,2015-07-09,,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,"Blumenauer, Earl",Mr. BLUMENAUER,Earl Blumenauer,
CREC-2015-07-09-pt1-PgH4959-5,CREC-2015-07-09,2015-07-09,,SPEAKING,H,114,J000296,"Jolly, David W.",FL,R,"Jolly, David W.",Mr. JOLLY,David W. Jolly,David Jolly
CREC-2015-07-09-pt1-PgH4960,CREC-2015-07-09,2015-07-09,,SPEAKING,H,114,G000535,"Gutierrez, Luis V.",IL,D,"Gutierrez, Luis V.",Mr. GUTIERREZ,Luis V. Gutierrez,Luis Gutierrez
CREC-2015-07-09-pt1-PgH4961,CREC-2015-07-09,2015-07-09,,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,"Foxx, Virginia",Ms. FOXX,Virginia Foxx,
CREC-2015-07-09-pt1-PgH4961-2,CREC-2015-07-09,2015-07-09,,SPEAKING,H,114,Q000023,"Quigley, Mike",IL,D,"Quigley, Mike",Mr. QUIGLEY,Mike Quigley,
CREC-2015-07-09-pt1-PgH4962,CREC-2015-07-09,2015-07-09,,SPEAKING,H,114,G000563,"Gibbs, Bob",OH,R,"Gibbs, Bob",Mr. GIBBS,Bob Gibbs,
CREC-2015-07-09-pt1-PgH4962-2,CREC-2015-07-09,2015-07-09,,SPEAKING,H,114,B001251,"Butterfield, G. K.",NC,D,"Butterfield, G. K.",Mr. BUTTERFIELD,G. K. Butterfield,
CREC-2015-07-09-pt1-PgH4963,CREC-2015-07-09,2015-07-09,,SPEAKING,H,114,M001151,"Murphy, Tim",PA,R,"Murphy, Tim",Mr. MURPHY of Pennsylvania,Tim Murphy,
CREC-2015-07-09-pt1-PgH4963-2,CREC-2015-07-09,2015-07-09,,SPEAKING,H,114,H000874,"Hoyer, Steny H.",MD,D,"Hoyer, Steny H.",Mr. HOYER,Steny H. Hoyer,Steny Hoyer
