granuleId,packageId,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-11-02-pt1-PgH7349,CREC-2015-11-02,,,,,,,,,,,,,,
CREC-2015-11-02-pt1-PgH7349-2,CREC-2015-11-02,,,,,,,,,,,,,,
CREC-2015-11-02-pt1-PgH7349-5,CREC-2015-11-02,,,,,,,,,,,,,,
CREC-2015-11-02-pt1-PgH7349-7,CREC-2015-11-02,,,,,,,,,,,,,,
CREC-2015-11-02-pt1-PgH7349-3,CREC-2015-11-02,,,,,,,,,,,,,,
CREC-2015-11-02-pt1-PgH7349-4,CREC-2015-11-02,,,,,,,,,,,,,,
CREC-2015-11-02-pt1-PgH7349-6,CREC-2015-11-02,,,,,,,,,,,,,,
CREC-2015-11-02-pt1-PgH7349-8,CREC-2015-11-02,,,,,,,,,,,,,,
CREC-2015-11-02-pt1-PgH7349-9,CREC-2015-11-02,,,,,,,,,,,,,,
CREC-2015-11-02-pt1-PgH7350-2,CREC-2015-11-02,,,,,,,,,,,,,,
CREC-2015-11-02-pt1-PgH7350-5,CREC-2015-11-02,,8028,1791,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,"Foxx, Virginia",Ms. FOXX,Virginia Foxx,
CREC-2015-11-02-pt1-PgH7350,CREC-2015-11-02,,,,,,,,,,,,,,
CREC-2015-11-02-pt1-PgH7350-4,CREC-2015-11-02,,7890,985,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,"Ros-Lehtinen, Ileana",Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen,
CREC-2015-11-02-pt1-PgH7350-6,CREC-2015-11-02,,8142,1688,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,"Wilson, Joe",Mr. WILSON of South Carolina,Joe Wilson,
CREC-2015-11-02-pt1-PgH7350-3,CREC-2015-11-02,,,,,,,,,,,,,,
CREC-2015-11-02-pt1-PgH7350-7,CREC-2015-11-02,,,2253,SPEAKING,H,114,E000294,"Emmer, Tom",MN,R,"Emmer, Tom",Mr. EMMER of Minnesota,Tom Emmer,
CREC-2015-11-02-pt1-PgH7350-8,CREC-2015-11-02,,,,,,,,,,,,,,
CREC-2015-11-02-pt1-PgH7351,CREC-2015-11-02,,,,,,,,,,,,,,
CREC-2015-11-02-pt1-PgH7351-2,CREC-2015-11-02,,,,,,,,,,,,,,
CREC-2015-11-02-pt1-PgH7351-3,CREC-2015-11-02,,,,,,,,,,,,,,
CREC-2015-11-02-pt1-PgH7351-4,CREC-2015-11-02,,,,,,,,,,,,,,
CREC-2015-11-02-pt1-PgH7353,CREC-2015-11-02,,8064,635,SPEAKING,H,114,K000210,"King, Peter T.",NY,R,"King, Peter T.",Mr. KING of New York,Peter T. King,Peter King
