granuleId,packageId,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2016-07-08-pt1-PgH4551-4,CREC-2016-07-08,,,,,,,,,,,,,,
CREC-2016-07-08-pt1-PgH4551-6,CREC-2016-07-08,,,,,,,,,,,,,,
CREC-2016-07-08-pt1-PgH4551-7,CREC-2016-07-08,,,,,,,,,,,,,,
CREC-2016-07-08-pt1-PgH-FrontMatter,CREC-2016-07-08,,,,,,,,,,,,,,
CREC-2016-07-08-pt1-PgH4551-3,CREC-2016-07-08,,,,,,,,,,,,,,
CREC-2016-07-08-pt1-PgH4551-5,CREC-2016-07-08,,,,,,,,,,,,,,
CREC-2016-07-08-pt1-PgH4551-2,CREC-2016-07-08,,,,,,,,,,,,,,
CREC-2016-07-08-pt1-PgH4551,CREC-2016-07-08,,,,,,,,,,,,,,
CREC-2016-07-08-pt1-PgH4551-8,CREC-2016-07-08,,,,,,,,,,,,,,
CREC-2016-07-08-pt1-PgH4553,CREC-2016-07-08,,7820,1634,SPEAKING,H,114,H001034,"Honda, Michael M.",CA,D,"Honda, Michael M.",Michael Honda,Mr. HONDA,Michael M. Honda
CREC-2016-07-08-pt1-PgH4553,CREC-2016-07-08,,8013,1790,SPEAKING,H,114,C001061,"Cleaver, Emanuel",MO,D,"Cleaver, Emanuel",,Mr. CLEAVER,Emanuel Cleaver
CREC-2016-07-08-pt1-PgH4551-9,CREC-2016-07-08,,8214,1560,SPEAKING,H,114,R000570,"Ryan, Paul D.",WI,R,"Ryan, Paul D.",Paul Ryan,Mr. RYAN of Wisconsin,Paul D. Ryan
CREC-2016-07-08-pt1-PgH4552-3,CREC-2016-07-08,,8013,1790,SPEAKING,H,114,C001061,"Cleaver, Emanuel",MO,D,"Cleaver, Emanuel",,Mr. CLEAVER,Emanuel Cleaver
CREC-2016-07-08-pt1-PgH4552-4,CREC-2016-07-08,,,2100,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,"LaMalfa, Doug",,Mr. LaMALFA,Doug LaMalfa
CREC-2016-07-08-pt1-PgH4552,CREC-2016-07-08,,7813,905,SPEAKING,H,114,P000197,"Pelosi, Nancy",CA,D,"Pelosi, Nancy",,Ms. PELOSI,Nancy Pelosi
CREC-2016-07-08-pt1-PgH4552-2,CREC-2016-07-08,,,2236,SPEAKING,H,114,C001103,"Carter, Earl L. ""Buddy""",GA,R,"Carter, Earl L. ""Buddy""",Mr. Earl Carter,Mr. CARTER of Georgia,"Earl L. ""Buddy"" Carter"
CREC-2016-07-08-pt1-PgH4553-2,CREC-2016-07-08,,8123,1952,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,"Thompson, Glenn",,Mr. THOMPSON of Pennsylvania,Glenn Thompson
CREC-2016-07-08-pt1-PgH4553-3,CREC-2016-07-08,,8082,1942,SPEAKING,H,114,T000469,"Tonko, Paul",NY,D,"Tonko, Paul",,Mr. TONKO,Paul Tonko
CREC-2016-07-08-pt1-PgH4561,CREC-2016-07-08,,8186,599,SPEAKING,H,114,J000126,"Johnson, Eddie Bernice",TX,D,"Johnson, Eddie Bernice",Eddie Johnson,Ms. EDDIE BERNICE JOHNSON of Texas,Eddie Bernice Johnson
CREC-2016-07-08-pt1-PgH4554,CREC-2016-07-08,,,2134,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,"Kildee, Daniel T.",Mr. Daniel Kildee,Mr. KILDEE,Daniel T. Kildee
CREC-2016-07-08-pt1-PgH4553-6,CREC-2016-07-08,,8162,62,SPEAKING,H,114,B000213,"Barton, Joe",TX,R,"Barton, Joe",Joe L. Barton,Mr. BARTON,Joe Barton
CREC-2016-07-08-pt1-PgH4554-2,CREC-2016-07-08,,8755,1155,SPEAKING,H,114,T000238,"Thornberry, Mac",TX,R,"Thornberry, Mac",William Thornberry,Mr. THORNBERRY,Mac Thornberry
CREC-2016-07-08-pt1-PgH4553-4,CREC-2016-07-08,,8111,711,SPEAKING,H,114,L000491,"Lucas, Frank D.",OK,R,"Lucas, Frank D.",Frank Lucas,Mr. LUCAS,Frank D. Lucas
CREC-2016-07-08-pt1-PgH4553-5,CREC-2016-07-08,,,2104,SPEAKING,H,114,S001193,"Swalwell, Eric",CA,D,"Swalwell, Eric",,Mr. SWALWELL of California,Eric Swalwell
CREC-2016-07-08-pt1-PgH4554-3,CREC-2016-07-08,,7991,1177,SPEAKING,H,114,U000031,"Upton, Fred",MI,R,"Upton, Fred",,Mr. UPTON,Fred Upton
CREC-2016-07-08-pt1-PgH4554-3,CREC-2016-07-08,,8048,887,SPEAKING,H,114,P000034,"Pallone, Frank, Jr.",NJ,D,"Pallone, Frank, Jr.",Frank Pallone,Mr. PALLONE,"Frank Pallone, Jr."
CREC-2016-07-08-pt1-PgH4554-3,CREC-2016-07-08,,,2236,SPEAKING,H,114,C001103,"Carter, Earl L. ""Buddy""",GA,R,"Carter, Earl L. ""Buddy""",Mr. Earl Carter,Mr. CARTER of Georgia,"Earl L. ""Buddy"" Carter"
CREC-2016-07-08-pt1-PgH4554-3,CREC-2016-07-08,,8216,1498,SPEAKING,H,114,K000188,"Kind, Ron",WI,D,"Kind, Ron",,Mr. KIND,Ron Kind
CREC-2016-07-08-pt1-PgH4554-3,CREC-2016-07-08,,8197,446,SPEAKING,H,114,G000289,"Goodlatte, Bob",VA,R,"Goodlatte, Bob",Robert Goodlatte,Mr. GOODLATTE,Bob Goodlatte
CREC-2016-07-08-pt1-PgH4554-3,CREC-2016-07-08,,7813,905,SPEAKING,H,114,P000197,"Pelosi, Nancy",CA,D,"Pelosi, Nancy",,Ms. PELOSI,Nancy Pelosi
CREC-2016-07-08-pt1-PgH4554-3,CREC-2016-07-08,,8049,1936,SPEAKING,H,114,L000567,"Lance, Leonard",NJ,R,"Lance, Leonard",,Mr. LANCE,Leonard Lance
CREC-2016-07-08-pt1-PgH4554-3,CREC-2016-07-08,,8125,2052,SPEAKING,H,114,M001181,"Meehan, Patrick",PA,R,"Meehan, Patrick",,Mr. MEEHAN,Patrick Meehan
CREC-2016-07-08-pt1-PgH4554-3,CREC-2016-07-08,,7999,229,SPEAKING,H,114,C000714,"Conyers, John, Jr.",MI,D,"Conyers, John, Jr.",John Conyers Jr.,Mr. CONYERS,"John Conyers, Jr."
CREC-2016-07-08-pt1-PgH4554-3,CREC-2016-07-08,,,2250,SPEAKING,H,114,T000475,"Trott, David A.",MI,R,"Trott, David A.",Mr. David Trott,Mr. TROTT,David A. Trott
CREC-2016-07-08-pt1-PgH4554-3,CREC-2016-07-08,,7881,1838,SPEAKING,H,114,B001257,"Bilirakis, Gus M.",FL,R,"Bilirakis, Gus M.",Mr. Gus Bilirakis,Mr. BILIRAKIS,Gus M. Bilirakis
CREC-2016-07-08-pt1-PgH4554-3,CREC-2016-07-08,,,2128,SPEAKING,H,114,W000813,"Walorski, Jackie",IN,R,"Walorski, Jackie",,Mrs. WALORSKI,Jackie Walorski
CREC-2016-07-08-pt1-PgH4554-3,CREC-2016-07-08,,,2232,SPEAKING,H,114,W000820,"Walters, Mimi",CA,R,"Walters, Mimi",,Mrs. MIMI WALTERS of California,Mimi Walters
CREC-2016-07-08-pt1-PgH4554-3,CREC-2016-07-08,,,2158,SPEAKING,H,114,R000598,"Rothfus, Keith J.",PA,R,"Rothfus, Keith J.",Mr. Keith Rothfus,Mr. ROTHFUS,Keith J. Rothfus
CREC-2016-07-08-pt1-PgH4554-3,CREC-2016-07-08,,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,"Jackson Lee, Sheila",,Ms. JACKSON LEE,Sheila Jackson Lee
CREC-2016-07-08-pt1-PgH4554-3,CREC-2016-07-08,,7983,1729,SPEAKING,H,114,V000128,"Van Hollen, Chris",MD,D,"Van Hollen, Chris",,Mr. VAN HOLLEN,Chris Van Hollen
CREC-2016-07-08-pt1-PgH4554-3,CREC-2016-07-08,,8185,462,SPEAKING,H,114,G000410,"Green, Gene",TX,D,"Green, Gene",,Mr. GENE GREEN of Texas,Gene Green
CREC-2016-07-08-pt1-PgH4554-3,CREC-2016-07-08,,,2203,SPEAKING,H,114,B001290,"Brat, Dave",VA,R,"Brat, Dave",,Mr. BRAT,Dave Brat
CREC-2016-07-08-pt1-PgH4554-3,CREC-2016-07-08,,8196,2069,SPEAKING,H,114,H001060,"Hurt, Robert",VA,R,"Hurt, Robert",,Mr. HURT of Virginia,Robert Hurt
CREC-2016-07-08-pt1-PgH4562,CREC-2016-07-08,,8755,1155,SPEAKING,H,114,T000238,"Thornberry, Mac",TX,R,"Thornberry, Mac",William Thornberry,Mr. THORNBERRY,Mac Thornberry
CREC-2016-07-08-pt1-PgH4564-2,CREC-2016-07-08,,7827,1833,SPEAKING,H,114,M001165,"McCarthy, Kevin",CA,R,"McCarthy, Kevin",,Mr. McCARTHY,Kevin McCarthy
CREC-2016-07-08-pt1-PgH4562-2,CREC-2016-07-08,,8191,1956,SPEAKING,H,114,C001076,"Chaffetz, Jason",UT,R,"Chaffetz, Jason",,Mr. CHAFFETZ,Jason Chaffetz
CREC-2016-07-08-pt1-PgH4564,CREC-2016-07-08,,7980,566,SPEAKING,H,114,H000874,"Hoyer, Steny H.",MD,D,"Hoyer, Steny H.",Steny Hoyer,Mr. HOYER,Steny H. Hoyer
CREC-2016-07-08-pt1-PgH4564,CREC-2016-07-08,,7827,1833,SPEAKING,H,114,M001165,"McCarthy, Kevin",CA,R,"McCarthy, Kevin",,Mr. McCARTHY,Kevin McCarthy
CREC-2016-07-08-pt1-PgH4564-3,CREC-2016-07-08,,8161,1749,SPEAKING,H,114,H001036,"Hensarling, Jeb",TX,R,"Hensarling, Jeb",,Mr. HENSARLING,Jeb Hensarling
CREC-2016-07-08-pt1-PgH4563,CREC-2016-07-08,,,,,,,,,,,,,,
CREC-2016-07-08-pt1-PgH4564-4,CREC-2016-07-08,,7980,566,SPEAKING,H,114,H000874,"Hoyer, Steny H.",MD,D,"Hoyer, Steny H.",Steny Hoyer,Mr. HOYER,Steny H. Hoyer
CREC-2016-07-08-pt1-PgH4565,CREC-2016-07-08,,8003,1930,SPEAKING,H,114,P000594,"Paulsen, Erik",MN,R,"Paulsen, Erik",,Mr. PAULSEN,Erik Paulsen
CREC-2016-07-08-pt1-PgH4565-2,CREC-2016-07-08,,8211,766,SPEAKING,H,114,M000404,"McDermott, Jim",WA,D,"McDermott, Jim",,Mr. McDERMOTT,Jim McDermott
CREC-2016-07-08-pt1-PgH4565-3,CREC-2016-07-08,,7968,1504,SPEAKING,H,114,M000312,"McGovern, James P.",MA,D,"McGovern, James P.",James Mcgovern,Mr. McGOVERN,James P. McGovern
CREC-2016-07-08-pt1-PgH4565-4,CREC-2016-07-08,,8174,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,"Jackson Lee, Sheila",,Ms. JACKSON LEE,Sheila Jackson Lee
CREC-2016-07-08-pt1-PgH4566,CREC-2016-07-08,,8165,1803,SPEAKING,H,114,G000553,"Green, Al",TX,D,"Green, Al",,Mr. AL GREEN of Texas,Al Green
CREC-2016-07-08-pt1-PgH4566-3,CREC-2016-07-08,,,2237,SPEAKING,H,114,H001071,"Hice, Jody B.",GA,R,"Hice, Jody B.",Mr. Jody Hice,Mr. JODY B. HICE of Georgia,Jody B. Hice
CREC-2016-07-08-pt1-PgH4566-2,CREC-2016-07-08,,,,,,,,,,,,,,
CREC-2016-07-08-pt1-PgH4569,CREC-2016-07-08,,8157,1801,SPEAKING,H,114,G000552,"Gohmert, Louie",TX,R,"Gohmert, Louie",,Mr. GOHMERT,Louie Gohmert
CREC-2016-07-08-pt1-PgH4571,CREC-2016-07-08,,,,,,,,,,,,,,
CREC-2016-07-08-pt1-PgH4571-2,CREC-2016-07-08,,8157,1801,SPEAKING,H,114,G000552,"Gohmert, Louie",TX,R,"Gohmert, Louie",,Mr. GOHMERT,Louie Gohmert
CREC-2016-07-08-pt1-PgH4572,CREC-2016-07-08,,,,,,,,,,,,,,
CREC-2016-07-08-pt1-PgH4571-3,CREC-2016-07-08,,,,,,,,,,,,,,
CREC-2016-07-08-pt1-PgH4574,CREC-2016-07-08,,,,,,,,,,,,,,
CREC-2016-07-08-pt1-PgH4573,CREC-2016-07-08,,,,,,,,,,,,,,
CREC-2016-07-08-pt1-PgH4574-3,CREC-2016-07-08,,,,,,,,,,,,,,
CREC-2016-07-08-pt1-PgH4574-2,CREC-2016-07-08,,,,,,,,,,,,,,
