granuleId,packageId,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-01-21-pt1-PgS141-6,CREC-2016-01-21,,,,,,,,,,,,,,
CREC-2016-01-21-pt1-PgS-FrontMatter,CREC-2016-01-21,,,,,,,,,,,,,,
CREC-2016-01-21-pt1-PgS141-2,CREC-2016-01-21,,,,,,,,,,,,,,
CREC-2016-01-21-pt1-PgS141-5,CREC-2016-01-21,,,,,,,,,,,,,,
CREC-2016-01-21-pt1-PgS141-7,CREC-2016-01-21,,8254,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2016-01-21-pt1-PgS141-3,CREC-2016-01-21,,,,,,,,,,,,,,
CREC-2016-01-21-pt1-PgS141-4,CREC-2016-01-21,,,,,,,,,,,,,,
CREC-2016-01-21-pt1-PgS141-8,CREC-2016-01-21,,8254,1395,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",Mr. McCONNELL,Mitch McConnell,
CREC-2016-01-21-pt1-PgS142,CREC-2016-01-21,,,,,,,,,,,,,,
CREC-2016-01-21-pt1-PgS142-2,CREC-2016-01-21,,8271,952,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2016-01-21-pt1-PgS143-2,CREC-2016-01-21,,8271,952,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2016-01-21-pt1-PgS143-2,CREC-2016-01-21,,8313,1464,SPEAKING,S,114,B000575,"Blunt, Roy",MO,R,"Blunt, Roy",Mr. BLUNT,Roy Blunt,
CREC-2016-01-21-pt1-PgS143-2,CREC-2016-01-21,,8331,2079,SPEAKING,S,114,H001061,"Hoeven, John",ND,R,"Hoeven, John",Mr. HOEVEN,John Hoeven,
CREC-2016-01-21-pt1-PgS143-2,CREC-2016-01-21,,8300,1881,SPEAKING,S,114,B001261,"Barrasso, John",WY,R,"Barrasso, John",Mr. BARRASSO,John Barrasso,
CREC-2016-01-21-pt1-PgS143-2,CREC-2016-01-21,,,2283,SPEAKING,S,114,E000295,"Ernst, Joni",IA,R,"Ernst, Joni",Mrs. ERNST,Joni Ernst,
CREC-2016-01-21-pt1-PgS143-2,CREC-2016-01-21,,8322,583,SPEAKING,S,114,I000024,"Inhofe, James M.",OK,R,"Inhofe, James M.",Mr. INHOFE,James M. Inhofe,Mr. Jim Inhofe
CREC-2016-01-21-pt1-PgS143-2,CREC-2016-01-21,,8287,174,SPEAKING,S,114,C000141,"Cardin, Benjamin L.",MD,D,"Cardin, Benjamin L.",Mr. CARDIN,Benjamin L. Cardin,Mr. Ben Cardin
CREC-2016-01-21-pt1-PgS143-2,CREC-2016-01-21,,8295,1692,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,"Cornyn, John",Mr. CORNYN,John Cornyn,
CREC-2016-01-21-pt1-PgS143-2,CREC-2016-01-21,,8326,326,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,"Durbin, Richard J.",Mr. DURBIN,Richard J. Durbin,Mr. Richard Durbin
CREC-2016-01-21-pt1-PgS149,CREC-2016-01-21,,,2286,SPEAKING,S,114,P000612,"Perdue, David",GA,R,"Perdue, David",Mr. PERDUE,David Perdue,Mr. David Alfred Perdue
CREC-2016-01-21-pt1-PgS149,CREC-2016-01-21,,,2179,SPEAKING,S,114,F000463,"Fischer, Deb",NE,R,"Fischer, Deb",Mrs. FISCHER,Deb Fischer,
CREC-2016-01-21-pt1-PgS143,CREC-2016-01-21,,,,,,,,,,,,,,
CREC-2016-01-21-pt1-PgS142-3,CREC-2016-01-21,,8271,952,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Mr. REID,Harry Reid,Harry M. Reid
CREC-2016-01-21-pt1-PgS147,CREC-2016-01-21,,8275,968,SPEAKING,S,114,R000307,"Roberts, Pat",KS,R,"Roberts, Pat",Mr. ROBERTS,Pat Roberts,
CREC-2016-01-21-pt1-PgS147-2,CREC-2016-01-21,,8237,1409,SPEAKING,S,114,M001111,"Murray, Patty",WA,D,"Murray, Patty",Mrs. MURRAY,Patty Murray,
CREC-2016-01-21-pt1-PgS147-2,CREC-2016-01-21,,8306,116,SPEAKING,S,114,B000711,"Boxer, Barbara",CA,D,"Boxer, Barbara",Mrs. BOXER,Barbara Boxer,
CREC-2016-01-21-pt1-PgS147-2,CREC-2016-01-21,,7913,1844,SPEAKING,S,114,H001042,"Hirono, Mazie K.",HI,D,"Hirono, Mazie K.",Ms. HIRONO,Mazie K. Hirono,Ms. Mazie Hirono
CREC-2016-01-21-pt1-PgS147-2,CREC-2016-01-21,,8244,1383,SPEAKING,S,114,L000174,"Leahy, Patrick J.",VT,D,"Leahy, Patrick J.",Mr. LEAHY,Patrick J. Leahy,Mr. Patrick Leahy
CREC-2016-01-21-pt1-PgS147-2,CREC-2016-01-21,,,2286,SPEAKING,S,114,P000612,"Perdue, David",GA,R,"Perdue, David",Mr. PERDUE,David Perdue,Mr. David Alfred Perdue
CREC-2016-01-21-pt1-PgS150,CREC-2016-01-21,,,2179,SPEAKING,S,114,F000463,"Fischer, Deb",NE,R,"Fischer, Deb",Mrs. FISCHER,Deb Fischer,
CREC-2016-01-21-pt1-PgS150,CREC-2016-01-21,,8332,2076,SPEAKING,S,114,B001277,"Blumenthal, Richard",CT,D,"Blumenthal, Richard",Mr. BLUMENTHAL,Richard Blumenthal,
CREC-2016-01-21-pt1-PgS150-2,CREC-2016-01-21,,8332,2076,SPEAKING,S,114,B001277,"Blumenthal, Richard",CT,D,"Blumenthal, Richard",Mr. BLUMENTHAL,Richard Blumenthal,
CREC-2016-01-21-pt1-PgS152,CREC-2016-01-21,,,2182,SPEAKING,S,114,W000817,"Warren, Elizabeth",MA,D,"Warren, Elizabeth",Ms. WARREN,Elizabeth Warren,Ms. Elizabeth A. Warren
CREC-2016-01-21-pt1-PgS153-2,CREC-2016-01-21,,7870,1837,SPEAKING,S,114,M001169,"Murphy, Christopher",CT,D,"Murphy, Christopher",Mr. MURPHY,Christopher Murphy,Mr. Christopher S. Murphy
CREC-2016-01-21-pt1-PgS151,CREC-2016-01-21,,8332,2076,SPEAKING,S,114,B001277,"Blumenthal, Richard",CT,D,"Blumenthal, Richard",Mr. BLUMENTHAL,Richard Blumenthal,
CREC-2016-01-21-pt1-PgS151,CREC-2016-01-21,,,2182,SPEAKING,S,114,W000817,"Warren, Elizabeth",MA,D,"Warren, Elizabeth",Ms. WARREN,Elizabeth Warren,Ms. Elizabeth A. Warren
CREC-2016-01-21-pt1-PgS155,CREC-2016-01-21,,8326,326,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,"Durbin, Richard J.",Mr. DURBIN,Richard J. Durbin,Mr. Richard Durbin
CREC-2016-01-21-pt1-PgS153,CREC-2016-01-21,,8309,136,SPEAKING,S,114,B000944,"Brown, Sherrod",OH,D,"Brown, Sherrod",Mr. BROWN,Sherrod Brown,
CREC-2016-01-21-pt1-PgS153,CREC-2016-01-21,,7870,1837,SPEAKING,S,114,M001169,"Murphy, Christopher",CT,D,"Murphy, Christopher",Mr. MURPHY,Christopher Murphy,Mr. Christopher S. Murphy
CREC-2016-01-21-pt1-PgS154,CREC-2016-01-21,,8295,1692,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,"Cornyn, John",Mr. CORNYN,John Cornyn,
CREC-2016-01-21-pt1-PgS156,CREC-2016-01-21,,8269,1897,SPEAKING,S,114,W000805,"Warner, Mark R.",VA,D,"Warner, Mark R.",Mr. WARNER,Mark R. Warner,Mr. Mark Warner
CREC-2016-01-21-pt1-PgS156-2,CREC-2016-01-21,,8060,1863,SPEAKING,S,114,H001041,"Heller, Dean",NV,R,"Heller, Dean",Mr. HELLER,Dean Heller,
CREC-2016-01-21-pt1-PgS156-3,CREC-2016-01-21,,8300,1881,SPEAKING,S,114,B001261,"Barrasso, John",WY,R,"Barrasso, John",Mr. BARRASSO,John Barrasso,
CREC-2016-01-21-pt1-PgS157-3,CREC-2016-01-21,,,,,,,,,,,,,,
CREC-2016-01-21-pt1-PgS157,CREC-2016-01-21,,8060,1863,SPEAKING,S,114,H001041,"Heller, Dean",NV,R,"Heller, Dean",Mr. HELLER,Dean Heller,
CREC-2016-01-21-pt1-PgS157-2,CREC-2016-01-21,,,2185,SPEAKING,S,114,K000383,"King, Angus S., Jr.",ME,I,"King, Angus S., Jr.",Mr. KING,Angus S. King Jr.,Mr. Angus King Jr.
CREC-2016-01-21-pt1-PgS157-4,CREC-2016-01-21,,,,,,,,,,,,,,
CREC-2016-01-21-pt1-PgS157-5,CREC-2016-01-21,,,,,,,,,,,,,,
CREC-2016-01-21-pt1-PgS159,CREC-2016-01-21,,8253,754,SPEAKING,S,114,M000303,"McCain, John",AZ,R,"McCain, John",Mr. McCAIN,John McCain,John Sidney Mccain
CREC-2016-01-21-pt1-PgS160-2,CREC-2016-01-21,,,,,,,,,,,,,,
CREC-2016-01-21-pt1-PgS160,CREC-2016-01-21,,,,,,,,,,,,,,
CREC-2016-01-21-pt1-PgS161-2,CREC-2016-01-21,,,,,,,,,,,,,,
CREC-2016-01-21-pt1-PgS161,CREC-2016-01-21,,,,,,,,,,,,,,
CREC-2016-01-21-pt1-PgS161-3,CREC-2016-01-21,,,,,,,,,,,,,,
CREC-2016-01-21-pt1-PgS160-3,CREC-2016-01-21,,,,,,,,,,,,,,
CREC-2016-01-21-pt1-PgS161-4,CREC-2016-01-21,,,2179,SPEAKING,S,114,F000463,"Fischer, Deb",NE,R,"Fischer, Deb",Mrs. FISCHER,Deb Fischer,
CREC-2016-01-21-pt1-PgS162,CREC-2016-01-21,,8295,1692,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,"Cornyn, John",Mr. CORNYN,John Cornyn,
