granuleId,packageId,role,chamber,congress,bioGuideId,memberName,state,party,members,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-11-18-pt1-PgH8284,CREC-2015-11-18,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,,"Blumenauer, Earl",Mr. BLUMENAUER,Earl Blumenauer,
CREC-2015-11-18-pt1-PgH8283,CREC-2015-11-18,,,,,,,,,,,,
CREC-2015-11-18-pt1-PgH8283-2,CREC-2015-11-18,,,,,,,,,,,,
CREC-2015-11-18-pt1-PgH-FrontMatter-2,CREC-2015-11-18,,,,,,,,,,,,
CREC-2015-11-18-pt1-PgH8283-4,CREC-2015-11-18,SPEAKING,H,114,H000874,"Hoyer, Steny H.",MD,D,,"Hoyer, Steny H.",Mr. HOYER,Steny H. Hoyer,Steny Hoyer
CREC-2015-11-18-pt1-PgH8283-5,CREC-2015-11-18,SPEAKING,H,114,D000619,"Davis, Rodney",IL,R,,"Davis, Rodney",Mr. RODNEY DAVIS of Illinois,Rodney Davis,
CREC-2015-11-18-pt1-PgH8283-3,CREC-2015-11-18,,,,,,,,,,,,
CREC-2015-11-18-pt1-PgH8284-2,CREC-2015-11-18,SPEAKING,H,114,C001107,"Curbelo, Carlos",FL,R,,"Curbelo, Carlos",Mr. CURBELO of Florida,Carlos Curbelo,
CREC-2015-11-18-pt1-PgH8285,CREC-2015-11-18,SPEAKING,H,114,D000096,"Davis, Danny K.",IL,D,,"Davis, Danny K.",Mr. DANNY K. DAVIS of Illinois,Danny K. Davis,Danny Davis
CREC-2015-11-18-pt1-PgH8285-2,CREC-2015-11-18,SPEAKING,H,114,B001243,"Blackburn, Marsha",TN,R,,"Blackburn, Marsha",Mrs. BLACKBURN,Marsha Blackburn,
CREC-2015-11-18-pt1-PgH8286,CREC-2015-11-18,SPEAKING,H,114,R000053,"Rangel, Charles B.",NY,D,,"Rangel, Charles B.",Mr. RANGEL,Charles B. Rangel,Charles Rangel
CREC-2015-11-18-pt1-PgH8287,CREC-2015-11-18,SPEAKING,H,114,B001282,"Barr, Andy",KY,R,,"Barr, Andy",Mr. BARR,Andy Barr,
CREC-2015-11-18-pt1-PgH8288-3,CREC-2015-11-18,SPEAKING,H,114,F000451,"Fitzpatrick, Michael G.",PA,R,,"Fitzpatrick, Michael G.",Mr. FITZPATRICK,Michael G. Fitzpatrick,Michael Fitzpatrick
CREC-2015-11-18-pt1-PgH8288-2,CREC-2015-11-18,SPEAKING,H,114,D000613,"Dold, Robert J.",IL,R,,"Dold, Robert J.",Mr. DOLD,Robert J. Dold,Robert Dold
CREC-2015-11-18-pt1-PgH8288,CREC-2015-11-18,SPEAKING,H,114,E000294,"Emmer, Tom",MN,R,,"Emmer, Tom",Mr. EMMER of Minnesota,Tom Emmer,
CREC-2015-11-18-pt1-PgH8289,CREC-2015-11-18,,,,,,,,,,,,
CREC-2015-11-18-pt1-PgH8289-2,CREC-2015-11-18,,,,,,,,,,,,
CREC-2015-11-18-pt1-PgH8289-3,CREC-2015-11-18,,,,,,,,,,,,
CREC-2015-11-18-pt1-PgH8289-4,CREC-2015-11-18,,,,,,,,,,,,
CREC-2015-11-18-pt1-PgH8289-7,CREC-2015-11-18,,,,,,,,,,,,
CREC-2015-11-18-pt1-PgH8289-5,CREC-2015-11-18,,,,,,,,,,,,
CREC-2015-11-18-pt1-PgH8289-6,CREC-2015-11-18,SPEAKING,H,114,C001106,"Costello, Ryan A.",PA,R,,"Costello, Ryan A.",Mr. COSTELLO of Pennsylvania,Ryan A. Costello,Ryan Costello
CREC-2015-11-18-pt1-PgH8289-8,CREC-2015-11-18,SPEAKING,H,114,R000570,"Ryan, Paul D.",WI,R,,"Ryan, Paul D.",Mr. RYAN of Wisconsin,Paul D. Ryan,Paul Ryan
CREC-2015-11-18-pt1-PgH8289-9,CREC-2015-11-18,SPEAKING,H,114,A000373,"Ashford, Brad",NE,D,,"Ashford, Brad",Mr. ASHFORD,Brad Ashford,
CREC-2015-11-18-pt1-PgH8290,CREC-2015-11-18,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,,"Wilson, Joe",Mr. WILSON of South Carolina,Joe Wilson,
CREC-2015-11-18-pt1-PgH8290-2,CREC-2015-11-18,SPEAKING,H,114,H001063,"Hahn, Janice",CA,D,,"Hahn, Janice",Ms. HAHN,Janice Hahn,
CREC-2015-11-18-pt1-PgH8290-3,CREC-2015-11-18,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,,"Thompson, Glenn",Mr. THOMPSON of Pennsylvania,Glenn Thompson,
CREC-2015-11-18-pt1-PgH8290-5,CREC-2015-11-18,SPEAKING,H,114,B001295,"Bost, Mike",IL,R,,"Bost, Mike",Mr. BOST,Mike Bost,
CREC-2015-11-18-pt1-PgH8290-4,CREC-2015-11-18,SPEAKING,H,114,H001038,"Higgins, Brian",NY,D,,"Higgins, Brian",Mr. HIGGINS,Brian Higgins,
CREC-2015-11-18-pt1-PgH8291,CREC-2015-11-18,SPEAKING,H,114,H001071,"Hice, Jody B.",GA,R,,"Hice, Jody B.",Mr. JODY B. HICE of Georgia,Jody B. Hice,Jody Hice
CREC-2015-11-18-pt1-PgH8291-2,CREC-2015-11-18,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,,"LaMalfa, Doug",Mr. LaMALFA,Doug LaMalfa,
CREC-2015-11-18-pt1-PgH8290-6,CREC-2015-11-18,SPEAKING,H,114,H001047,"Himes, James A.",CT,D,,"Himes, James A.",Mr. HIMES,James A. Himes,James Himes
CREC-2015-11-18-pt1-PgH8291-3,CREC-2015-11-18,SPEAKING,H,114,C001103,"Carter, Earl L. ""Buddy""",GA,R,,"Carter, Earl L. ""Buddy""",Mr. CARTER of Georgia,"Earl L. ""Buddy"" Carter",Earl Carter
CREC-2015-11-18-pt1-PgH8291-4,CREC-2015-11-18,SPEAKING,H,114,R000603,"Rouzer, David",NC,R,,"Rouzer, David",Mr. ROUZER,David Rouzer,
CREC-2015-11-18-pt1-PgH8291-5,CREC-2015-11-18,SPEAKING,H,114,W000815,"Wenstrup, Brad R.",OH,R,,"Wenstrup, Brad R.",Mr. WENSTRUP,Brad R. Wenstrup,Brad Wenstrup
CREC-2015-11-18-pt1-PgH8291-6,CREC-2015-11-18,SPEAKING,H,114,W000820,"Walters, Mimi",CA,R,,"Walters, Mimi",Mrs. MIMI WALTERS of California,Mimi Walters,
CREC-2015-11-18-pt1-PgH8292,CREC-2015-11-18,SPEAKING,H,114,D000598,"Davis, Susan A.",CA,D,,"Davis, Susan A.",Mrs. DAVIS of California,Susan A. Davis,Susan Davis
CREC-2015-11-18-pt1-PgH8292-2,CREC-2015-11-18,SPEAKING,H,114,Y000063,"Yoder, Kevin",KS,R,,"Yoder, Kevin",Mr. YODER,Kevin Yoder,
CREC-2015-11-18-pt1-PgH8292-3,CREC-2015-11-18,SPEAKING,H,114,B001294,"Blum, Rod",IA,R,,"Blum, Rod",Mr. BLUM,Rod Blum,
CREC-2015-11-18-pt1-PgH8292-4,CREC-2015-11-18,,,,,,,,,,,,
CREC-2015-11-18-pt1-PgH8292-5,CREC-2015-11-18,,,,,,,,,,,,
CREC-2015-11-18-pt1-PgH8292-6,CREC-2015-11-18,,,,,,,,,,,,
CREC-2015-11-18-pt1-PgH8292-7,CREC-2015-11-18,SPEAKING,H,114,S001187,"Stivers, Steve",OH,R,,"Stivers, Steve",Mr. STIVERS,Steve Stivers,
CREC-2015-11-18-pt1-PgH8292-7,CREC-2015-11-18,SPEAKING,H,114,H000324,"Hastings, Alcee L.",FL,D,,"Hastings, Alcee L.",Mr. HASTINGS,Alcee L. Hastings,Alcee Hastings
CREC-2015-11-18-pt1-PgH8297,CREC-2015-11-18,SPEAKING,H,114,S000250,"Sessions, Pete",TX,R,,"Sessions, Pete",Mr. SESSIONS,Pete Sessions,
CREC-2015-11-18-pt1-PgH8322,CREC-2015-11-18,SPEAKING,H,114,I000056,"Issa, Darrell",CA,R,,"Issa, Darrell",Mr. ISSA,Darrell Issa,
CREC-2015-11-18-pt1-PgH8322-2,CREC-2015-11-18,SPEAKING,H,114,R000576,"Ruppersberger, C. A. Dutch",MD,D,,"Ruppersberger, C. A. Dutch",Mr. RUPPERSBERGER,C. A. Dutch Ruppersberger,C. Ruppersberger
CREC-2015-11-18-pt1-PgH8311,CREC-2015-11-18,SPEAKING,H,114,H001036,"Hensarling, Jeb",TX,R,,"Hensarling, Jeb",Mr. HENSARLING,Jeb Hensarling,
CREC-2015-11-18-pt1-PgH8311,CREC-2015-11-18,SPEAKING,H,114,W000187,"Waters, Maxine",CA,D,,"Waters, Maxine",Ms. MAXINE WATERS of California,Maxine Waters,
CREC-2015-11-18-pt1-PgH8311,CREC-2015-11-18,SPEAKING,H,114,B001282,"Barr, Andy",KY,R,,"Barr, Andy",Mr. BARR,Andy Barr,
CREC-2015-11-18-pt1-PgH8311,CREC-2015-11-18,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,,"Kildee, Daniel T.",Mr. KILDEE,Daniel T. Kildee,Daniel Kildee
CREC-2015-11-18-pt1-PgH8311,CREC-2015-11-18,SPEAKING,H,114,H001058,"Huizenga, Bill",MI,R,,"Huizenga, Bill",Mr. HUIZENGA of Michigan,Bill Huizenga,
CREC-2015-11-18-pt1-PgH8311,CREC-2015-11-18,SPEAKING,H,114,S001185,"Sewell, Terri A.",AL,D,,"Sewell, Terri A.",Ms. SEWELL of Alabama,Terri A. Sewell,Terri Sewell
CREC-2015-11-18-pt1-PgH8311,CREC-2015-11-18,SPEAKING,H,114,R000598,"Rothfus, Keith J.",PA,R,,"Rothfus, Keith J.",Mr. ROTHFUS,Keith J. Rothfus,Keith Rothfus
CREC-2015-11-18-pt1-PgH8311,CREC-2015-11-18,SPEAKING,H,114,S001145,"Schakowsky, Janice D.",IL,D,,"Schakowsky, Janice D.",Ms. SCHAKOWSKY,Janice D. Schakowsky,Janice Schakowsky
CREC-2015-11-18-pt1-PgH8311,CREC-2015-11-18,SPEAKING,H,114,W000796,"Westmoreland, Lynn A.",GA,R,,"Westmoreland, Lynn A.",Mr. WESTMORELAND,Lynn A. Westmoreland,Lynn Westmoreland
CREC-2015-11-18-pt1-PgH8311,CREC-2015-11-18,SPEAKING,H,114,E000288,"Ellison, Keith",MN,D,,"Ellison, Keith",Mr. ELLISON,Keith Ellison,
CREC-2015-11-18-pt1-PgH8311,CREC-2015-11-18,SPEAKING,H,114,P000606,"Pittenger, Robert",NC,R,,"Pittenger, Robert",Mr. PITTENGER,Robert Pittenger,
CREC-2015-11-18-pt1-PgH8311,CREC-2015-11-18,SPEAKING,H,114,T000470,"Tipton, Scott  R.",CO,R,,"Tipton, Scott R.",Mr. TIPTON,Scott R. Tipton,Scott Tipton
CREC-2015-11-18-pt1-PgH8311,CREC-2015-11-18,SPEAKING,H,114,H001072,"Hill, J. French",AR,R,,"Hill, J. French",Mr. HILL,J. French Hill,J. Hill
CREC-2015-11-18-pt1-PgH8311,CREC-2015-11-18,SPEAKING,H,114,P000611,"Poliquin, Bruce",ME,R,,"Poliquin, Bruce",Mr. POLIQUIN,Bruce Poliquin,
CREC-2015-11-18-pt1-PgH8311,CREC-2015-11-18,SPEAKING,H,114,T000460,"Thompson, Mike",CA,D,,"Thompson, Mike",Mr. THOMPSON of California,Mike Thompson,
CREC-2015-11-18-pt1-PgH8311,CREC-2015-11-18,SPEAKING,H,114,M001143,"McCollum, Betty",MN,D,,"McCollum, Betty",Ms. McCOLLUM,Betty McCollum,
CREC-2015-11-18-pt1-PgH8311,CREC-2015-11-18,SPEAKING,H,114,F000454,"Foster, Bill",IL,D,,"Foster, Bill",Mr. FOSTER,Bill Foster,
CREC-2015-11-18-pt1-PgH8311,CREC-2015-11-18,SPEAKING,H,114,H001060,"Hurt, Robert",VA,R,,"Hurt, Robert",Mr. HURT of Virginia,Robert Hurt,
CREC-2015-11-18-pt1-PgH8297-2,CREC-2015-11-18,SPEAKING,H,114,H001036,"Hensarling, Jeb",TX,R,,"Hensarling, Jeb",Mr. HENSARLING,Jeb Hensarling,
CREC-2015-11-18-pt1-PgH8297-2,CREC-2015-11-18,SPEAKING,H,114,W000187,"Waters, Maxine",CA,D,,"Waters, Maxine",Ms. MAXINE WATERS of California,Maxine Waters,
CREC-2015-11-18-pt1-PgH8297-2,CREC-2015-11-18,SPEAKING,H,114,G000570,"Guinta, Frank C.",NH,R,,"Guinta, Frank C.",Mr. GUINTA,Frank C. Guinta,Frank Guinta
CREC-2015-11-18-pt1-PgH8297-2,CREC-2015-11-18,SPEAKING,H,114,G000553,"Green, Al",TX,D,,"Green, Al",Mr. AL GREEN of Texas,Al Green,
CREC-2015-11-18-pt1-PgH8297-2,CREC-2015-11-18,SPEAKING,H,114,G000548,"Garrett, Scott",NJ,R,,"Garrett, Scott",Mr. GARRETT,Scott Garrett,
CREC-2015-11-18-pt1-PgH8297-2,CREC-2015-11-18,SPEAKING,H,114,E000288,"Ellison, Keith",MN,D,,"Ellison, Keith",Mr. ELLISON,Keith Ellison,
CREC-2015-11-18-pt1-PgH8297-2,CREC-2015-11-18,SPEAKING,H,114,M001189,"Messer, Luke",IN,R,,"Messer, Luke",Mr. MESSER,Luke Messer,
CREC-2015-11-18-pt1-PgH8297-2,CREC-2015-11-18,SPEAKING,H,114,M001160,"Moore, Gwen",WI,D,,"Moore, Gwen",Ms. MOORE,Gwen Moore,
CREC-2015-11-18-pt1-PgH8297-2,CREC-2015-11-18,SPEAKING,H,114,S001188,"Stutzman, Marlin A.",IN,R,,"Stutzman, Marlin A.",Mr. STUTZMAN,Marlin A. Stutzman,Marlin Stutzman
CREC-2015-11-18-pt1-PgH8297-2,CREC-2015-11-18,SPEAKING,H,114,V000081,"Velazquez, Nydia M.",NY,D,,"Velazquez, Nydia M.",Ms. VELAZQUEZ,Nydia M. Velazquez,Nydia Velazquez
CREC-2015-11-18-pt1-PgH8297-2,CREC-2015-11-18,SPEAKING,H,114,H000636,"Hinojosa, Ruben",TX,D,,"Hinojosa, Ruben",Mr. HINOJOSA,Ruben Hinojosa,
CREC-2015-11-18-pt1-PgH8297-2,CREC-2015-11-18,SPEAKING,H,114,C000984,"Cummings, Elijah E.",MD,D,,"Cummings, Elijah E.",Mr. CUMMINGS,Elijah E. Cummings,Elijah Cummings
CREC-2015-11-18-pt1-PgH8297-2,CREC-2015-11-18,SPEAKING,H,114,S001157,"Scott, David",GA,D,,"Scott, David",Mr. DAVID SCOTT of Georgia,David Scott,
CREC-2015-11-18-pt1-PgH8297-2,CREC-2015-11-18,SPEAKING,H,114,J000294,"Jeffries, Hakeem S.",NY,D,,"Jeffries, Hakeem S.",Mr. JEFFRIES,Hakeem S. Jeffries,Hakeem Jeffries
CREC-2015-11-18-pt1-PgH8297-2,CREC-2015-11-18,SPEAKING,H,114,W000816,"Williams, Roger",TX,R,,"Williams, Roger",Mr. WILLIAMS,Roger Williams,
CREC-2015-11-18-pt1-PgH8297-2,CREC-2015-11-18,SPEAKING,H,114,G000559,"Garamendi, John",CA,D,,"Garamendi, John",Mr. GARAMENDI,John Garamendi,
CREC-2015-11-18-pt1-PgH8297-2,CREC-2015-11-18,SPEAKING,H,114,H001072,"Hill, J. French",AR,R,,"Hill, J. French",Mr. HILL,J. French Hill,J. Hill
