granuleId,packageId,date,references,collectionCode,collectionName,contents__number,contents__congress,contents__type
CREC-2016-06-24-pt1-PgH4177,CREC-2016-06-24,2016-06-24,,,,,,
CREC-2016-06-24-pt1-PgH4177-2,CREC-2016-06-24,2016-06-24,,,,,,
CREC-2016-06-24-pt1-PgH-FrontMatter-2,CREC-2016-06-24,2016-06-24,,,,,,
CREC-2016-06-24-pt1-PgH4177-3,CREC-2016-06-24,2016-06-24,,,,,,
CREC-2016-06-24-pt1-PgH4177-5,CREC-2016-06-24,2016-06-24,,,,,,
CREC-2016-06-24-pt1-PgH4177-4,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,797,114,HRES
CREC-2016-06-24-pt1-PgH4177-4,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,797,114,HRES
CREC-2016-06-24-pt1-PgH4177-6,CREC-2016-06-24,2016-06-24,,,,,,
CREC-2016-06-24-pt1-PgH4178,CREC-2016-06-24,2016-06-24,,,,,,
CREC-2016-06-24-pt1-PgH4178-2,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,2133,114,S
CREC-2016-06-24-pt1-PgH4178-2,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,2133,114,S
CREC-2016-06-24-pt1-PgH4178-2,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,2487,114,S
CREC-2016-06-24-pt1-PgH4178-3,CREC-2016-06-24,2016-06-24,,,,,,
CREC-2016-06-24-pt1-PgH4178-4,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,2133,114,S
CREC-2016-06-24-pt1-PgH4178-4,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,2487,114,S
CREC-2016-06-24-pt1-PgH4178-5,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,3209,114,HR
CREC-2016-06-24-pt1-PgH4178-6,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,797,114,HRES
CREC-2016-06-24-pt1-PgH4178-6,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,797,114,HRES
CREC-2016-06-24-pt1-PgH4180,CREC-2016-06-24,2016-06-24,,,,,,
CREC-2016-06-24-pt1-PgH4178-7,CREC-2016-06-24,2016-06-24,,,,,,
CREC-2016-06-24-pt1-PgH4180-2,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,798,114,HRES
CREC-2016-06-24-pt1-PgH4180-2,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,799,114,HRES
CREC-2016-06-24-pt1-PgH4180-2,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,800,114,HRES
CREC-2016-06-24-pt1-PgH4180-2,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,801,114,HRES
CREC-2016-06-24-pt1-PgH4180-2,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,5574,114,HR
CREC-2016-06-24-pt1-PgH4180-2,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,5575,114,HR
CREC-2016-06-24-pt1-PgH4180-2,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,5576,114,HR
CREC-2016-06-24-pt1-PgH4180-2,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,5577,114,HR
CREC-2016-06-24-pt1-PgH4180-2,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,5578,114,HR
CREC-2016-06-24-pt1-PgH4180-2,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,5579,114,HR
CREC-2016-06-24-pt1-PgH4180-2,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,5580,114,HR
CREC-2016-06-24-pt1-PgH4180-2,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,5581,114,HR
CREC-2016-06-24-pt1-PgH4180-2,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,5582,114,HR
CREC-2016-06-24-pt1-PgH4180-2,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,5583,114,HR
CREC-2016-06-24-pt1-PgH4180-2,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,5584,114,HR
CREC-2016-06-24-pt1-PgH4180-2,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,5585,114,HR
CREC-2016-06-24-pt1-PgH4180-2,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,5586,114,HR
CREC-2016-06-24-pt1-PgH4180-3,CREC-2016-06-24,2016-06-24,,,,,,
CREC-2016-06-24-pt1-PgH4180-4,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,5574,114,HR
CREC-2016-06-24-pt1-PgH4180-5,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,5575,114,HR
CREC-2016-06-24-pt1-PgH4180-6,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,5576,114,HR
CREC-2016-06-24-pt1-PgH4180-7,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,5577,114,HR
CREC-2016-06-24-pt1-PgH4180-9,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,5579,114,HR
CREC-2016-06-24-pt1-PgH4180-8,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,5578,114,HR
CREC-2016-06-24-pt1-PgH4180-10,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,5580,114,HR
CREC-2016-06-24-pt1-PgH4180-11,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,5581,114,HR
CREC-2016-06-24-pt1-PgH4181,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,5582,114,HR
CREC-2016-06-24-pt1-PgH4181-2,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,5583,114,HR
CREC-2016-06-24-pt1-PgH4181-3,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,5584,114,HR
CREC-2016-06-24-pt1-PgH4181-4,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,5585,114,HR
CREC-2016-06-24-pt1-PgH4181-5,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,5586,114,HR
CREC-2016-06-24-pt1-PgH4181-7,CREC-2016-06-24,2016-06-24,,BILLS,Congressional Bills,5044,114,HR
