granuleId,packageId,date,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2016-06-24-pt1-PgH4177,CREC-2016-06-24,2016-06-24,,,,,,,,,,,,,,
CREC-2016-06-24-pt1-PgH4177-2,CREC-2016-06-24,2016-06-24,,,,,,,,,,,,,,
CREC-2016-06-24-pt1-PgH-FrontMatter-2,CREC-2016-06-24,2016-06-24,,,,,,,,,,,,,,
CREC-2016-06-24-pt1-PgH4177-3,CREC-2016-06-24,2016-06-24,,,,,,,,,,,,,,
CREC-2016-06-24-pt1-PgH4177-5,CREC-2016-06-24,2016-06-24,,,,,,,,,,,,,,
CREC-2016-06-24-pt1-PgH4177-4,CREC-2016-06-24,2016-06-24,,,,,,,,,,,,,,
CREC-2016-06-24-pt1-PgH4177-6,CREC-2016-06-24,2016-06-24,,,,,,,,,,,,,,
CREC-2016-06-24-pt1-PgH4178,CREC-2016-06-24,2016-06-24,,,,,,,,,,,,,,
CREC-2016-06-24-pt1-PgH4178-2,CREC-2016-06-24,2016-06-24,,,,,,,,,,,,,,
CREC-2016-06-24-pt1-PgH4178-3,CREC-2016-06-24,2016-06-24,,,,,,,,,,,,,,
CREC-2016-06-24-pt1-PgH4178-4,CREC-2016-06-24,2016-06-24,,,,,,,,,,,,,,
CREC-2016-06-24-pt1-PgH4178-5,CREC-2016-06-24,2016-06-24,,,,,,,,,,,,,,
CREC-2016-06-24-pt1-PgH4178-6,CREC-2016-06-24,2016-06-24,,,,,,,,,,,,,,
CREC-2016-06-24-pt1-PgH4180,CREC-2016-06-24,2016-06-24,,,,,,,,,,,,,,
CREC-2016-06-24-pt1-PgH4178-7,CREC-2016-06-24,2016-06-24,,,,,,,,,,,,,,
CREC-2016-06-24-pt1-PgH4180-2,CREC-2016-06-24,2016-06-24,,,,,,,,,,,,,,
CREC-2016-06-24-pt1-PgH4180-3,CREC-2016-06-24,2016-06-24,,,,,,,,,,,,,,
CREC-2016-06-24-pt1-PgH4180-4,CREC-2016-06-24,2016-06-24,,,,,,,,,,,,,,
CREC-2016-06-24-pt1-PgH4180-5,CREC-2016-06-24,2016-06-24,,,,,,,,,,,,,,
CREC-2016-06-24-pt1-PgH4180-6,CREC-2016-06-24,2016-06-24,,,,,,,,,,,,,,
CREC-2016-06-24-pt1-PgH4180-7,CREC-2016-06-24,2016-06-24,,,,,,,,,,,,,,
CREC-2016-06-24-pt1-PgH4180-9,CREC-2016-06-24,2016-06-24,,,,,,,,,,,,,,
CREC-2016-06-24-pt1-PgH4180-8,CREC-2016-06-24,2016-06-24,,,,,,,,,,,,,,
CREC-2016-06-24-pt1-PgH4180-10,CREC-2016-06-24,2016-06-24,,,,,,,,,,,,,,
CREC-2016-06-24-pt1-PgH4180-11,CREC-2016-06-24,2016-06-24,,,,,,,,,,,,,,
CREC-2016-06-24-pt1-PgH4181,CREC-2016-06-24,2016-06-24,,,,,,,,,,,,,,
CREC-2016-06-24-pt1-PgH4181-2,CREC-2016-06-24,2016-06-24,,,,,,,,,,,,,,
CREC-2016-06-24-pt1-PgH4181-3,CREC-2016-06-24,2016-06-24,,,,,,,,,,,,,,
CREC-2016-06-24-pt1-PgH4181-4,CREC-2016-06-24,2016-06-24,,,,,,,,,,,,,,
CREC-2016-06-24-pt1-PgH4181-5,CREC-2016-06-24,2016-06-24,,,,,,,,,,,,,,
CREC-2016-06-24-pt1-PgH4181-7,CREC-2016-06-24,2016-06-24,,,,,,,,,,,,,,
CREC-2016-06-24-pt1-PgH4181-6,CREC-2016-06-24,2016-06-24,,,,,,,,,,,,,,
CREC-2016-06-24-pt1-PgH4181-8,CREC-2016-06-24,2016-06-24,,,,,,,,,,,,,,
CREC-2016-06-24-pt1-PgE987-2,CREC-2016-06-24,2016-06-24,,8202,1959,SPEAKING,H,114,C001078,"Connolly, Gerald E.",VA,D,"Connolly, Gerald E.",Mr. Gerald Connolly,Mr. CONNOLLY,Gerald E. Connolly
CREC-2016-06-24-pt1-PgE987-3,CREC-2016-06-24,2016-06-24,,,2131,SPEAKING,H,114,B001282,"Barr, Andy",KY,R,"Barr, Andy",,Mr. BARR,Andy Barr
CREC-2016-06-24-pt1-PgE987-4,CREC-2016-06-24,2016-06-24,,8192,1886,SPEAKING,H,114,W000804,"Wittman, Robert J.",VA,R,"Wittman, Robert J.",Mr. Robert Wittman,Mr. WITTMAN,Robert J. Wittman
CREC-2016-06-24-pt1-PgE988,CREC-2016-06-24,2016-06-24,,7493,1940,SPEAKING,H,114,T000468,"Titus, Dina",NV,D,"Titus, Dina",,Ms. TITUS,Dina Titus
CREC-2016-06-24-pt1-PgE988-2,CREC-2016-06-24,2016-06-24,,8167,1805,SPEAKING,H,114,C001062,"Conaway, K. Michael",TX,R,"Conaway, K. Michael",,Mr. CONAWAY,K. Michael Conaway
CREC-2016-06-24-pt1-PgE987-5,CREC-2016-06-24,2016-06-24,,8202,1959,SPEAKING,H,114,C001078,"Connolly, Gerald E.",VA,D,"Connolly, Gerald E.",Mr. Gerald Connolly,Mr. CONNOLLY,Gerald E. Connolly
CREC-2016-06-24-pt1-PgE988-3,CREC-2016-06-24,2016-06-24,,8117,279,SPEAKING,H,114,D000191,"DeFazio, Peter A.",OR,D,"DeFazio, Peter A.",Peter Defazio,Mr. DeFAZIO,Peter A. DeFazio
CREC-2016-06-24-pt1-PgE988-4,CREC-2016-06-24,2016-06-24,,8202,1959,SPEAKING,H,114,C001078,"Connolly, Gerald E.",VA,D,"Connolly, Gerald E.",Mr. Gerald Connolly,Mr. CONNOLLY,Gerald E. Connolly
CREC-2016-06-24-pt1-PgE989,CREC-2016-06-24,2016-06-24,,7880,2002,SPEAKING,H,114,W000806,"Webster, Daniel",FL,R,"Webster, Daniel",,Mr. WEBSTER of Florida,Daniel Webster
CREC-2016-06-24-pt1-PgE989-2,CREC-2016-06-24,2016-06-24,,7785,1256,SPEAKING,H,114,Y000033,"Young, Don",AK,R,"Young, Don",Don E. Young,Mr. YOUNG of Alaska,Don Young
CREC-2016-06-24-pt1-PgE989-3,CREC-2016-06-24,2016-06-24,,,2133,SPEAKING,H,114,D000620,"Delaney, John K.",MD,D,"Delaney, John K.",Mr. John Delaney,Mr. DELANEY,John K. Delaney
