granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2015-11-09-pt1-PgS7845-3,CREC-2015-11-09,,,,,,,,,,,,
CREC-2015-11-09-pt1-PgS7845,CREC-2015-11-09,,,,,,,,,,,,
CREC-2015-11-09-pt1-PgS7846,CREC-2015-11-09,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Harry M. Reid,Mr. REID,Harry Reid
CREC-2015-11-09-pt1-PgS7845-5,CREC-2015-11-09,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2015-11-09-pt1-PgS7845-2,CREC-2015-11-09,,,,,,,,,,,,
CREC-2015-11-09-pt1-PgS7845-7,CREC-2015-11-09,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Harry M. Reid,Mr. REID,Harry Reid
CREC-2015-11-09-pt1-PgS7845-6,CREC-2015-11-09,,,,,,,,,,,,
CREC-2015-11-09-pt1-PgS7845-4,CREC-2015-11-09,,,,,,,,,,,,
CREC-2015-11-09-pt1-PgS7847,CREC-2015-11-09,,,,,,,,,,,,
CREC-2015-11-09-pt1-PgS7846-2,CREC-2015-11-09,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Harry M. Reid,Mr. REID,Harry Reid
CREC-2015-11-09-pt1-PgS7852,CREC-2015-11-09,,SPEAKING,S,114,P000449,"Portman, Rob",OH,R,"Portman, Rob",,Mr. PORTMAN,Rob Portman
CREC-2015-11-09-pt1-PgS7852,CREC-2015-11-09,,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,"Cornyn, John",,Mr. CORNYN,John Cornyn
CREC-2015-11-09-pt1-PgS7852,CREC-2015-11-09,,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,"Durbin, Richard J.",Richard Durbin,Mr. DURBIN,Richard J. Durbin
CREC-2015-11-09-pt1-PgS7853,CREC-2015-11-09,,,,,,,,,,,,
CREC-2015-11-09-pt1-PgS7853-2,CREC-2015-11-09,,SPEAKING,S,114,K000360,"Kirk, Mark Steven",IL,R,"Kirk, Mark Steven",Mark Steven Kirk,Mr. KIRK,Mark Kirk
CREC-2015-11-09-pt1-PgS7847-2,CREC-2015-11-09,,SPEAKING,S,114,T000464,"Tester, Jon",MT,D,"Tester, Jon",,Mr. TESTER,Jon Tester
CREC-2015-11-09-pt1-PgS7847-2,CREC-2015-11-09,,SPEAKING,S,114,C000542,"Coats, Daniel",IN,R,"Coats, Daniel",Daniel Ray Coats,Mr. COATS,Daniel Coats
CREC-2015-11-09-pt1-PgS7847-2,CREC-2015-11-09,,SPEAKING,S,114,I000024,"Inhofe, James M.",OK,R,"Inhofe, James M.",Jim Inhofe,Mr. INHOFE,James M. Inhofe
CREC-2015-11-09-pt1-PgS7847-2,CREC-2015-11-09,,SPEAKING,S,114,S001198,"Sullivan, Dan",AK,R,"Sullivan, Dan",,Mr. SULLIVAN,Dan Sullivan
CREC-2015-11-09-pt1-PgS7847-2,CREC-2015-11-09,,SPEAKING,S,114,K000360,"Kirk, Mark Steven",IL,R,"Kirk, Mark Steven",Mark Steven Kirk,Mr. KIRK,Mark Kirk
CREC-2015-11-09-pt1-PgS7847-2,CREC-2015-11-09,,SPEAKING,S,114,R000307,"Roberts, Pat",KS,R,"Roberts, Pat",,Mr. ROBERTS,Pat Roberts
CREC-2015-11-09-pt1-PgS7847-2,CREC-2015-11-09,,SPEAKING,S,114,M001169,"Murphy, Christopher",CT,D,"Murphy, Christopher",Christopher S. Murphy,Mr. MURPHY,Christopher Murphy
CREC-2015-11-09-pt1-PgS7847-2,CREC-2015-11-09,,SPEAKING,S,114,T000476,"Tillis, Thomas",NC,R,"Tillis, Thomas",Thomas Tillis,Mr. TILLIS,Thom Tillis
CREC-2015-11-09-pt1-PgS7847-2,CREC-2015-11-09,,SPEAKING,S,114,T000476,"Tillis, Thomas",NC,R,"Tillis, Thomas",Thomas Roland Tillis,Mr. TILLIS,Thom Tillis
CREC-2015-11-09-pt1-PgS7853-4,CREC-2015-11-09,,SPEAKING,S,114,B001277,"Blumenthal, Richard",CT,D,"Blumenthal, Richard",,Mr. BLUMENTHAL,Richard Blumenthal
CREC-2015-11-09-pt1-PgS7853-3,CREC-2015-11-09,,SPEAKING,S,114,K000360,"Kirk, Mark Steven",IL,R,"Kirk, Mark Steven",Mark Steven Kirk,Mr. KIRK,Mark Kirk
CREC-2015-11-09-pt1-PgS7854,CREC-2015-11-09,,SPEAKING,S,114,B001277,"Blumenthal, Richard",CT,D,"Blumenthal, Richard",,Mr. BLUMENTHAL,Richard Blumenthal
CREC-2015-11-09-pt1-PgS7854,CREC-2015-11-09,,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,"Durbin, Richard J.",Richard Durbin,Mr. DURBIN,Richard J. Durbin
CREC-2015-11-09-pt1-PgS7854-2,CREC-2015-11-09,,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,"Durbin, Richard J.",Richard Durbin,Mr. DURBIN,Richard J. Durbin
CREC-2015-11-09-pt1-PgS7855,CREC-2015-11-09,,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,"Durbin, Richard J.",Richard Durbin,Mr. DURBIN,Richard J. Durbin
CREC-2015-11-09-pt1-PgS7855,CREC-2015-11-09,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2015-11-09-pt1-PgS7856,CREC-2015-11-09,,SPEAKING,S,114,H000338,"Hatch, Orrin G.",UT,R,"Hatch, Orrin G.",Orrin Hatch,Mr. HATCH,Orrin G. Hatch
CREC-2015-11-09-pt1-PgS7856,CREC-2015-11-09,,SPEAKING,S,114,H000338,"Hatch, Orrin G.",UT,R,"Hatch, Orrin G.",Orrin Grant Hatch,Mr. HATCH,Orrin G. Hatch
CREC-2015-11-09-pt1-PgS7858,CREC-2015-11-09,,SPEAKING,S,114,L000174,"Leahy, Patrick J.",VT,D,"Leahy, Patrick J.",Patrick Leahy,Mr. LEAHY,Patrick J. Leahy
CREC-2015-11-09-pt1-PgS7859,CREC-2015-11-09,,SPEAKING,S,114,L000174,"Leahy, Patrick J.",VT,D,"Leahy, Patrick J.",Patrick Leahy,Mr. LEAHY,Patrick J. Leahy
CREC-2015-11-09-pt1-PgS7859-2,CREC-2015-11-09,,SPEAKING,S,114,B001230,"Baldwin, Tammy",WI,D,"Baldwin, Tammy",,Ms. BALDWIN,Tammy Baldwin
CREC-2015-11-09-pt1-PgS7857,CREC-2015-11-09,,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,"Durbin, Richard J.",Richard Durbin,Mr. DURBIN,Richard J. Durbin
CREC-2015-11-09-pt1-PgS7860,CREC-2015-11-09,,SPEAKING,S,114,D000618,"Daines, Steve",MT,R,"Daines, Steve",,Mr. DAINES,Steve Daines
CREC-2015-11-09-pt1-PgS7860-2,CREC-2015-11-09,,,,,,,,,,,,
CREC-2015-11-09-pt1-PgS7860-3,CREC-2015-11-09,,,,,,,,,,,,
CREC-2015-11-09-pt1-PgS7860-4,CREC-2015-11-09,,,,,,,,,,,,
CREC-2015-11-09-pt1-PgS7860-5,CREC-2015-11-09,,,,,,,,,,,,
CREC-2015-11-09-pt1-PgS7862,CREC-2015-11-09,,,,,,,,,,,,
CREC-2015-11-09-pt1-PgS7860-7,CREC-2015-11-09,,,,,,,,,,,,
CREC-2015-11-09-pt1-PgS7860-6,CREC-2015-11-09,,,,,,,,,,,,
CREC-2015-11-09-pt1-PgS7862-2,CREC-2015-11-09,,,,,,,,,,,,
