granuleId,packageId,role,chamber,congress,bioGuideId,memberName,state,party,members,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-06-15-pt1-PgH3820,CREC-2016-06-15,SPEAKING,H,114,L000583,"Loudermilk, Barry",GA,R,,"Loudermilk, Barry",Mr. LOUDERMILK,Barry Loudermilk,
CREC-2016-06-15-pt1-PgH3820-2,CREC-2016-06-15,SPEAKING,H,114,L000287,"Lewis, John",GA,D,,"Lewis, John",Mr. LEWIS,John Lewis,
CREC-2016-06-15-pt1-PgH3819-4,CREC-2016-06-15,SPEAKING,H,114,W000796,"Westmoreland, Lynn A.",GA,R,,"Westmoreland, Lynn A.",Mr. WESTMORELAND,Lynn A. Westmoreland,Lynn Westmoreland
CREC-2016-06-15-pt1-PgH3819-3,CREC-2016-06-15,,,,,,,,,,,,
CREC-2016-06-15-pt1-PgH3819-2,CREC-2016-06-15,,,,,,,,,,,,
CREC-2016-06-15-pt1-PgH3819,CREC-2016-06-15,,,,,,,,,,,,
CREC-2016-06-15-pt1-PgH3819-5,CREC-2016-06-15,SPEAKING,H,114,S001157,"Scott, David",GA,D,,"Scott, David",Mr. DAVID SCOTT of Georgia,David Scott,
CREC-2016-06-15-pt1-PgH-FrontMatter-2,CREC-2016-06-15,,,,,,,,,,,,
CREC-2016-06-15-pt1-PgH3821,CREC-2016-06-15,SPEAKING,H,114,D000096,"Davis, Danny K.",IL,D,,"Davis, Danny K.",Mr. DANNY K. DAVIS of Illinois,Danny K. Davis,Danny Davis
CREC-2016-06-15-pt1-PgH3820-3,CREC-2016-06-15,SPEAKING,H,114,G000563,"Gibbs, Bob",OH,R,,"Gibbs, Bob",Mr. GIBBS,Bob Gibbs,
CREC-2016-06-15-pt1-PgH3822-2,CREC-2016-06-15,SPEAKING,H,114,W000820,"Walters, Mimi",CA,R,,"Walters, Mimi",Mrs. MIMI WALTERS of California,Mimi Walters,
CREC-2016-06-15-pt1-PgH3823-2,CREC-2016-06-15,SPEAKING,H,114,C001107,"Curbelo, Carlos",FL,R,,"Curbelo, Carlos",Mr. CURBELO of Florida,Carlos Curbelo,
CREC-2016-06-15-pt1-PgH3823,CREC-2016-06-15,SPEAKING,H,114,J000288,"Johnson, Henry C. ""Hank""",GA,D,,"Johnson, Henry C. ""Hank""",Mr. JOHNSON of Georgia,"Henry C. ""Hank"" Johnson, Jr.",Henry Johnson
CREC-2016-06-15-pt1-PgH3823,CREC-2016-06-15,SPEAKING,H,114,J000288,"Johnson, Henry C. ""Hank""",GA,D,,"Johnson, Henry C. ""Hank""",Mr. JOHNSON of Georgia,"Henry C. ""Hank"" Johnson, Jr.","Henry C. ""Hank"" Johnson"
CREC-2016-06-15-pt1-PgH3823-3,CREC-2016-06-15,SPEAKING,H,114,F000451,"Fitzpatrick, Michael G.",PA,R,,"Fitzpatrick, Michael G.",Mr. FITZPATRICK,Michael G. Fitzpatrick,Michael Fitzpatrick
CREC-2016-06-15-pt1-PgH3821-2,CREC-2016-06-15,SPEAKING,H,114,Z000017,"Zeldin, Lee M.",NY,R,,"Zeldin, Lee M.",Mr. ZELDIN,Lee M. Zeldin,Lee Zeldin
CREC-2016-06-15-pt1-PgH3822,CREC-2016-06-15,SPEAKING,H,114,E000293,"Esty, Elizabeth H.",CT,D,,"Esty, Elizabeth H.",Ms. ESTY,Elizabeth H. Esty,Elizabeth Esty
CREC-2016-06-15-pt1-PgH3824,CREC-2016-06-15,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,,"Foxx, Virginia",Ms. FOXX,Virginia Foxx,
