granuleId,packageId,role,chamber,congress,bioGuideId,memberName,state,party,members,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-06-18-pt1-PgH4495-3,CREC-2015-06-18,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,,"Foxx, Virginia",Ms. FOXX,Virginia Foxx,
CREC-2015-06-18-pt1-PgH4495-4,CREC-2015-06-18,,,,,,,,,,,,
CREC-2015-06-18-pt1-PgH4495-2,CREC-2015-06-18,,,,,,,,,,,,
CREC-2015-06-18-pt1-PgH-FrontMatter-5,CREC-2015-06-18,,,,,,,,,,,,
CREC-2015-06-18-pt1-PgH4495,CREC-2015-06-18,,,,,,,,,,,,
CREC-2015-06-18-pt1-PgH4495-6,CREC-2015-06-18,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,,"Foxx, Virginia",Ms. FOXX,Virginia Foxx,
CREC-2015-06-18-pt1-PgH4495-7,CREC-2015-06-18,SPEAKING,H,114,K000381,"Kilmer, Derek",WA,D,,"Kilmer, Derek",Mr. KILMER,Derek Kilmer,
CREC-2015-06-18-pt1-PgH4495-5,CREC-2015-06-18,,,,,,,,,,,,
CREC-2015-06-18-pt1-PgH4496-2,CREC-2015-06-18,SPEAKING,H,114,L000551,"Lee, Barbara",CA,D,,"Lee, Barbara",Ms. LEE,Barbara Lee,
CREC-2015-06-18-pt1-PgH4496-3,CREC-2015-06-18,SPEAKING,H,114,D000615,"Duncan, Jeff",SC,R,,"Duncan, Jeff",Mr. DUNCAN of South Carolina,Jeff Duncan,
CREC-2015-06-18-pt1-PgH4496,CREC-2015-06-18,SPEAKING,H,114,L000567,"Lance, Leonard",NJ,R,,"Lance, Leonard",Mr. LANCE,Leonard Lance,
CREC-2015-06-18-pt1-PgH4496-5,CREC-2015-06-18,SPEAKING,H,114,W000798,"Walberg, Tim",MI,R,,"Walberg, Tim",Mr. WALBERG,Tim Walberg,
CREC-2015-06-18-pt1-PgH4496-6,CREC-2015-06-18,SPEAKING,H,114,M001191,"Murphy, Patrick",FL,D,,"Murphy, Patrick",Mr. MURPHY of Florida,Patrick Murphy,
CREC-2015-06-18-pt1-PgH4496-4,CREC-2015-06-18,SPEAKING,H,114,A000371,"Aguilar, Pete",CA,D,,"Aguilar, Pete",Mr. AGUILAR,Pete Aguilar,
CREC-2015-06-18-pt1-PgH4497,CREC-2015-06-18,SPEAKING,H,114,R000582,"Roe, David P.",TN,R,,"Roe, David P.",Mr. ROE of Tennessee,David P. Roe,David Roe
CREC-2015-06-18-pt1-PgH4497-2,CREC-2015-06-18,SPEAKING,H,114,G000571,"Gabbard, Tulsi",HI,D,,"Gabbard, Tulsi",Ms. GABBARD,Tulsi Gabbard,
CREC-2015-06-18-pt1-PgH4507,CREC-2015-06-18,,,,,,,,,,,,
