granuleId,packageId,collectionCode,collectionName,references,contents__number,contents__congress,contents__type
CREC-2016-01-25-pt1-PgH367-7,CREC-2016-01-25,BILLS,Congressional Bills,,28,114,SCONRES
CREC-2016-01-25-pt1-PgH367-7,CREC-2016-01-25,BILLS,Congressional Bills,,29,114,SCONRES
CREC-2016-01-25-pt1-PgH367-7,CREC-2016-01-25,BILLS,Congressional Bills,,607,114,S
CREC-2016-01-25-pt1-PgH367-7,CREC-2016-01-25,BILLS,Congressional Bills,,2422,114,S
CREC-2016-01-25-pt1-PgH367-2,CREC-2016-01-25,,,,,,
CREC-2016-01-25-pt1-PgH367,CREC-2016-01-25,,,,,,
CREC-2016-01-25-pt1-PgH367-5,CREC-2016-01-25,,,,,,
CREC-2016-01-25-pt1-PgH367-3,CREC-2016-01-25,,,,,,
CREC-2016-01-25-pt1-PgH367-4,CREC-2016-01-25,,,,,,
CREC-2016-01-25-pt1-PgH367-6,CREC-2016-01-25,BILLS,Congressional Bills,,107,114,HCONRES
CREC-2016-01-25-pt1-PgH-FrontMatter,CREC-2016-01-25,,,,,,
CREC-2016-01-25-pt1-PgH367-8,CREC-2016-01-25,BILLS,Congressional Bills,,22,114,SJRES
CREC-2016-01-25-pt1-PgH367-8,CREC-2016-01-25,BILLS,Congressional Bills,,142,114,S
CREC-2016-01-25-pt1-PgH367-8,CREC-2016-01-25,BILLS,Congressional Bills,,1115,114,S
CREC-2016-01-25-pt1-PgH367-8,CREC-2016-01-25,BILLS,Congressional Bills,,1629,114,S
CREC-2016-01-25-pt1-PgH368-4,CREC-2016-01-25,,,,,,
CREC-2016-01-25-pt1-PgH368,CREC-2016-01-25,BILLS,Congressional Bills,,3762,114,HR
CREC-2016-01-25-pt1-PgH368,CREC-2016-01-25,BILLS,Congressional Bills,,3762,114,HR
CREC-2016-01-25-pt1-PgH368-3,CREC-2016-01-25,,,,,,
CREC-2016-01-25-pt1-PgH368-6,CREC-2016-01-25,BILLS,Congressional Bills,,22,114,SJRES
CREC-2016-01-25-pt1-PgH368-6,CREC-2016-01-25,BILLS,Congressional Bills,,142,114,S
CREC-2016-01-25-pt1-PgH368-6,CREC-2016-01-25,BILLS,Congressional Bills,,1115,114,S
CREC-2016-01-25-pt1-PgH368-6,CREC-2016-01-25,BILLS,Congressional Bills,,1629,114,S
CREC-2016-01-25-pt1-PgH368-2,CREC-2016-01-25,BILLS,Congressional Bills,,3662,114,HR
CREC-2016-01-25-pt1-PgH368-2,CREC-2016-01-25,BILLS,Congressional Bills,,3662,114,HR
CREC-2016-01-25-pt1-PgH368-7,CREC-2016-01-25,,,,,,
CREC-2016-01-25-pt1-PgH368-5,CREC-2016-01-25,BILLS,Congressional Bills,,607,114,S
CREC-2016-01-25-pt1-PgH368-5,CREC-2016-01-25,BILLS,Congressional Bills,,2422,114,S
CREC-2016-01-25-pt1-PgH371-3,CREC-2016-01-25,BILLS,Congressional Bills,,4393,114,HR
CREC-2016-01-25-pt1-PgH371,CREC-2016-01-25,BILLS,Congressional Bills,,590,114,HRES
CREC-2016-01-25-pt1-PgH371,CREC-2016-01-25,BILLS,Congressional Bills,,4393,114,HR
CREC-2016-01-25-pt1-PgH371,CREC-2016-01-25,BILLS,Congressional Bills,,4394,114,HR
CREC-2016-01-25-pt1-PgH371-2,CREC-2016-01-25,,,,,,
CREC-2016-01-25-pt1-PgE53-2,CREC-2016-01-25,,,,,,
CREC-2016-01-25-pt1-PgH368-8,CREC-2016-01-25,,,,,,
CREC-2016-01-25-pt1-PgH371-4,CREC-2016-01-25,BILLS,Congressional Bills,,4394,114,HR
CREC-2016-01-25-pt1-PgH371-5,CREC-2016-01-25,BILLS,Congressional Bills,,333,114,HR
CREC-2016-01-25-pt1-PgH371-5,CREC-2016-01-25,BILLS,Congressional Bills,,448,114,HR
CREC-2016-01-25-pt1-PgH371-5,CREC-2016-01-25,BILLS,Congressional Bills,,500,114,HR
CREC-2016-01-25-pt1-PgH371-5,CREC-2016-01-25,BILLS,Congressional Bills,,506,114,HRES
CREC-2016-01-25-pt1-PgH371-5,CREC-2016-01-25,BILLS,Congressional Bills,,563,114,HR
CREC-2016-01-25-pt1-PgH371-5,CREC-2016-01-25,BILLS,Congressional Bills,,835,114,HR
CREC-2016-01-25-pt1-PgH371-5,CREC-2016-01-25,BILLS,Congressional Bills,,840,114,HR
CREC-2016-01-25-pt1-PgH371-5,CREC-2016-01-25,BILLS,Congressional Bills,,1391,114,HR
CREC-2016-01-25-pt1-PgH371-5,CREC-2016-01-25,BILLS,Congressional Bills,,2050,114,HR
CREC-2016-01-25-pt1-PgH371-5,CREC-2016-01-25,BILLS,Congressional Bills,,2102,114,HR
CREC-2016-01-25-pt1-PgH371-5,CREC-2016-01-25,BILLS,Congressional Bills,,2170,114,HR
CREC-2016-01-25-pt1-PgH371-5,CREC-2016-01-25,BILLS,Congressional Bills,,2526,114,HR
CREC-2016-01-25-pt1-PgH371-5,CREC-2016-01-25,BILLS,Congressional Bills,,2622,114,HR
CREC-2016-01-25-pt1-PgH371-5,CREC-2016-01-25,BILLS,Congressional Bills,,2894,114,HR
CREC-2016-01-25-pt1-PgH371-5,CREC-2016-01-25,BILLS,Congressional Bills,,3185,114,HR
CREC-2016-01-25-pt1-PgH371-5,CREC-2016-01-25,BILLS,Congressional Bills,,3423,114,HR
CREC-2016-01-25-pt1-PgH371-5,CREC-2016-01-25,BILLS,Congressional Bills,,3514,114,HR
CREC-2016-01-25-pt1-PgH371-5,CREC-2016-01-25,BILLS,Congressional Bills,,3706,114,HR
CREC-2016-01-25-pt1-PgH371-5,CREC-2016-01-25,BILLS,Congressional Bills,,3870,114,HR
CREC-2016-01-25-pt1-PgH371-5,CREC-2016-01-25,BILLS,Congressional Bills,,4073,114,HR
CREC-2016-01-25-pt1-PgH371-5,CREC-2016-01-25,BILLS,Congressional Bills,,4114,114,HR
CREC-2016-01-25-pt1-PgH371-5,CREC-2016-01-25,BILLS,Congressional Bills,,4249,114,HR
CREC-2016-01-25-pt1-PgE53-3,CREC-2016-01-25,,,,,,
CREC-2016-01-25-pt1-PgE53-4,CREC-2016-01-25,,,,,,
CREC-2016-01-25-pt1-PgE53-5,CREC-2016-01-25,,,,,,
CREC-2016-01-25-pt1-PgE54,CREC-2016-01-25,,,,,,
CREC-2016-01-25-pt1-PgE54-2,CREC-2016-01-25,,,,,,
CREC-2016-01-25-pt1-PgE53-6,CREC-2016-01-25,BILLS,Congressional Bills,,653,114,HR
CREC-2016-01-25-pt1-PgE54-3,CREC-2016-01-25,BILLS,Congressional Bills,,583,114,HRES
CREC-2016-01-25-pt1-PgE54-3,CREC-2016-01-25,BILLS,Congressional Bills,,598,114,HR
CREC-2016-01-25-pt1-PgE54-3,CREC-2016-01-25,BILLS,Congressional Bills,,757,114,HR
CREC-2016-01-25-pt1-PgE54-3,CREC-2016-01-25,BILLS,Congressional Bills,,1644,114,HR
CREC-2016-01-25-pt1-PgE54-3,CREC-2016-01-25,BILLS,Congressional Bills,,3231,114,HR
CREC-2016-01-25-pt1-PgE54-4,CREC-2016-01-25,BILLS,Congressional Bills,,598,114,HR
CREC-2016-01-25-pt1-PgE54-5,CREC-2016-01-25,BILLS,Congressional Bills,,22,114,SJRES
CREC-2016-01-25-pt1-PgE54-5,CREC-2016-01-25,BILLS,Congressional Bills,,1732,114,HR
CREC-2016-01-25-pt1-PgE54-6,CREC-2016-01-25,BILLS,Congressional Bills,,4,114,SRES
CREC-2016-01-25-pt1-PgE54-6,CREC-2016-01-25,BILLS,Congressional Bills,,4,114,SRES
CREC-2016-01-25-pt1-PgE54-6,CREC-2016-01-25,BILLS,Congressional Bills,,247,114,S
CREC-2016-01-25-pt1-PgE54-6,CREC-2016-01-25,BILLS,Congressional Bills,,483,114,S
CREC-2016-01-25-pt1-PgE54-6,CREC-2016-01-25,BILLS,Congressional Bills,,1125,114,S
CREC-2016-01-25-pt1-PgE54-6,CREC-2016-01-25,BILLS,Congressional Bills,,1428,114,HR
CREC-2016-01-25-pt1-PgE54-6,CREC-2016-01-25,BILLS,Congressional Bills,,1479,114,S
CREC-2016-01-25-pt1-PgE54-6,CREC-2016-01-25,BILLS,Congressional Bills,,1890,114,S
CREC-2016-01-25-pt1-PgE54-6,CREC-2016-01-25,BILLS,Congressional Bills,,1983,114,S
