granuleId,packageId,date,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-04-27-pt1-PgH-FrontMatter,CREC-2016-04-27,2016-04-27,,,,,,,,,,,,
CREC-2016-04-27-pt1-PgH1999,CREC-2016-04-27,2016-04-27,,,,,,,,,,,,
CREC-2016-04-27-pt1-PgH1999-2,CREC-2016-04-27,2016-04-27,,,,,,,,,,,,
CREC-2016-04-27-pt1-PgH1999-4,CREC-2016-04-27,2016-04-27,,SPEAKING,H,114,P000594,"Paulsen, Erik",MN,R,"Paulsen, Erik",Mr. PAULSEN,Erik Paulsen,
CREC-2016-04-27-pt1-PgH1999-5,CREC-2016-04-27,2016-04-27,,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,"Blumenauer, Earl",Mr. BLUMENAUER,Earl Blumenauer,
CREC-2016-04-27-pt1-PgH1999-3,CREC-2016-04-27,2016-04-27,,,,,,,,,,,,
CREC-2016-04-27-pt1-PgH2000,CREC-2016-04-27,2016-04-27,,SPEAKING,H,114,D000613,"Dold, Robert J.",IL,R,"Dold, Robert J.",Mr. DOLD,Robert J. Dold,Robert Dold
CREC-2016-04-27-pt1-PgH2001,CREC-2016-04-27,2016-04-27,,SPEAKING,H,114,C001084,"Cicilline, David N.",RI,D,"Cicilline, David N.",Mr. CICILLINE,David N. Cicilline,David Cicilline
CREC-2016-04-27-pt1-PgH2001-2,CREC-2016-04-27,2016-04-27,,SPEAKING,H,114,Z000017,"Zeldin, Lee M.",NY,R,"Zeldin, Lee M.",Mr. ZELDIN,Lee M. Zeldin,Lee Zeldin
CREC-2016-04-27-pt1-PgH2002-2,CREC-2016-04-27,2016-04-27,,SPEAKING,H,114,P000605,"Perry, Scott",PA,R,"Perry, Scott",Mr. PERRY,Scott Perry,
CREC-2016-04-27-pt1-PgH2002,CREC-2016-04-27,2016-04-27,,SPEAKING,H,114,C001059,"Costa, Jim",CA,D,"Costa, Jim",Mr. COSTA,Jim Costa,
CREC-2016-04-27-pt1-PgH2003,CREC-2016-04-27,2016-04-27,,SPEAKING,H,114,C001107,"Curbelo, Carlos",FL,R,"Curbelo, Carlos",Mr. CURBELO of Florida,Carlos Curbelo,
CREC-2016-04-27-pt1-PgH2003-2,CREC-2016-04-27,2016-04-27,,SPEAKING,H,114,M001195,"Mooney, Alexander X.",WV,R,"Mooney, Alexander X.",Mr. MOONEY of West Virginia,Alexander X. Mooney,Alexander Mooney
