granuleId,packageId,date,committees,authorityId,chamber,committeeName,type
CREC-2015-08-06-pt1-PgS6429-2,CREC-2015-08-06,2015-08-06,,,,,
CREC-2015-08-06-pt1-PgS6429,CREC-2015-08-06,2015-08-06,,,,,
CREC-2015-08-06-pt1-PgS6429-3,CREC-2015-08-06,2015-08-06,,,,,
CREC-2015-08-06-pt1-PgS6432,CREC-2015-08-06,2015-08-06,,,,,
CREC-2015-08-06-pt1-PgS6431,CREC-2015-08-06,2015-08-06,,,,,
CREC-2015-08-06-pt1-PgS6433,CREC-2015-08-06,2015-08-06,,,,,
CREC-2015-08-06-pt1-PgS6433-2,CREC-2015-08-06,2015-08-06,,,,,
CREC-2015-08-06-pt1-PgS6434,CREC-2015-08-06,2015-08-06,,ssva00,S,Committee on Veterans' Affairs,S
CREC-2015-08-06-pt1-PgS6433-3,CREC-2015-08-06,2015-08-06,,,,,
CREC-2015-08-06-pt1-PgS6434-2,CREC-2015-08-06,2015-08-06,,sseg00,S,Committee on Energy and Natural Resources,S
CREC-2015-08-06-pt1-PgS6434-2,CREC-2015-08-06,2015-08-06,,ssfi00,S,Committee on Finance,S
CREC-2015-08-06-pt1-PgS6434-2,CREC-2015-08-06,2015-08-06,,ssga00,S,Committee on Homeland Security and Governmental Affairs,S
CREC-2015-08-06-pt1-PgS6434-2,CREC-2015-08-06,2015-08-06,,ssbk00,S,"Committee on Banking, Housing, and Urban Affairs",S
CREC-2015-08-06-pt1-PgS6434-2,CREC-2015-08-06,2015-08-06,,ssfr00,S,Committee on Foreign Relations,S
CREC-2015-08-06-pt1-PgS6434-3,CREC-2015-08-06,2015-08-06,,,,,
CREC-2015-08-06-pt1-PgS6435,CREC-2015-08-06,2015-08-06,,,,,
CREC-2015-08-06-pt1-PgD941,CREC-2015-08-06,2015-08-06,,,,,
CREC-2015-08-06-pt1-PgD941-2,CREC-2015-08-06,2015-08-06,,ssfr00,S,Committee on Foreign Relations,S
CREC-2015-08-06-pt1-PgS6436,CREC-2015-08-06,2015-08-06,,,,,
CREC-2015-08-06-pt1-PgD941-3,CREC-2015-08-06,2015-08-06,,,,,
CREC-2015-08-06-pt1-PgD941-4,CREC-2015-08-06,2015-08-06,,,,,
CREC-2015-08-06-pt1-PgD941-5,CREC-2015-08-06,2015-08-06,,,,,
CREC-2015-08-06-pt1-PgD941-6,CREC-2015-08-06,2015-08-06,,jspr00,J,Joint Committee on Printing,J
