granuleId,packageId,date,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2016-12-27-pt1-PgH-FrontMatter-3,CREC-2016-12-27,2016-12-27,,,,,,,,,,,,,,
CREC-2016-12-27-pt1-PgH7629-3,CREC-2016-12-27,2016-12-27,,,,,,,,,,,,,,
CREC-2016-12-27-pt1-PgH7629-2,CREC-2016-12-27,2016-12-27,,,,,,,,,,,,,,
CREC-2016-12-27-pt1-PgH7629-4,CREC-2016-12-27,2016-12-27,,,,,,,,,,,,,,
CREC-2016-12-27-pt1-PgH7629-5,CREC-2016-12-27,2016-12-27,,,,,,,,,,,,,,
CREC-2016-12-27-pt1-PgH7629-6,CREC-2016-12-27,2016-12-27,,,,,,,,,,,,,,
CREC-2016-12-27-pt1-PgH7629-7,CREC-2016-12-27,2016-12-27,,,,,,,,,,,,,,
CREC-2016-12-27-pt1-PgH7630,CREC-2016-12-27,2016-12-27,,,,,,,,,,,,,,
CREC-2016-12-27-pt1-PgH7629-8,CREC-2016-12-27,2016-12-27,,,,,,,,,,,,,,
CREC-2016-12-27-pt1-PgH7630-2,CREC-2016-12-27,2016-12-27,,,,,,,,,,,,,,
CREC-2016-12-27-pt1-PgH7630-4,CREC-2016-12-27,2016-12-27,,,,,,,,,,,,,,
CREC-2016-12-27-pt1-PgH7630-3,CREC-2016-12-27,2016-12-27,,,,,,,,,,,,,,
CREC-2016-12-27-pt1-PgS-FrontMatter-5,CREC-2016-12-27,2016-12-27,,,,,,,,,,,,,,
CREC-2016-12-27-pt1-PgS7177,CREC-2016-12-27,2016-12-27,,,,,,,,,,,,,,
CREC-2016-12-27-pt1-PgS7177-3,CREC-2016-12-27,2016-12-27,,,,,,,,,,,,,,
CREC-2016-12-27-pt1-PgS7177-2,CREC-2016-12-27,2016-12-27,,,,,,,,,,,,,,
CREC-2016-12-27-pt1-PgE1739-2,CREC-2016-12-27,2016-12-27,,8075,729,SPEAKING,H,114,M000087,"Maloney, Carolyn B.",NY,D,"Maloney, Carolyn B.",Carolyn Maloney,Mrs. CAROLYN B. MALONEY of New York,Carolyn B. Maloney
CREC-2016-12-27-pt1-PgE1739-3,CREC-2016-12-27,2016-12-27,,8075,729,SPEAKING,H,114,M000087,"Maloney, Carolyn B.",NY,D,"Maloney, Carolyn B.",Carolyn Maloney,Mrs. CAROLYN B. MALONEY of New York,Carolyn B. Maloney
CREC-2016-12-27-pt1-PgE1739-4,CREC-2016-12-27,2016-12-27,,8075,729,SPEAKING,H,114,M000087,"Maloney, Carolyn B.",NY,D,"Maloney, Carolyn B.",Carolyn Maloney,Mrs. CAROLYN B. MALONEY of New York,Carolyn B. Maloney
CREC-2016-12-27-pt1-PgE1740,CREC-2016-12-27,2016-12-27,,8075,729,SPEAKING,H,114,M000087,"Maloney, Carolyn B.",NY,D,"Maloney, Carolyn B.",Carolyn Maloney,Mrs. CAROLYN B. MALONEY of New York,Carolyn B. Maloney
CREC-2016-12-27-pt1-PgE1740-2,CREC-2016-12-27,2016-12-27,,8075,729,SPEAKING,H,114,M000087,"Maloney, Carolyn B.",NY,D,"Maloney, Carolyn B.",Carolyn Maloney,Mrs. CAROLYN B. MALONEY of New York,Carolyn B. Maloney
CREC-2016-12-27-pt1-PgD1147,CREC-2016-12-27,2016-12-27,,,,,,,,,,,,,,
CREC-2016-12-27-pt1-PgD1147-2,CREC-2016-12-27,2016-12-27,,,,,,,,,,,,,,
CREC-2016-12-27-pt1-PgD1147-3,CREC-2016-12-27,2016-12-27,,,,,,,,,,,,,,
CREC-2016-12-27-pt1-PgD1147-4,CREC-2016-12-27,2016-12-27,,,,,,,,,,,,,,
CREC-2016-12-27-pt1-PgD1147-5,CREC-2016-12-27,2016-12-27,,,,,,,,,,,,,,
CREC-2016-12-27-pt1-PgD1147-6,CREC-2016-12-27,2016-12-27,,,,,,,,,,,,,,
