granuleId,packageId,role,chamber,congress,bioGuideId,memberName,state,party,members,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-06-22-pt1-PgH4058-2,CREC-2016-06-22,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,,"Thompson, Glenn",Mr. THOMPSON of Pennsylvania,Glenn Thompson,
CREC-2016-06-22-pt1-PgH4057,CREC-2016-06-22,,,,,,,,,,,,
CREC-2016-06-22-pt1-PgH4058-3,CREC-2016-06-22,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,,"Blumenauer, Earl",Mr. BLUMENAUER,Earl Blumenauer,
CREC-2016-06-22-pt1-PgH-FrontMatter,CREC-2016-06-22,,,,,,,,,,,,
CREC-2016-06-22-pt1-PgH4057-3,CREC-2016-06-22,,,,,,,,,,,,
CREC-2016-06-22-pt1-PgH4057-2,CREC-2016-06-22,,,,,,,,,,,,
CREC-2016-06-22-pt1-PgH4058,CREC-2016-06-22,SPEAKING,H,114,C001101,"Clark, Katherine M.",MA,D,,"Clark, Katherine M.",Ms. CLARK of Massachusetts,Katherine M. Clark,Katherine Clark
CREC-2016-06-22-pt1-PgH4057-4,CREC-2016-06-22,SPEAKING,H,114,J000296,"Jolly, David W.",FL,R,,"Jolly, David W.",Mr. JOLLY,David W. Jolly,David Jolly
CREC-2016-06-22-pt1-PgH4059,CREC-2016-06-22,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,,"Ros-Lehtinen, Ileana",Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen,
CREC-2016-06-22-pt1-PgH4060,CREC-2016-06-22,SPEAKING,H,114,C001084,"Cicilline, David N.",RI,D,,"Cicilline, David N.",Mr. CICILLINE,David N. Cicilline,David Cicilline
CREC-2016-06-22-pt1-PgH4060-3,CREC-2016-06-22,SPEAKING,H,114,D000216,"DeLauro, Rosa L.",CT,D,,"DeLauro, Rosa L.",Ms. DeLAURO,Rosa L. DeLauro,Rosa DeLauro
CREC-2016-06-22-pt1-PgH4062-2,CREC-2016-06-22,SPEAKING,H,114,K000385,"Kelly, Robin L.",IL,D,,"Kelly, Robin L.",Ms. KELLY of Illinois,Robin L. Kelly,Robin Kelly
CREC-2016-06-22-pt1-PgH4060-2,CREC-2016-06-22,SPEAKING,H,114,W000814,"Weber, Randy K. Sr.",TX,R,,"Weber, Randy K. Sr.",Mr. WEBER of Texas,"Randy K. Weber, Sr.",Randy Weber
CREC-2016-06-22-pt1-PgH4060-2,CREC-2016-06-22,SPEAKING,H,114,W000814,"Weber, Randy K. Sr.",TX,R,,"Weber, Randy K. Sr.",Mr. WEBER of Texas,"Randy K. Weber, Sr.",Randy K. Weber
CREC-2016-06-22-pt1-PgH4063,CREC-2016-06-22,SPEAKING,H,114,P000610,"Plaskett, Stacey E.",VI,D,,"Plaskett, Stacey E.",Ms. PLASKETT,Stacey E. Plaskett,Stacey Plaskett
CREC-2016-06-22-pt1-PgH4061,CREC-2016-06-22,SPEAKING,H,114,B001243,"Blackburn, Marsha",TN,R,,"Blackburn, Marsha",Mrs. BLACKBURN,Marsha Blackburn,
CREC-2016-06-22-pt1-PgH4062,CREC-2016-06-22,SPEAKING,H,114,P000597,"Pingree, Chellie",ME,D,,"Pingree, Chellie",Ms. PINGREE,Chellie Pingree,
