granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2015-06-22-pt1-PgS4333-2,CREC-2015-06-22,,,,,,,,,,,,
CREC-2015-06-22-pt1-PgS4333-4,CREC-2015-06-22,,,,,,,,,,,,
CREC-2015-06-22-pt1-PgS4334-2,CREC-2015-06-22,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Harry M. Reid,Mr. REID,Harry Reid
CREC-2015-06-22-pt1-PgS4333,CREC-2015-06-22,,,,,,,,,,,,
CREC-2015-06-22-pt1-PgS4333-5,CREC-2015-06-22,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2015-06-22-pt1-PgS4333-3,CREC-2015-06-22,,,,,,,,,,,,
CREC-2015-06-22-pt1-PgS4334,CREC-2015-06-22,,,,,,,,,,,,
CREC-2015-06-22-pt1-PgS4333-6,CREC-2015-06-22,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2015-06-22-pt1-PgS4334-3,CREC-2015-06-22,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Harry M. Reid,Mr. REID,Harry Reid
CREC-2015-06-22-pt1-PgS4334-4,CREC-2015-06-22,,,,,,,,,,,,
CREC-2015-06-22-pt1-PgS4334-6,CREC-2015-06-22,,SPEAKING,S,114,H000338,"Hatch, Orrin G.",UT,R,"Hatch, Orrin G.",Orrin Hatch,Mr. HATCH,Orrin G. Hatch
CREC-2015-06-22-pt1-PgS4334-6,CREC-2015-06-22,,SPEAKING,S,114,H000338,"Hatch, Orrin G.",UT,R,"Hatch, Orrin G.",Orrin Grant Hatch,Mr. HATCH,Orrin G. Hatch
CREC-2015-06-22-pt1-PgS4334-6,CREC-2015-06-22,,SPEAKING,S,114,N000032,"Nelson, Bill",FL,D,"Nelson, Bill",Clarence Nelson,Mr. NELSON,Bill Nelson
CREC-2015-06-22-pt1-PgS4334-6,CREC-2015-06-22,,SPEAKING,S,114,N000032,"Nelson, Bill",FL,D,"Nelson, Bill",Clarence William Nelson,Mr. NELSON,Bill Nelson
CREC-2015-06-22-pt1-PgS4334-5,CREC-2015-06-22,,,,,,,,,,,,
CREC-2015-06-22-pt1-PgS4335-2,CREC-2015-06-22,,SPEAKING,S,114,H000338,"Hatch, Orrin G.",UT,R,"Hatch, Orrin G.",Orrin Hatch,Mr. HATCH,Orrin G. Hatch
CREC-2015-06-22-pt1-PgS4335-2,CREC-2015-06-22,,SPEAKING,S,114,H000338,"Hatch, Orrin G.",UT,R,"Hatch, Orrin G.",Orrin Grant Hatch,Mr. HATCH,Orrin G. Hatch
CREC-2015-06-22-pt1-PgS4335-3,CREC-2015-06-22,,SPEAKING,S,114,H000338,"Hatch, Orrin G.",UT,R,"Hatch, Orrin G.",Orrin Hatch,Mr. HATCH,Orrin G. Hatch
CREC-2015-06-22-pt1-PgS4335-3,CREC-2015-06-22,,SPEAKING,S,114,H000338,"Hatch, Orrin G.",UT,R,"Hatch, Orrin G.",Orrin Grant Hatch,Mr. HATCH,Orrin G. Hatch
CREC-2015-06-22-pt1-PgS4335-3,CREC-2015-06-22,,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,"Cornyn, John",,Mr. CORNYN,John Cornyn
CREC-2015-06-22-pt1-PgS4335,CREC-2015-06-22,,SPEAKING,S,114,N000032,"Nelson, Bill",FL,D,"Nelson, Bill",Clarence Nelson,Mr. NELSON,Bill Nelson
CREC-2015-06-22-pt1-PgS4335,CREC-2015-06-22,,SPEAKING,S,114,N000032,"Nelson, Bill",FL,D,"Nelson, Bill",Clarence William Nelson,Mr. NELSON,Bill Nelson
CREC-2015-06-22-pt1-PgS4336,CREC-2015-06-22,,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,"Cornyn, John",,Mr. CORNYN,John Cornyn
CREC-2015-06-22-pt1-PgS4336,CREC-2015-06-22,,SPEAKING,S,114,S000033,"Sanders, Bernard",VT,I,"Sanders, Bernard",Bernie Sanders,Mr. SANDERS,Bernard Sanders
CREC-2015-06-22-pt1-PgS4337,CREC-2015-06-22,,SPEAKING,S,114,S000033,"Sanders, Bernard",VT,I,"Sanders, Bernard",Bernie Sanders,Mr. SANDERS,Bernard Sanders
CREC-2015-06-22-pt1-PgS4337,CREC-2015-06-22,,SPEAKING,S,114,K000367,"Klobuchar, Amy",MN,D,"Klobuchar, Amy",,Ms. KLOBUCHAR,Amy Klobuchar
CREC-2015-06-22-pt1-PgS4337-2,CREC-2015-06-22,,SPEAKING,S,114,K000367,"Klobuchar, Amy",MN,D,"Klobuchar, Amy",,Ms. KLOBUCHAR,Amy Klobuchar
CREC-2015-06-22-pt1-PgS4337-2,CREC-2015-06-22,,SPEAKING,S,114,C000174,"Carper, Thomas R.",DE,D,"Carper, Thomas R.",Thomas Carper,Mr. CARPER,Thomas R. Carper
CREC-2015-06-22-pt1-PgS4338,CREC-2015-06-22,,,,,,,,,,,,
CREC-2015-06-22-pt1-PgS4340,CREC-2015-06-22,,SPEAKING,S,114,L000575,"Lankford, James",OK,R,"Lankford, James",,Mr. LANKFORD,James Lankford
CREC-2015-06-22-pt1-PgS4340,CREC-2015-06-22,,SPEAKING,S,114,P000603,"Paul, Rand",KY,R,"Paul, Rand",,Mr. PAUL,Rand Paul
CREC-2015-06-22-pt1-PgS4338-2,CREC-2015-06-22,,SPEAKING,S,114,N000032,"Nelson, Bill",FL,D,"Nelson, Bill",Clarence Nelson,Mr. NELSON,Bill Nelson
CREC-2015-06-22-pt1-PgS4338-2,CREC-2015-06-22,,SPEAKING,S,114,N000032,"Nelson, Bill",FL,D,"Nelson, Bill",Clarence William Nelson,Mr. NELSON,Bill Nelson
CREC-2015-06-22-pt1-PgS4338-2,CREC-2015-06-22,,SPEAKING,S,114,L000575,"Lankford, James",OK,R,"Lankford, James",,Mr. LANKFORD,James Lankford
CREC-2015-06-22-pt1-PgS4341-2,CREC-2015-06-22,,SPEAKING,S,114,M000639,"Menendez, Robert",NJ,D,"Menendez, Robert",,Mr. MENENDEZ,Robert Menendez
CREC-2015-06-22-pt1-PgS4341-3,CREC-2015-06-22,,,,,,,,,,,,
CREC-2015-06-22-pt1-PgS4341,CREC-2015-06-22,,SPEAKING,S,114,P000603,"Paul, Rand",KY,R,"Paul, Rand",,Mr. PAUL,Rand Paul
CREC-2015-06-22-pt1-PgS4341,CREC-2015-06-22,,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,"Cornyn, John",,Mr. CORNYN,John Cornyn
CREC-2015-06-22-pt1-PgS4341,CREC-2015-06-22,,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,"Durbin, Richard J.",Richard Durbin,Mr. DURBIN,Richard J. Durbin
