granuleId,packageId,date,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2015-06-16-pt1-PgH-FrontMatter-6,CREC-2015-06-16,2015-06-16,,,,,,,,,,,,
CREC-2015-06-16-pt1-PgH4385,CREC-2015-06-16,2015-06-16,,,,,,,,,,,,
CREC-2015-06-16-pt1-PgH4385-2,CREC-2015-06-16,2015-06-16,,,,,,,,,,,,
CREC-2015-06-16-pt1-PgH4385-4,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,J000296,"Jolly, David W.",FL,R,"Jolly, David W.",David Jolly,Mr. JOLLY,David W. Jolly
CREC-2015-06-16-pt1-PgH4385-3,CREC-2015-06-16,2015-06-16,,,,,,,,,,,,
CREC-2015-06-16-pt1-PgH4385-5,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,"Blumenauer, Earl",,Mr. BLUMENAUER,Earl Blumenauer
CREC-2015-06-16-pt1-PgH4386,CREC-2015-06-16,2015-06-16,,,,,,,,,,,,
CREC-2015-06-16-pt1-PgH4386-3,CREC-2015-06-16,2015-06-16,,,,,,,,,,,,
CREC-2015-06-16-pt1-PgH4386-2,CREC-2015-06-16,2015-06-16,,,,,,,,,,,,
CREC-2015-06-16-pt1-PgH4386-4,CREC-2015-06-16,2015-06-16,,,,,,,,,,,,
CREC-2015-06-16-pt1-PgH4386-5,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,"Foxx, Virginia",,Ms. FOXX,Virginia Foxx
CREC-2015-06-16-pt1-PgH4386-6,CREC-2015-06-16,2015-06-16,,,,,,,,,,,,
CREC-2015-06-16-pt1-PgH4386-7,CREC-2015-06-16,2015-06-16,,,,,,,,,,,,
CREC-2015-06-16-pt1-PgH4386-8,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,"Foxx, Virginia",,Ms. FOXX,Virginia Foxx
CREC-2015-06-16-pt1-PgH4386-9,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,"Kildee, Daniel T.",Daniel Kildee,Mr. KILDEE,Daniel T. Kildee
CREC-2015-06-16-pt1-PgH4386-10,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,"Thompson, Glenn",,Mr. THOMPSON of Pennsylvania,Glenn Thompson
CREC-2015-06-16-pt1-PgH4387,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,K000385,"Kelly, Robin L.",IL,D,"Kelly, Robin L.",Robin Kelly,Ms. KELLY of Illinois,Robin L. Kelly
CREC-2015-06-16-pt1-PgH4387-3,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,"Jackson Lee, Sheila",,Ms. JACKSON LEE,Sheila Jackson Lee
CREC-2015-06-16-pt1-PgH4387-4,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,G000570,"Guinta, Frank C.",NH,R,"Guinta, Frank C.",Frank Guinta,Mr. GUINTA,Frank C. Guinta
CREC-2015-06-16-pt1-PgH4387-2,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,"LaMalfa, Doug",,Mr. LaMALFA,Doug LaMalfa
CREC-2015-06-16-pt1-PgH4387-5,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,T000474,"Torres, Norma J.",CA,D,"Torres, Norma J.",Norma Torres,Mrs. TORRES,Norma J. Torres
CREC-2015-06-16-pt1-PgH4387-6,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,T000472,"Takano, Mark",CA,D,"Takano, Mark",,Mr. TAKANO,Mark Takano
CREC-2015-06-16-pt1-PgH4388-2,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,B001251,"Butterfield, G. K.",NC,D,"Butterfield, G. K.",,Mr. BUTTERFIELD,G. K. Butterfield
CREC-2015-06-16-pt1-PgH4388,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,C001068,"Cohen, Steve",TN,D,"Cohen, Steve",,Mr. COHEN,Steve Cohen
CREC-2015-06-16-pt1-PgH4388-3,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,B001281,"Beatty, Joyce",OH,D,"Beatty, Joyce",,Mrs. BEATTY,Joyce Beatty
CREC-2015-06-16-pt1-PgH4388-4,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,B001245,"Bordallo, Madeleine Z.",GU,D,"Bordallo, Madeleine Z.",Madeleine Bordallo,Ms. BORDALLO,Madeleine Z. Bordallo
CREC-2015-06-16-pt1-PgH4388-5,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,D000610,"Deutch, Theodore E.",FL,D,"Deutch, Theodore E.",Theodore Deutch,Mr. DEUTCH,Theodore E. Deutch
CREC-2015-06-16-pt1-PgH4388-6,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,M000087,"Maloney, Carolyn B.",NY,D,"Maloney, Carolyn B.",Carolyn Maloney,Mrs. CAROLYN B. MALONEY of New York,Carolyn B. Maloney
CREC-2015-06-16-pt1-PgH4389,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,M001196,"Moulton, Seth",MA,D,"Moulton, Seth",,Mr. MOULTON,Seth Moulton
CREC-2015-06-16-pt1-PgH4389-2,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,G000410,"Green, Gene",TX,D,"Green, Gene",,Mr. GENE GREEN of Texas,Gene Green
CREC-2015-06-16-pt1-PgH4389-3,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,T000468,"Titus, Dina",NV,D,"Titus, Dina",,Ms. TITUS,Dina Titus
CREC-2015-06-16-pt1-PgH4389-5,CREC-2015-06-16,2015-06-16,,,,,,,,,,,,
CREC-2015-06-16-pt1-PgH4389-4,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,C001093,"Collins, Doug",GA,R,"Collins, Doug",,Mr. COLLINS of Georgia,Doug Collins
CREC-2015-06-16-pt1-PgH4395,CREC-2015-06-16,2015-06-16,,,,,,,,,,,,
CREC-2015-06-16-pt1-PgH4395-2,CREC-2015-06-16,2015-06-16,,,,,,,,,,,,
CREC-2015-06-16-pt1-PgH4389-6,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,C001093,"Collins, Doug",GA,R,"Collins, Doug",,Mr. COLLINS of Georgia,Doug Collins
CREC-2015-06-16-pt1-PgH4389-6,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,H000324,"Hastings, Alcee L.",FL,D,"Hastings, Alcee L.",Alcee Hastings,Mr. HASTINGS,Alcee L. Hastings
CREC-2015-06-16-pt1-PgH4389-6,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,D000216,"DeLauro, Rosa L.",CT,D,"DeLauro, Rosa L.",Rosa DeLauro,Ms. DeLAURO,Rosa L. DeLauro
CREC-2015-06-16-pt1-PgH4389-6,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,D000399,"Doggett, Lloyd",TX,D,"Doggett, Lloyd",,Mr. DOGGETT,Lloyd Doggett
CREC-2015-06-16-pt1-PgH4389-6,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,S001157,"Scott, David",GA,D,"Scott, David",,Mr. DAVID SCOTT of Georgia,David Scott
CREC-2015-06-16-pt1-PgH4389-6,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,S000344,"Sherman, Brad",CA,D,"Sherman, Brad",,Mr. SHERMAN,Brad Sherman
CREC-2015-06-16-pt1-PgH4389-6,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,"Jackson Lee, Sheila",,Ms. JACKSON LEE,Sheila Jackson Lee
CREC-2015-06-16-pt1-PgH4418,CREC-2015-06-16,2015-06-16,,,,,,,,,,,,
CREC-2015-06-16-pt1-PgH4396,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,N000181,"Nunes, Devin",CA,R,"Nunes, Devin",,Mr. NUNES,Devin Nunes
CREC-2015-06-16-pt1-PgH4396,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,S001150,"Schiff, Adam B.",CA,D,"Schiff, Adam B.",Adam Schiff,Mr. SCHIFF,Adam B. Schiff
CREC-2015-06-16-pt1-PgH4396,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,P000606,"Pittenger, Robert",NC,R,"Pittenger, Robert",,Mr. PITTENGER,Robert Pittenger
CREC-2015-06-16-pt1-PgH4396,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,E000179,"Engel, Eliot L.",NY,D,"Engel, Eliot L.",Eliot Engel,Mr. ENGEL,Eliot L. Engel
CREC-2015-06-16-pt1-PgH4396,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,I000057,"Israel, Steve",NY,D,"Israel, Steve",,Mr. ISRAEL,Steve Israel
CREC-2015-06-16-pt1-PgH4396,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,L000564,"Lamborn, Doug",CO,R,"Lamborn, Doug",,Mr. LAMBORN,Doug Lamborn
CREC-2015-06-16-pt1-PgH4396,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,G000575,"Graham, Gwen",FL,D,"Graham, Gwen",,Ms. GRAHAM,Gwen Graham
CREC-2015-06-16-pt1-PgH4396,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,C001038,"Crowley, Joseph",NY,D,"Crowley, Joseph",,Mr. CROWLEY,Joseph Crowley
CREC-2015-06-16-pt1-PgH4396,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,C001107,"Curbelo, Carlos",FL,R,"Curbelo, Carlos",,Mr. CURBELO of Florida,Carlos Curbelo
CREC-2015-06-16-pt1-PgH4396,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,K000375,"Keating, William R.",MA,D,"Keating, William R.",William Keating,Mr. KEATING,William R. Keating
CREC-2015-06-16-pt1-PgH4396,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,M001157,"McCaul, Michael T.",TX,R,"McCaul, Michael T.",Michael McCaul,Mr. McCAUL,Michael T. McCaul
CREC-2015-06-16-pt1-PgH4396,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,R000583,"Rooney, Thomas J.",FL,R,"Rooney, Thomas J.",Thomas Rooney,Mr. ROONEY of Florida,Thomas J. Rooney
CREC-2015-06-16-pt1-PgH4396,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,S001185,"Sewell, Terri A.",AL,D,"Sewell, Terri A.",Terri Sewell,Ms. SEWELL of Alabama,Terri A. Sewell
CREC-2015-06-16-pt1-PgH4396,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,M001196,"Moulton, Seth",MA,D,"Moulton, Seth",,Mr. MOULTON,Seth Moulton
CREC-2015-06-16-pt1-PgH4396,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,T000463,"Turner, Michael R.",OH,R,"Turner, Michael R.",Michael Turner,Mr. TURNER,Michael R. Turner
CREC-2015-06-16-pt1-PgH4396,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,F000030,"Farr, Sam",CA,D,"Farr, Sam",,Mr. FARR,Sam Farr
CREC-2015-06-16-pt1-PgH4396,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,S001191,"Sinema, Kyrsten",AZ,D,"Sinema, Kyrsten",,Ms. SINEMA,Kyrsten Sinema
CREC-2015-06-16-pt1-PgH4396,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,F000451,"Fitzpatrick, Michael G.",PA,R,"Fitzpatrick, Michael G.",Michael Fitzpatrick,Mr. FITZPATRICK,Michael G. Fitzpatrick
CREC-2015-06-16-pt1-PgH4396,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,"Wilson, Joe",,Mr. WILSON of South Carolina,Joe Wilson
CREC-2015-06-16-pt1-PgH4396,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,P000592,"Poe, Ted",TX,R,"Poe, Ted",,Mr. POE of Texas,Ted Poe
CREC-2015-06-16-pt1-PgH4418-2,CREC-2015-06-16,2015-06-16,,,,,,,,,,,,
CREC-2015-06-16-pt1-PgH4421,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,N000181,"Nunes, Devin",CA,R,"Nunes, Devin",,Mr. NUNES,Devin Nunes
CREC-2015-06-16-pt1-PgH4421-2,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,G000570,"Guinta, Frank C.",NH,R,"Guinta, Frank C.",Frank Guinta,Mr. GUINTA,Frank C. Guinta
CREC-2015-06-16-pt1-PgH4418-3,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,D000624,"Dingell, Debbie",MI,D,"Dingell, Debbie",,Mrs. DINGELL,Debbie Dingell
CREC-2015-06-16-pt1-PgH4418-3,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,N000181,"Nunes, Devin",CA,R,"Nunes, Devin",,Mr. NUNES,Devin Nunes
CREC-2015-06-16-pt1-PgH4418-3,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,S001150,"Schiff, Adam B.",CA,D,"Schiff, Adam B.",Adam Schiff,Mr. SCHIFF,Adam B. Schiff
CREC-2015-06-16-pt1-PgH4418-3,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,S001185,"Sewell, Terri A.",AL,D,"Sewell, Terri A.",Terri Sewell,Ms. SEWELL of Alabama,Terri A. Sewell
CREC-2015-06-16-pt1-PgH4422-2,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,P000594,"Paulsen, Erik",MN,R,"Paulsen, Erik",,Mr. PAULSEN,Erik Paulsen
CREC-2015-06-16-pt1-PgH4421-3,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,M001197,"McSally, Martha",AZ,R,"McSally, Martha",,Ms. McSALLY,Martha McSally
CREC-2015-06-16-pt1-PgH4422,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,L000559,"Langevin, James R.",RI,D,"Langevin, James R.",James Langevin,Mr. LANGEVIN,James R. Langevin
CREC-2015-06-16-pt1-PgH4422-3,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,L000580,"Lujan Grisham, Michelle",NM,D,"Lujan Grisham, Michelle",,Ms. MICHELLE LUJAN GRISHAM of New Mexico,Michelle Lujan Grisham
CREC-2015-06-16-pt1-PgH4422-4,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,V000131,"Veasey, Marc A.",TX,D,"Veasey, Marc A.",Marc Veasey,Mr. VEASEY,Marc A. Veasey
CREC-2015-06-16-pt1-PgH4422-5,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,L000581,"Lawrence, Brenda L.",MI,D,"Lawrence, Brenda L.",Brenda Lawrence,Mrs. LAWRENCE,Brenda L. Lawrence
CREC-2015-06-16-pt1-PgH4422-6,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,L000563,"Lipinski, Daniel",IL,D,"Lipinski, Daniel",Daniel William Lipinski,Mr. LIPINSKI,Daniel Lipinski
CREC-2015-06-16-pt1-PgH4423,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,K000009,"Kaptur, Marcy",OH,D,"Kaptur, Marcy",,Ms. KAPTUR,Marcy Kaptur
CREC-2015-06-16-pt1-PgH4423-2,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,T000470,"Tipton, Scott  R.",CO,R,"Tipton, Scott R.",Scott Tipton,Mr. TIPTON,Scott R. Tipton
CREC-2015-06-16-pt1-PgH4428,CREC-2015-06-16,2015-06-16,,,,,,,,,,,,
CREC-2015-06-16-pt1-PgH4428-2,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,G000552,"Gohmert, Louie",TX,R,"Gohmert, Louie",,Mr. GOHMERT,Louie Gohmert
CREC-2015-06-16-pt1-PgH4423-3,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,G000559,"Garamendi, John",CA,D,"Garamendi, John",,Mr. GARAMENDI,John Garamendi
CREC-2015-06-16-pt1-PgH4423-3,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,W000187,"Waters, Maxine",CA,D,"Waters, Maxine",,Ms. MAXINE WATERS of California,Maxine Waters
CREC-2015-06-16-pt1-PgH4423-3,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,H001038,"Higgins, Brian",NY,D,"Higgins, Brian",,Mr. HIGGINS,Brian Higgins
CREC-2015-06-16-pt1-PgH4423-3,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,T000469,"Tonko, Paul",NY,D,"Tonko, Paul",,Mr. TONKO,Paul Tonko
CREC-2015-06-16-pt1-PgH4430-3,CREC-2015-06-16,2015-06-16,,SPEAKING,H,114,G000552,"Gohmert, Louie",TX,R,"Gohmert, Louie",,Mr. GOHMERT,Louie Gohmert
CREC-2015-06-16-pt1-PgH4430,CREC-2015-06-16,2015-06-16,,,,,,,,,,,,
CREC-2015-06-16-pt1-PgH4430-2,CREC-2015-06-16,2015-06-16,,,,,,,,,,,,
CREC-2015-06-16-pt1-PgH4430-4,CREC-2015-06-16,2015-06-16,,,,,,,,,,,,
CREC-2015-06-16-pt1-PgH4431,CREC-2015-06-16,2015-06-16,,,,,,,,,,,,
CREC-2015-06-16-pt1-PgH4430-5,CREC-2015-06-16,2015-06-16,,,,,,,,,,,,
CREC-2015-06-16-pt1-PgH4431-2,CREC-2015-06-16,2015-06-16,,,,,,,,,,,,
CREC-2015-06-16-pt1-PgH4431-4,CREC-2015-06-16,2015-06-16,,,,,,,,,,,,
CREC-2015-06-16-pt1-PgH4431-3,CREC-2015-06-16,2015-06-16,,,,,,,,,,,,
