granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2016-01-20-pt1-PgS99-7,CREC-2016-01-20,,,,,,,,,,,,
CREC-2016-01-20-pt1-PgS99-5,CREC-2016-01-20,,,,,,,,,,,,
CREC-2016-01-20-pt1-PgS99-6,CREC-2016-01-20,,,,,,,,,,,,
CREC-2016-01-20-pt1-PgS99-8,CREC-2016-01-20,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Harry M. Reid,Mr. REID,Harry Reid
CREC-2016-01-20-pt1-PgS-FrontMatter,CREC-2016-01-20,,,,,,,,,,,,
CREC-2016-01-20-pt1-PgS99-4,CREC-2016-01-20,,,,,,,,,,,,
CREC-2016-01-20-pt1-PgS99-3,CREC-2016-01-20,,,,,,,,,,,,
CREC-2016-01-20-pt1-PgS99-2,CREC-2016-01-20,,,,,,,,,,,,
CREC-2016-01-20-pt1-PgS100-4,CREC-2016-01-20,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2016-01-20-pt1-PgS100-4,CREC-2016-01-20,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Harry M. Reid,Mr. REID,Harry Reid
CREC-2016-01-20-pt1-PgS100-2,CREC-2016-01-20,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2016-01-20-pt1-PgS100,CREC-2016-01-20,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2016-01-20-pt1-PgS101,CREC-2016-01-20,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Harry M. Reid,Mr. REID,Harry Reid
CREC-2016-01-20-pt1-PgS101,CREC-2016-01-20,,SPEAKING,S,114,T000250,"Thune, John",SD,R,"Thune, John",,Mr. THUNE,John Thune
