granuleId,packageId,date,members,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,gpoId,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-02-25-pt1-PgH-FrontMatter-3,CREC-2015-02-25,2015-02-25,,,,,,,,,,,,,,
CREC-2015-02-25-pt1-PgH1119-2,CREC-2015-02-25,2015-02-25,,,,,,,,,,,,,,
CREC-2015-02-25-pt1-PgH1119,CREC-2015-02-25,2015-02-25,,,,,,,,,,,,,,
CREC-2015-02-25-pt1-PgH1119-3,CREC-2015-02-25,2015-02-25,,,,,,,,,,,,,,
CREC-2015-02-25-pt1-PgH1120,CREC-2015-02-25,2015-02-25,,2100,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,,"LaMalfa, Doug",Mr. LaMALFA,Doug LaMalfa,
CREC-2015-02-25-pt1-PgH1119-4,CREC-2015-02-25,2015-02-25,,588,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,8174,"Jackson Lee, Sheila",Ms. JACKSON LEE,Sheila Jackson Lee,
CREC-2015-02-25-pt1-PgH1120-2,CREC-2015-02-25,2015-02-25,,616,SPEAKING,H,114,K000009,"Kaptur, Marcy",OH,D,8099,"Kaptur, Marcy",Ms. KAPTUR,Marcy Kaptur,
CREC-2015-02-25-pt1-PgH1121,CREC-2015-02-25,2015-02-25,,,,,,,,,,,,,,
CREC-2015-02-25-pt1-PgH1121-2,CREC-2015-02-25,2015-02-25,,,,,,,,,,,,,,
CREC-2015-02-25-pt1-PgH1121-3,CREC-2015-02-25,2015-02-25,,,,,,,,,,,,,,
CREC-2015-02-25-pt1-PgH1121-4,CREC-2015-02-25,2015-02-25,,1791,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,8028,"Foxx, Virginia",Ms. FOXX,Virginia Foxx,
CREC-2015-02-25-pt1-PgH1121-5,CREC-2015-02-25,2015-02-25,,,,,,,,,,,,,,
CREC-2015-02-25-pt1-PgH1121-7,CREC-2015-02-25,2015-02-25,,,,,,,,,,,,,,
CREC-2015-02-25-pt1-PgH1121-6,CREC-2015-02-25,2015-02-25,,1792,SPEAKING,H,114,M001156,"McHenry, Patrick T.",NC,R,8033,"McHenry, Patrick T.",Mr. McHENRY,Patrick T. McHenry,Mr. Patrick Mchenry
CREC-2015-02-25-pt1-PgH1121-8,CREC-2015-02-25,2015-02-25,,1791,SPEAKING,H,114,F000450,"Foxx, Virginia",NC,R,8028,"Foxx, Virginia",Ms. FOXX,Virginia Foxx,
CREC-2015-02-25-pt1-PgH1122,CREC-2015-02-25,2015-02-25,,603,SPEAKING,H,114,J000174,"Johnson, Sam",TX,R,8159,"Johnson, Sam",Mr. SAM JOHNSON of Texas,Sam Johnson,
CREC-2015-02-25-pt1-PgH1122-2,CREC-2015-02-25,2015-02-25,,729,SPEAKING,H,114,M000087,"Maloney, Carolyn B.",NY,D,8075,"Maloney, Carolyn B.",Mrs. CAROLYN B. MALONEY of New York,Carolyn B. Maloney,Carolyn Maloney
CREC-2015-02-25-pt1-PgH1121-9,CREC-2015-02-25,2015-02-25,,2145,SPEAKING,H,114,K000382,"Kuster, Ann M.",NH,D,,"Kuster, Ann M.",Ms. KUSTER,Ann M. Kuster,Ms. Ann Kuster
