granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2015-11-03-pt1-PgH-FrontMatter-4,CREC-2015-11-03,,,,,,,,,,,,
CREC-2015-11-03-pt1-PgH7393,CREC-2015-11-03,,,,,,,,,,,,
CREC-2015-11-03-pt1-PgH7393-2,CREC-2015-11-03,,,,,,,,,,,,
CREC-2015-11-03-pt1-PgH7395,CREC-2015-11-03,,SPEAKING,H,114,M000312,"McGovern, James P.",MA,D,"McGovern, James P.",James McGovern,Mr. McGOVERN,James P. McGovern
CREC-2015-11-03-pt1-PgH7393-4,CREC-2015-11-03,,SPEAKING,H,114,P000592,"Poe, Ted",TX,R,"Poe, Ted",,Mr. POE of Texas,Ted Poe
CREC-2015-11-03-pt1-PgH7393-3,CREC-2015-11-03,,,,,,,,,,,,
CREC-2015-11-03-pt1-PgH7394-2,CREC-2015-11-03,,SPEAKING,H,114,J000255,"Jones, Walter B., Jr.",NC,R,"Jones, Walter B., Jr.",Walter Jones,Mr. JONES,Walter B. Jones
CREC-2015-11-03-pt1-PgH7394,CREC-2015-11-03,,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,"Blumenauer, Earl",,Mr. BLUMENAUER,Earl Blumenauer
CREC-2015-11-03-pt1-PgH7396,CREC-2015-11-03,,SPEAKING,H,114,C001059,"Costa, Jim",CA,D,"Costa, Jim",,Mr. COSTA,Jim Costa
CREC-2015-11-03-pt1-PgH7395-2,CREC-2015-11-03,,SPEAKING,H,114,M001195,"Mooney, Alexander X.",WV,R,"Mooney, Alexander X.",Alexander Mooney,Mr. MOONEY of West Virginia,Alexander X. Mooney
CREC-2015-11-03-pt1-PgH7396-2,CREC-2015-11-03,,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,"Thompson, Glenn",,Mr. THOMPSON of Pennsylvania,Glenn Thompson
CREC-2015-11-03-pt1-PgH7398,CREC-2015-11-03,,SPEAKING,H,114,D000614,"Duffy, Sean P.",WI,R,"Duffy, Sean P.",Sean Duffy,Mr. DUFFY,Sean P. Duffy
CREC-2015-11-03-pt1-PgH7397,CREC-2015-11-03,,SPEAKING,H,114,K000387,"Knight, Stephen",CA,R,"Knight, Stephen",,Mr. KNIGHT,Stephen Knight
CREC-2015-11-03-pt1-PgH7397-2,CREC-2015-11-03,,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,"LaMalfa, Doug",,Mr. LaMALFA,Doug LaMalfa
CREC-2015-11-03-pt1-PgH7398-2,CREC-2015-11-03,,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,"Ros-Lehtinen, Ileana",,Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen
CREC-2015-11-03-pt1-PgH7398-3,CREC-2015-11-03,,,,,,,,,,,,
CREC-2015-11-03-pt1-PgH7398-4,CREC-2015-11-03,,,,,,,,,,,,
CREC-2015-11-03-pt1-PgH7398-5,CREC-2015-11-03,,,,,,,,,,,,
CREC-2015-11-03-pt1-PgH7398-6,CREC-2015-11-03,,,,,,,,,,,,
CREC-2015-11-03-pt1-PgH7398-7,CREC-2015-11-03,,,,,,,,,,,,
CREC-2015-11-03-pt1-PgH7398-8,CREC-2015-11-03,,,,,,,,,,,,
CREC-2015-11-03-pt1-PgH7399,CREC-2015-11-03,,SPEAKING,H,114,Q000023,"Quigley, Mike",IL,D,"Quigley, Mike",,Mr. QUIGLEY,Mike Quigley
CREC-2015-11-03-pt1-PgH7398-9,CREC-2015-11-03,,SPEAKING,H,114,J000174,"Johnson, Sam",TX,R,"Johnson, Sam",,Mr. SAM JOHNSON of Texas,Sam Johnson
CREC-2015-11-03-pt1-PgH7399-2,CREC-2015-11-03,,SPEAKING,H,114,D000613,"Dold, Robert J.",IL,R,"Dold, Robert J.",Robert Dold,Mr. DOLD,Robert J. Dold
CREC-2015-11-03-pt1-PgH7399-3,CREC-2015-11-03,,SPEAKING,H,114,B001278,"Bonamici, Suzanne",OR,D,"Bonamici, Suzanne",,Ms. BONAMICI,Suzanne Bonamici
