granuleId,packageId,role,chamber,congress,bioGuideId,memberName,state,party,members,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2016-11-29-pt1-PgH6315-4,CREC-2016-11-29,SPEAKING,H,114,D000613,"Dold, Robert J.",IL,R,,"Dold, Robert J.",Robert Dold,Mr. DOLD,Robert J. Dold
CREC-2016-11-29-pt1-PgH6315-5,CREC-2016-11-29,,,,,,,,,,,,
CREC-2016-11-29-pt1-PgH6315-2,CREC-2016-11-29,,,,,,,,,,,,
CREC-2016-11-29-pt1-PgH6315-7,CREC-2016-11-29,,,,,,,,,,,,
CREC-2016-11-29-pt1-PgH6315-6,CREC-2016-11-29,,,,,,,,,,,,
CREC-2016-11-29-pt1-PgH-FrontMatter-5,CREC-2016-11-29,,,,,,,,,,,,
CREC-2016-11-29-pt1-PgH6315-3,CREC-2016-11-29,,,,,,,,,,,,
CREC-2016-11-29-pt1-PgH6315,CREC-2016-11-29,,,,,,,,,,,,
CREC-2016-11-29-pt1-PgH6315-8,CREC-2016-11-29,,,,,,,,,,,,
CREC-2016-11-29-pt1-PgH6315-9,CREC-2016-11-29,,,,,,,,,,,,
CREC-2016-11-29-pt1-PgH6316,CREC-2016-11-29,SPEAKING,H,114,H001071,"Hice, Jody B.",GA,R,,"Hice, Jody B.",Jody Hice,Mr. JODY B. HICE of Georgia,Jody B. Hice
CREC-2016-11-29-pt1-PgH6316-2,CREC-2016-11-29,SPEAKING,H,114,K000380,"Kildee, Daniel T.",MI,D,,"Kildee, Daniel T.",Daniel Kildee,Mr. KILDEE,Daniel T. Kildee
CREC-2016-11-29-pt1-PgH6316-4,CREC-2016-11-29,SPEAKING,H,114,S000583,"Smith, Lamar",TX,R,,"Smith, Lamar",,Mr. SMITH of Texas,Lamar Smith
CREC-2016-11-29-pt1-PgH6316-5,CREC-2016-11-29,,,,,,,,,,,,
CREC-2016-11-29-pt1-PgH6316-6,CREC-2016-11-29,,,,,,,,,,,,
