granuleId,packageId,date,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2015-01-08-pt1-PgH-FrontMatter-5,CREC-2015-01-08,2015-01-08,,,,,,,,,,,,
CREC-2015-01-08-pt1-PgH107,CREC-2015-01-08,2015-01-08,,,,,,,,,,,,
CREC-2015-01-08-pt1-PgH107-2,CREC-2015-01-08,2015-01-08,,,,,,,,,,,,
CREC-2015-01-08-pt1-PgH107-4,CREC-2015-01-08,2015-01-08,,SPEAKING,H,114,G000535,"Gutierrez, Luis V.",IL,D,"Gutierrez, Luis V.",Luis Gutierrez,Mr. GUTIERREZ,Luis V. Gutierrez
CREC-2015-01-08-pt1-PgH107-3,CREC-2015-01-08,2015-01-08,,,,,,,,,,,,
CREC-2015-01-08-pt1-PgH108,CREC-2015-01-08,2015-01-08,,SPEAKING,H,114,R000435,"Ros-Lehtinen, Ileana",FL,R,"Ros-Lehtinen, Ileana",,Ms. ROS-LEHTINEN,Ileana Ros-Lehtinen
CREC-2015-01-08-pt1-PgH109,CREC-2015-01-08,2015-01-08,,SPEAKING,H,114,B001271,"Benishek, Dan",MI,R,"Benishek, Dan",,Mr. BENISHEK,Dan Benishek
CREC-2015-01-08-pt1-PgH108-2,CREC-2015-01-08,2015-01-08,,SPEAKING,H,114,B000574,"Blumenauer, Earl",OR,D,"Blumenauer, Earl",,Mr. BLUMENAUER,Earl Blumenauer
CREC-2015-01-08-pt1-PgH109-2,CREC-2015-01-08,2015-01-08,,SPEAKING,H,114,Q000023,"Quigley, Mike",IL,D,"Quigley, Mike",,Mr. QUIGLEY,Mike Quigley
CREC-2015-01-08-pt1-PgH109-3,CREC-2015-01-08,2015-01-08,,SPEAKING,H,114,B001289,"Byrne, Bradley",AL,R,"Byrne, Bradley",,Mr. BYRNE,Bradley Byrne
CREC-2015-01-08-pt1-PgH110-2,CREC-2015-01-08,2015-01-08,,SPEAKING,H,114,C001106,"Costello, Ryan A.",PA,R,"Costello, Ryan A.",Ryan Costello,Mr. COSTELLO of Pennsylvania,Ryan A. Costello
CREC-2015-01-08-pt1-PgH110-2,CREC-2015-01-08,2015-01-08,,SPEAKING,H,114,C001106,"Costello, Ryan A.",PA,R,"Costello, Ryan A.",Ryan Costello,Mr. COSTELLO,Ryan A. Costello
CREC-2015-01-08-pt1-PgH110,CREC-2015-01-08,2015-01-08,,SPEAKING,H,114,C001068,"Cohen, Steve",TN,D,"Cohen, Steve",,Mr. COHEN,Steve Cohen
CREC-2015-01-08-pt1-PgH111,CREC-2015-01-08,2015-01-08,,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,"Jackson Lee, Sheila",,Ms. JACKSON LEE,Sheila Jackson Lee
CREC-2015-01-08-pt1-PgH111-2,CREC-2015-01-08,2015-01-08,,SPEAKING,H,114,F000451,"Fitzpatrick, Michael G.",PA,R,"Fitzpatrick, Michael G.",Michael Fitzpatrick,Mr. FITZPATRICK,Michael G. Fitzpatrick
CREC-2015-01-08-pt1-PgH112,CREC-2015-01-08,2015-01-08,,,,,,,,,,,,
CREC-2015-01-08-pt1-PgH112-2,CREC-2015-01-08,2015-01-08,,,,,,,,,,,,
CREC-2015-01-08-pt1-PgH112-4,CREC-2015-01-08,2015-01-08,,,,,,,,,,,,
CREC-2015-01-08-pt1-PgH112-3,CREC-2015-01-08,2015-01-08,,,,,,,,,,,,
CREC-2015-01-08-pt1-PgH112-5,CREC-2015-01-08,2015-01-08,,,,,,,,,,,,
CREC-2015-01-08-pt1-PgH112-6,CREC-2015-01-08,2015-01-08,,,,,,,,,,,,
CREC-2015-01-08-pt1-PgH112-7,CREC-2015-01-08,2015-01-08,,,,,,,,,,,,
CREC-2015-01-08-pt1-PgH112-8,CREC-2015-01-08,2015-01-08,,,,,,,,,,,,
CREC-2015-01-08-pt1-PgH112-9,CREC-2015-01-08,2015-01-08,,SPEAKING,H,114,W000795,"Wilson, Joe",SC,R,"Wilson, Joe",,Mr. WILSON of South Carolina,Joe Wilson
CREC-2015-01-08-pt1-PgH112-10,CREC-2015-01-08,2015-01-08,,SPEAKING,H,114,H001038,"Higgins, Brian",NY,D,"Higgins, Brian",,Mr. HIGGINS,Brian Higgins
CREC-2015-01-08-pt1-PgH112-11,CREC-2015-01-08,2015-01-08,,SPEAKING,H,114,Y000064,"Young, Todd",IN,R,"Young, Todd",,Mr. YOUNG of Indiana,Todd Young
CREC-2015-01-08-pt1-PgH112-12,CREC-2015-01-08,2015-01-08,,SPEAKING,H,114,H001047,"Himes, James A.",CT,D,"Himes, James A.",James Himes,Mr. HIMES,James A. Himes
CREC-2015-01-08-pt1-PgH113,CREC-2015-01-08,2015-01-08,,SPEAKING,H,114,R000598,"Rothfus, Keith J.",PA,R,"Rothfus, Keith J.",Keith Rothfus,Mr. ROTHFUS,Keith J. Rothfus
CREC-2015-01-08-pt1-PgH113-2,CREC-2015-01-08,2015-01-08,,SPEAKING,H,114,L000579,"Lowenthal, Alan S.",CA,D,"Lowenthal, Alan S.",Alan Lowenthal,Mr. LOWENTHAL,Alan S. Lowenthal
CREC-2015-01-08-pt1-PgH113-3,CREC-2015-01-08,2015-01-08,,SPEAKING,H,114,B001243,"Blackburn, Marsha",TN,R,"Blackburn, Marsha",,Mrs. BLACKBURN,Marsha Blackburn
CREC-2015-01-08-pt1-PgH113-4,CREC-2015-01-08,2015-01-08,,SPEAKING,H,114,A000370,"Adams, Alma S.",NC,D,"Adams, Alma S.",Alma Adams,Ms. ADAMS,Alma S. Adams
CREC-2015-01-08-pt1-PgH113-5,CREC-2015-01-08,2015-01-08,,SPEAKING,H,114,D000613,"Dold, Robert J.",IL,R,"Dold, Robert J.",Robert Dold,Mr. DOLD,Robert J. Dold
CREC-2015-01-08-pt1-PgH114-2,CREC-2015-01-08,2015-01-08,,SPEAKING,H,114,J000032,"Jackson Lee, Sheila",TX,D,"Jackson Lee, Sheila",,Ms. JACKSON LEE,Sheila Jackson Lee
CREC-2015-01-08-pt1-PgH114,CREC-2015-01-08,2015-01-08,,SPEAKING,H,114,S001154,"Shuster, Bill",PA,R,"Shuster, Bill",,Mr. SHUSTER,Bill Shuster
CREC-2015-01-08-pt1-PgH113-6,CREC-2015-01-08,2015-01-08,,SPEAKING,H,114,N000189,"Newhouse, Dan",WA,R,"Newhouse, Dan",,Mr. NEWHOUSE,Dan Newhouse
CREC-2015-01-08-pt1-PgH114-3,CREC-2015-01-08,2015-01-08,,SPEAKING,H,114,G000570,"Guinta, Frank C.",NH,R,"Guinta, Frank C.",Frank Guinta,Mr. GUINTA,Frank C. Guinta
CREC-2015-01-08-pt1-PgH114-5,CREC-2015-01-08,2015-01-08,,SPEAKING,H,114,L000578,"LaMalfa, Doug",CA,R,"LaMalfa, Doug",,Mr. LaMALFA,Doug LaMalfa
CREC-2015-01-08-pt1-PgH114-4,CREC-2015-01-08,2015-01-08,,SPEAKING,H,114,P000598,"Polis, Jared",CO,D,"Polis, Jared",,Mr. POLIS,Jared Polis
CREC-2015-01-08-pt1-PgH114-6,CREC-2015-01-08,2015-01-08,,SPEAKING,H,114,E000294,"Emmer, Tom",MN,R,"Emmer, Tom",,Mr. EMMER,Tom Emmer
