granuleId,packageId,date,members,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,gpoId,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2016-01-25-pt1-PgH367-2,CREC-2016-01-25,2016-01-25,,,,,,,,,,,,,,
CREC-2016-01-25-pt1-PgH367,CREC-2016-01-25,2016-01-25,,,,,,,,,,,,,,
CREC-2016-01-25-pt1-PgH-FrontMatter,CREC-2016-01-25,2016-01-25,,,,,,,,,,,,,,
CREC-2016-01-25-pt1-PgH367-4,CREC-2016-01-25,2016-01-25,,,,,,,,,,,,,,
CREC-2016-01-25-pt1-PgH367-3,CREC-2016-01-25,2016-01-25,,,,,,,,,,,,,,
CREC-2016-01-25-pt1-PgH367-5,CREC-2016-01-25,2016-01-25,,,,,,,,,,,,,,
CREC-2016-01-25-pt1-PgH367-6,CREC-2016-01-25,2016-01-25,,,,,,,,,,,,,,
CREC-2016-01-25-pt1-PgH367-7,CREC-2016-01-25,2016-01-25,,,,,,,,,,,,,,
CREC-2016-01-25-pt1-PgH367-8,CREC-2016-01-25,2016-01-25,,,,,,,,,,,,,,
CREC-2016-01-25-pt1-PgH368,CREC-2016-01-25,2016-01-25,,,,,,,,,,,,,,
CREC-2016-01-25-pt1-PgH368-3,CREC-2016-01-25,2016-01-25,,,,,,,,,,,,,,
CREC-2016-01-25-pt1-PgH368-2,CREC-2016-01-25,2016-01-25,,,,,,,,,,,,,,
CREC-2016-01-25-pt1-PgH368-4,CREC-2016-01-25,2016-01-25,,,,,,,,,,,,,,
CREC-2016-01-25-pt1-PgH368-5,CREC-2016-01-25,2016-01-25,,,,,,,,,,,,,,
CREC-2016-01-25-pt1-PgH368-6,CREC-2016-01-25,2016-01-25,,,,,,,,,,,,,,
CREC-2016-01-25-pt1-PgH368-7,CREC-2016-01-25,2016-01-25,,,,,,,,,,,,,,
CREC-2016-01-25-pt1-PgH371,CREC-2016-01-25,2016-01-25,,,,,,,,,,,,,,
CREC-2016-01-25-pt1-PgH368-8,CREC-2016-01-25,2016-01-25,,,,,,,,,,,,,,
CREC-2016-01-25-pt1-PgH371-2,CREC-2016-01-25,2016-01-25,,,,,,,,,,,,,,
CREC-2016-01-25-pt1-PgH371-3,CREC-2016-01-25,2016-01-25,,,,,,,,,,,,,,
CREC-2016-01-25-pt1-PgH371-4,CREC-2016-01-25,2016-01-25,,,,,,,,,,,,,,
CREC-2016-01-25-pt1-PgH371-5,CREC-2016-01-25,2016-01-25,,,,,,,,,,,,,,
CREC-2016-01-25-pt1-PgE53-3,CREC-2016-01-25,2016-01-25,,2099,SPEAKING,H,114,S001191,"Sinema, Kyrsten",AZ,D,,"Sinema, Kyrsten",Ms. SINEMA,Kyrsten Sinema,
CREC-2016-01-25-pt1-PgE53-4,CREC-2016-01-25,2016-01-25,,1996,SPEAKING,H,114,B001270,"Bass, Karen",CA,D,7838,"Bass, Karen",Ms. BASS,Karen Bass,
CREC-2016-01-25-pt1-PgE53-6,CREC-2016-01-25,2016-01-11,,2237,SPEAKING,H,114,H001071,"Hice, Jody B.",GA,R,,"Hice, Jody B.",Mr. JODY B. HICE of Georgia,Jody B. Hice,Mr. Jody Hice
CREC-2016-01-25-pt1-PgE53-2,CREC-2016-01-25,2016-01-25,,1583,SPEAKING,H,114,L000557,"Larson, John B.",CT,D,7866,"Larson, John B.",Mr. LARSON of Connecticut,John B. Larson,John Larson
CREC-2016-01-25-pt1-PgE53-5,CREC-2016-01-25,2016-01-25,,2169,SPEAKING,H,114,K000381,"Kilmer, Derek",WA,D,,"Kilmer, Derek",Mr. KILMER,Derek Kilmer,
CREC-2016-01-25-pt1-PgE54,CREC-2016-01-25,2016-01-25,,281,SPEAKING,H,114,D000216,"DeLauro, Rosa L.",CT,D,7868,"DeLauro, Rosa L.",Ms. DeLAURO,Rosa L. DeLauro,Rosa Delauro
CREC-2016-01-25-pt1-PgE54-2,CREC-2016-01-25,2016-01-25,,867,SPEAKING,H,114,N000127,"Nolan, Richard M.",MN,D,,"Nolan, Richard M.",Mr. NOLAN,Richard M. Nolan,Richard Nolan
CREC-2016-01-25-pt1-PgE54-3,CREC-2016-01-25,2016-01-25,,1498,SPEAKING,H,114,K000188,"Kind, Ron",WI,D,8216,"Kind, Ron",Mr. KIND,Ron Kind,
CREC-2016-01-25-pt1-PgE54-4,CREC-2016-01-25,2016-01-11,,2237,SPEAKING,H,114,H001071,"Hice, Jody B.",GA,R,,"Hice, Jody B.",Mr. JODY B. HICE of Georgia,Jody B. Hice,Mr. Jody Hice
CREC-2016-01-25-pt1-PgE54-5,CREC-2016-01-25,2016-01-13,,2241,SPEAKING,H,114,B001294,"Blum, Rod",IA,R,,"Blum, Rod",Mr. BLUM,Rod Blum,
CREC-2016-01-25-pt1-PgE54-6,CREC-2016-01-25,2016-01-25,,,,,,,,,,,,,,
CREC-2016-01-25-pt1-PgD58,CREC-2016-01-25,2016-01-25,,,,,,,,,,,,,,
CREC-2016-01-25-pt1-PgD58-2,CREC-2016-01-25,2016-01-25,,,,,,,,,,,,,,
CREC-2016-01-25-pt1-PgD58-3,CREC-2016-01-25,2016-01-25,,,,,,,,,,,,,,
CREC-2016-01-25-pt1-PgD58-4,CREC-2016-01-25,2016-01-25,,,,,,,,,,,,,,
CREC-2016-01-25-pt1-PgD58-5,CREC-2016-01-25,2016-01-25,,,,,,,,,,,,,,
CREC-2016-01-25-pt1-PgD59,CREC-2016-01-25,2016-01-25,,,,,,,,,,,,,,
