granuleId,packageId,collectionCode,collectionName,references,contents__number,contents__congress,contents__type
CREC-2015-05-26-pt1-PgH3575-4,CREC-2015-05-26,BILLS,Congressional Bills,,273,114,HRES
CREC-2015-05-26-pt1-PgH3575-4,CREC-2015-05-26,BILLS,Congressional Bills,,273,114,HRES
CREC-2015-05-26-pt1-PgH3575,CREC-2015-05-26,,,,,,
CREC-2015-05-26-pt1-PgH3575-5,CREC-2015-05-26,,,,,,
CREC-2015-05-26-pt1-PgH-FrontMatter,CREC-2015-05-26,,,,,,
CREC-2015-05-26-pt1-PgH3575-6,CREC-2015-05-26,BILLS,Congressional Bills,,1463,114,S
CREC-2015-05-26-pt1-PgH3575-6,CREC-2015-05-26,BILLS,Congressional Bills,,2496,114,HR
CREC-2015-05-26-pt1-PgH3575-3,CREC-2015-05-26,,,,,,
CREC-2015-05-26-pt1-PgH3575-2,CREC-2015-05-26,,,,,,
CREC-2015-05-26-pt1-PgH3575-7,CREC-2015-05-26,BILLS,Congressional Bills,,802,114,S
CREC-2015-05-26-pt1-PgH3575-7,CREC-2015-05-26,BILLS,Congressional Bills,,2353,114,HR
CREC-2015-05-26-pt1-PgH3575-9,CREC-2015-05-26,BILLS,Congressional Bills,,1463,114,S
CREC-2015-05-26-pt1-PgH3577-3,CREC-2015-05-26,BILLS,Congressional Bills,,2574,114,HR
CREC-2015-05-26-pt1-PgH3575-8,CREC-2015-05-26,BILLS,Congressional Bills,,2496,114,HR
CREC-2015-05-26-pt1-PgH3575-8,CREC-2015-05-26,BILLS,Congressional Bills,,2496,114,HR
CREC-2015-05-26-pt1-PgH3576-2,CREC-2015-05-26,BILLS,Congressional Bills,,273,114,HRES
CREC-2015-05-26-pt1-PgH3576-2,CREC-2015-05-26,BILLS,Congressional Bills,,273,114,HRES
CREC-2015-05-26-pt1-PgH3577-2,CREC-2015-05-26,,,,,,
CREC-2015-05-26-pt1-PgH3577,CREC-2015-05-26,BILLS,Congressional Bills,,53,114,HCONRES
