granuleId,packageId,members,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__authority-other,name__parsed,name__authority-fnf
CREC-2016-11-28-pt1-PgS6505-3,CREC-2016-11-28,,,,,,,,,,,,
CREC-2016-11-28-pt1-PgS6505-2,CREC-2016-11-28,,,,,,,,,,,,
CREC-2016-11-28-pt1-PgS6505-4,CREC-2016-11-28,,,,,,,,,,,,
CREC-2016-11-28-pt1-PgS6505-5,CREC-2016-11-28,,,,,,,,,,,,
CREC-2016-11-28-pt1-PgS6505-7,CREC-2016-11-28,,,,,,,,,,,,
CREC-2016-11-28-pt1-PgS6505-6,CREC-2016-11-28,,,,,,,,,,,,
CREC-2016-11-28-pt1-PgS6505-8,CREC-2016-11-28,,,,,,,,,,,,
CREC-2016-11-28-pt1-PgS-FrontMatter-3,CREC-2016-11-28,,,,,,,,,,,,
CREC-2016-11-28-pt1-PgS6505-9,CREC-2016-11-28,,SPEAKING,S,114,R000146,"Reid, Harry",NV,D,"Reid, Harry",Harry M. Reid,Mr. REID,Harry Reid
CREC-2016-11-28-pt1-PgS6505-9,CREC-2016-11-28,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2016-11-28-pt1-PgS6507,CREC-2016-11-28,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2016-11-28-pt1-PgS6507,CREC-2016-11-28,,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,"Durbin, Richard J.",Richard Durbin,Mr. DURBIN,Richard J. Durbin
CREC-2016-11-28-pt1-PgS6510,CREC-2016-11-28,,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,"Cornyn, John",,Mr. CORNYN,John Cornyn
CREC-2016-11-28-pt1-PgS6506,CREC-2016-11-28,,,,,,,,,,,,
CREC-2016-11-28-pt1-PgS6507-2,CREC-2016-11-28,,SPEAKING,S,114,D000563,"Durbin, Richard J.",IL,D,"Durbin, Richard J.",Richard Durbin,Mr. DURBIN,Richard J. Durbin
CREC-2016-11-28-pt1-PgS6507-2,CREC-2016-11-28,,SPEAKING,S,114,W000817,"Warren, Elizabeth",MA,D,"Warren, Elizabeth",Elizabeth A. Warren,Ms. WARREN,Elizabeth Warren
CREC-2016-11-28-pt1-PgS6508,CREC-2016-11-28,,SPEAKING,S,114,W000817,"Warren, Elizabeth",MA,D,"Warren, Elizabeth",Elizabeth A. Warren,Ms. WARREN,Elizabeth Warren
CREC-2016-11-28-pt1-PgS6511,CREC-2016-11-28,,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,"Cornyn, John",,Mr. CORNYN,John Cornyn
CREC-2016-11-28-pt1-PgS6511,CREC-2016-11-28,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2016-11-28-pt1-PgS6510-2,CREC-2016-11-28,,SPEAKING,S,114,C001056,"Cornyn, John",TX,R,"Cornyn, John",,Mr. CORNYN,John Cornyn
CREC-2016-11-28-pt1-PgS6511-2,CREC-2016-11-28,,SPEAKING,S,114,C001071,"Corker, Bob",TN,R,"Corker, Bob",,Mr. CORKER,Bob Corker
CREC-2016-11-28-pt1-PgS6512,CREC-2016-11-28,,SPEAKING,S,114,W000779,"Wyden, Ron",OR,D,"Wyden, Ron",,Mr. WYDEN,Ron Wyden
CREC-2016-11-28-pt1-PgS6512-2,CREC-2016-11-28,,SPEAKING,S,114,C000174,"Carper, Thomas R.",DE,D,"Carper, Thomas R.",Thomas Carper,Mr. CARPER,Thomas R. Carper
CREC-2016-11-28-pt1-PgS6513-2,CREC-2016-11-28,,SPEAKING,S,114,S001141,"Sessions, Jeff",AL,R,"Sessions, Jeff",,Mr. SESSIONS,Jeff Sessions
CREC-2016-11-28-pt1-PgS6514,CREC-2016-11-28,,,,,,,,,,,,
CREC-2016-11-28-pt1-PgS6513,CREC-2016-11-28,,SPEAKING,S,114,P000595,"Peters, Gary C.",MI,D,"Peters, Gary C.",Gary Peters,Mr. PETERS,Gary C. Peters
CREC-2016-11-28-pt1-PgS6514-2,CREC-2016-11-28,,,,,,,,,,,,
CREC-2016-11-28-pt1-PgS6514-3,CREC-2016-11-28,,,,,,,,,,,,
CREC-2016-11-28-pt1-PgS6514-4,CREC-2016-11-28,,,,,,,,,,,,
CREC-2016-11-28-pt1-PgS6514-5,CREC-2016-11-28,,,,,,,,,,,,
CREC-2016-11-28-pt1-PgS6516,CREC-2016-11-28,,,,,,,,,,,,
CREC-2016-11-28-pt1-PgS6514-6,CREC-2016-11-28,,,,,,,,,,,,
CREC-2016-11-28-pt1-PgS6517,CREC-2016-11-28,,,,,,,,,,,,
CREC-2016-11-28-pt1-PgS6516-2,CREC-2016-11-28,,,,,,,,,,,,
CREC-2016-11-28-pt1-PgS6517-3,CREC-2016-11-28,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2016-11-28-pt1-PgS6517-2,CREC-2016-11-28,,,,,,,,,,,,
CREC-2016-11-28-pt1-PgS6518-2,CREC-2016-11-28,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2016-11-28-pt1-PgS6518,CREC-2016-11-28,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2016-11-28-pt1-PgS6519,CREC-2016-11-28,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2016-11-28-pt1-PgS6520,CREC-2016-11-28,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2016-11-28-pt1-PgS6520-2,CREC-2016-11-28,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2016-11-28-pt1-PgS6520-3,CREC-2016-11-28,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2016-11-28-pt1-PgS6520-4,CREC-2016-11-28,,SPEAKING,S,114,M000355,"McConnell, Mitch",KY,R,"McConnell, Mitch",,Mr. McCONNELL,Mitch McConnell
CREC-2016-11-28-pt1-PgE1529-2,CREC-2016-11-28,,,,,,,,,,,,
CREC-2016-11-28-pt1-PgD1063,CREC-2016-11-28,,,,,,,,,,,,
CREC-2016-11-28-pt1-PgD1063-2,CREC-2016-11-28,,,,,,,,,,,,
CREC-2016-11-28-pt1-PgD1064-2,CREC-2016-11-28,,,,,,,,,,,,
CREC-2016-11-28-pt1-PgD1064,CREC-2016-11-28,,,,,,,,,,,,
CREC-2016-11-28-pt1-PgD1064-3,CREC-2016-11-28,,,,,,,,,,,,
CREC-2016-11-28-pt1-PgD1064-4,CREC-2016-11-28,,,,,,,,,,,,
CREC-2016-11-28-pt1-PgD1065,CREC-2016-11-28,,,,,,,,,,,,
