granuleId,packageId,date,members,gpoId,authorityId,role,chamber,congress,bioGuideId,memberName,state,party,name__authority-lnf,name__parsed,name__authority-fnf,name__authority-other
CREC-2015-05-01-pt1-PgH2775-2,CREC-2015-05-01,2015-05-01,,,,,,,,,,,,,,
CREC-2015-05-01-pt1-PgH2775-3,CREC-2015-05-01,2015-05-01,,8123,1952,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,"Thompson, Glenn",Mr. THOMPSON of Pennsylvania,Glenn Thompson,
CREC-2015-05-01-pt1-PgH2775,CREC-2015-05-01,2015-05-01,,,,,,,,,,,,,,
CREC-2015-05-01-pt1-PgH2775-5,CREC-2015-05-01,2015-05-01,,,,,,,,,,,,,,
CREC-2015-05-01-pt1-PgH2775-6,CREC-2015-05-01,2015-05-01,,8123,1952,SPEAKING,H,114,T000467,"Thompson, Glenn",PA,R,"Thompson, Glenn",Mr. THOMPSON of Pennsylvania,Glenn Thompson,
CREC-2015-05-01-pt1-PgH2775-4,CREC-2015-05-01,2015-05-01,,,,,,,,,,,,,,
CREC-2015-05-01-pt1-PgH2776,CREC-2015-05-01,2015-05-01,,,2170,SPEAKING,H,114,H001064,"Heck, Denny",WA,D,"Heck, Denny",Mr. HECK of Washington,Denny Heck,
CREC-2015-05-01-pt1-PgH2776-3,CREC-2015-05-01,2015-05-01,,,2234,SPEAKING,H,114,G000575,"Graham, Gwen",FL,D,"Graham, Gwen",Ms. GRAHAM,Gwen Graham,
CREC-2015-05-01-pt1-PgH2776-2,CREC-2015-05-01,2015-05-01,,8041,2038,SPEAKING,H,114,G000570,"Guinta, Frank C.",NH,R,"Guinta, Frank C.",Mr. GUINTA,Frank C. Guinta,Mr. Frank Guinta
CREC-2015-05-01-pt1-PgH2783,CREC-2015-05-01,2015-05-01,,,,,,,,,,,,,,
CREC-2015-05-01-pt1-PgH2783-2,CREC-2015-05-01,2015-05-01,,8218,1041,SPEAKING,H,114,S000244,"Sensenbrenner, F. James, Jr.",WI,R,"Sensenbrenner, F. James, Jr.",Mr. SENSENBRENNER,"F. James Sensenbrenner, Jr.",F. James Sensenbrenner Jr.
CREC-2015-05-01-pt1-PgH2776-4,CREC-2015-05-01,2015-05-01,,7920,1590,SPEAKING,H,114,S001148,"Simpson, Michael K.",ID,R,"Simpson, Michael K.",Mr. SIMPSON,Michael K. Simpson,Michael Simpson
CREC-2015-05-01-pt1-PgH2776-4,CREC-2015-05-01,2015-05-01,,8143,2057,SPEAKING,H,114,D000615,"Duncan, Jeff",SC,R,"Duncan, Jeff",Mr. DUNCAN of South Carolina,Jeff Duncan,
CREC-2015-05-01-pt1-PgH2776-4,CREC-2015-05-01,2015-05-01,,8211,766,SPEAKING,H,114,M000404,"McDermott, Jim",WA,D,"McDermott, Jim",Mr. McDERMOTT,Jim McDermott,
CREC-2015-05-01-pt1-PgH2776-4,CREC-2015-05-01,2015-05-01,,8140,1668,SPEAKING,H,114,L000559,"Langevin, James R.",RI,D,"Langevin, James R.",Mr. LANGEVIN,James R. Langevin,James Langevin
